gene_id	NCBI_ID	genename	genesynonym
YNL087W	855637	TCB2	NaN
YML069W	854933	POB3	NaN
YPL160W	855943	CDC60	leucyl-tRNA synthetase
YPL160W	855943	CDC60	LeuRS
YGL070C	852810	RPB9	SSU73
YGL070C	852810	RPB9	B12.6
YGL070C	852810	RPB9	SHI
YDR155C	851733	CPR1	CPH1
YDR155C	851733	CPR1	CYP1
YDR011W	851574	SNQ2	NaN
YDR236C	851822	FMN1	NaN
YNL195C	855526	NaN	NaN
YBL027W	852254	RPL19B	L19B
YBL027W	852254	RPL19B	L23B
YBL027W	852254	RPL19B	rpl5L
YBL027W	852254	RPL19B	YL14
YBL027W	852379	RPL19B	L19B
YBL027W	852379	RPL19B	L23B
YBL027W	852379	RPL19B	rpl5L
YBL027W	852379	RPL19B	YL14
YNL291C	855425	MID1	NaN
YMR073C	855095	IRC21	NaN
YPR020W	856131	ATP20	NaN
YGR266W	853182	NaN	NaN
YMR143W	855174	RPS16A	rp61R
YMR143W	855174	RPS16A	S16A
YMR143W	851476	RPS16A	rp61R
YMR143W	851476	RPS16A	S16A
YML023C	854985	NSE5	NaN
YDL007W	851557	RPT2	YHS4
YDL007W	851557	RPT2	YTA5
YPL166W	855937	ATG29	NaN
YGR204W	853118	ADE3	NaN
YPR113W	856229	PIS1	NaN
YPL062W	NaN	NaN	NaN
YPR199C	856329	ARR1	ACR1
YPR199C	856329	ARR1	YAP8
YDR028C	851592	REG1	HEX2
YDR028C	851592	REG1	PZF240
YDR028C	851592	REG1	SPP43
YDR028C	851592	REG1	SRN1
YHR148W	856553	IMP3	NaN
YLR364C-A	NaN	NaN	NaN
YNR007C	855741	ATG3	APG3
YNR007C	855741	ATG3	AUT1
YOR369C	854551	RPS12	S12
YJL079C	853366	PRY1	NaN
YPR129W	856247	SCD6	LSM13
YOR376W	NaN	NaN	NaN
YJL223C	853232	PAU1	NaN
YJL223C	854631	PAU1	NaN
YFR034C	850594	PHO4	phoD
YOL097W-A	1466475	NaN	NaN
YJL164C	853275	TPK1	PKA1
YJL164C	853275	TPK1	SRA3
YML026C	852061	RPS18B	S18B
YML026C	854982	RPS18B	S18B
YER149C	856892	PEA2	DFG9
YER149C	856892	PEA2	PPF2
YIL004C	854813	BET1	SLY12
YLR235C	NaN	NaN	NaN
YJL067W	NaN	NaN	NaN
YAL055W	851244	PEX22	YAF5
YNL311C	855405	SKP2	NaN
YKL207W	853628	NaN	EMC3
YDL116W	851441	NUP84	NaN
YLR191W	850888	PEX13	PAS20
YEL052W	856658	AFG1	NaN
YDR397C	852006	NCB2	YDR1
YGR270W	853186	YTA7	NaN
YLR311C	NaN	NaN	NaN
YOR314W-A	NaN	NaN	NaN
YDR536W	852149	STL1	NaN
YMR297W	855343	PRC1	LBC1
YMR297W	855343	PRC1	CPY
YFR018C	850573	NaN	NaN
YEL060C	856649	PRB1	CVT1
YMR200W	855240	ROT1	NaN
YER189W	856939	NaN	NaN
YOR380W	854562	RDR1	NaN
YLR074C	850763	BUD20	NaN
YER185W	856934	PUG1	NaN
YDL052C	851508	SLC1	NaN
YGL204C	852669	NaN	NaN
YMR232W	855272	FUS2	NaN
YER190W	856940	YRF1-2	YRF1
YCR066W	850430	RAD18	NaN
YJR063W	853526	RPA12	RRN4
YJR063W	853526	RPA12	A12.2
YKL084W	853778	HOT13	NaN
YPR006C	856114	ICL2	NaN
YGR211W	853125	ZPR1	NaN
YHR175W	856580	CTR2	NaN
YDR326C	851926	YSP2	NaN
YOR196C	854371	LIP5	NaN
YLL006W	850654	MMM1	YME6
YPR056W	856169	TFB4	NaN
YOR350C	854532	MNE1	NaN
YOL137W	853983	BSC6	NaN
YAR027W	851279	UIP3	NaN
YBR230C	852531	OM14	NaN
YPL223C	855878	GRE1	NaN
YCR035C	850401	RRP43	NaN
YGL174W	852701	BUD13	CWC26
YDL033C	851529	SLM3	MTO2
YDL033C	851529	SLM3	MTU1
YLR443W	851164	ECM7	ZRG15
YOR122C	854289	PFY1	PRF1
YJL149W	853292	DAS1	NaN
YKL100W-A	NaN	NaN	NaN
YOR256C	854430	TRE2	NaN
YAL030W	851203	SNC1	NaN
YBR040W	852328	FIG1	NaN
YPR010C-A	5142379	NaN	NaN
YER012W	856731	PRE1	NaN
YKL035W	853830	UGP1	NaN
YLR325C	851035	RPL38	L38
YDR398W	852007	UTP5	NaN
YMR201C	855241	RAD14	NaN
YCR002C	850358	CDC10	NaN
YDL031W	851530	DBP10	NaN
YMR007W	NaN	NaN	NaN
YLR080W	850769	EMP46	NaN
YHR113W	856513	APE4	NaN
YFL068W	850476	NaN	NaN
YLR145W	850837	RMP1	NaN
YEL016C	856699	NPP2	NaN
YOL094C	854059	RFC4	NaN
YIL169C	854637	NaN	NaN
YOR336W	854514	KRE5	NaN
YHR085W	856485	IPI1	NaN
YNL002C	855730	RLP7	RPL7
YDR354C-A	NaN	NaN	NaN
YMR066W	855088	SOV1	NaN
YLR058C	850747	SHM2	SHMT2
YMR016C	855030	SOK2	NaN
YGR288W	853205	MAL13	MALR
YMR031C	855047	EIS1	NaN
YBR025C	852313	OLA1	NaN
YDL077C	851482	VAM6	CVT4
YDL077C	851482	VAM6	VPL18
YDL077C	851482	VAM6	VPL22
YDL077C	851482	VAM6	VPS39
YLR210W	850907	CLB4	NaN
YGL100W	852778	SEH1	NaN
YBR089W	NaN	NaN	NaN
YDL135C	851420	RDI1	NaN
YGL014W	852870	PUF4	YGL023
YKL027W	853841	TCD2	NaN
YGL065C	852815	ALG2	NaN
YDR064W	851636	RPS13	RPS13B
YDR064W	851636	RPS13	RPS13C
YDR064W	851636	RPS13	S13
YDR064W	851636	RPS13	S27a
YDR064W	851636	RPS13	YS15
YBL060W	852219	YEL1	NaN
YGR126W	853027	NaN	NaN
YNL120C	NaN	NaN	NaN
YOR174W	854345	MED4	NaN
YER040W	856763	GLN3	NaN
YOR275C	854449	RIM20	NaN
YPL254W	855821	HFI1	ADA1
YPL254W	855821	HFI1	GAN1
YPL254W	855821	HFI1	SRM12
YPL254W	855821	HFI1	SUP110
YPR088C	856203	SRP54	SRH1
YDL072C	851487	YET3	NaN
YDR053W	NaN	NaN	NaN
YLR269C	NaN	NaN	NaN
YDL012C	851550	NaN	NaN
YNL052W	855675	COX5A	NaN
YDR482C	852093	CWC21	NaN
YMR262W	855304	NaN	NaN
YDL070W	851488	BDF2	NaN
YKL153W	NaN	NaN	NaN
YBR209W	NaN	NaN	NaN
YHR160C	856565	PEX18	NaN
YBL054W	852226	TOD6	PBF1
YLR343W	851056	GAS2	NaN
YDR464C-A	NaN	NaN	NaN
YJL117W	853325	PHO86	NaN
YIL005W	854812	EPS1	NaN
YKR079C	853954	TRZ1	NaN
YGL188C	NaN	NaN	NaN
YDR410C	852019	STE14	NaN
YNL103W-A	NaN	NaN	NaN
YPR197C	NaN	NaN	NaN
YNR039C	855775	ZRG17	NaN
YDL114W-A	NaN	NaN	NaN
YKR018C	853888	NaN	NaN
YEL026W	856687	SNU13	NaN
YOR044W	854209	IRC23	NaN
YMR300C	855346	ADE4	NaN
YPL073C	NaN	NaN	NaN
YPL058C	856049	PDR12	NaN
YLL015W	850645	BPT1	NaN
YDL022C-A	13393611	NaN	NaN
YML082W	854892	NaN	NaN
YKR089C	853964	TGL4	STC1
YKL116C	853744	PRR1	NaN
YGL018C	852866	JAC1	NaN
YOR346W	854527	REV1	NaN
YBR010W	855700	HHT1	BUR5
YBR010W	855700	HHT1	SIN2
YBR010W	852295	HHT1	BUR5
YBR010W	852295	HHT1	SIN2
YFL045C	850499	SEC53	ALG4
YEL021W	856692	URA3	NaN
YBR067C	852359	TIP1	NaN
YLR406C-A	1466423	NaN	NaN
YDR432W	852042	NPL3	MTR13
YDR432W	852042	NPL3	MTS1
YDR432W	852042	NPL3	NAB1
YDR432W	852042	NPL3	NOP3
YOR014W	854179	RTS1	SCS1
YLR007W	850693	NSE1	NaN
YBR238C	852540	NaN	NaN
YDL152W	NaN	NaN	NaN
YER076C	856809	NaN	NaN
YBR047W	852336	FMP23	NaN
YNL162W-A	855559	NaN	NaN
YJL060W	853386	BNA3	NaN
YOL069W	854085	NUF2	NaN
YLR323C	851033	CWC24	NaN
YOR298C-A	854474	MBF1	SUF13
YNL007C	855725	SIS1	NaN
YBR142W	852439	MAK5	NaN
YDL240C-A	NaN	NaN	NaN
YDL232W	851366	OST4	NaN
YHR026W	856421	VMA16	PPA1
YDL159W-A	851395	NaN	YDL159W-B
YNL035C	855695	NaN	NaN
YDR115W	851692	MRX14	NaN
YCL048W	850309	SPS22	NaN
YMR064W	855086	AEP1	NCA1
YDR169C	851747	STB3	NaN
YBL091C	852187	MAP2	NaN
YCR045W-A	NaN	NaN	NaN
YPR200C	856330	ARR2	ACR2
YLL030C	NaN	RRT7	NaN
YFR009W	850561	GCN20	NaN
YNL317W	855399	PFS2	NaN
YBL093C	852184	ROX3	MED19
YBL093C	852184	ROX3	NUT3
YBL093C	852184	ROX3	SSN7
YLR266C	850971	PDR8	NaN
YKL155C	853701	RSM22	NaN
YAR007C	851266	RFA1	BUF2
YAR007C	851266	RFA1	FUN3
YAR007C	851266	RFA1	RPA1
YHL048C-A	1466524	NaN	NaN
YIL106W	854700	MOB1	NaN
YGL068W	852811	MNP1	NaN
YPR172W	856302	NaN	NaN
YML011C	854998	RAD33	NaN
YNL001W	855731	DOM34	NaN
YLL055W	850671	YCT1	NaN
YKL214C	853666	YRA2	NaN
YOR194C	854369	TOA1	NaN
YER115C	856851	SPR6	NaN
YHR059W	856456	FYV4	NaN
YKL039W	853827	PTM1	NaN
YOR002W	854163	ALG6	NaN
YDR478W	852089	SNM1	NaN
YJL146W	853295	IDS2	NaN
YDR206W	851787	EBS1	NaN
YOL134C	NaN	NaN	NaN
YPR108W	856223	RPN7	NaN
YLR278C	850984	NaN	NaN
YMR111C	855138	NaN	NaN
YKR101W	853976	SIR1	NaN
YMR097C	855122	MTG1	NaN
YDR014W	851577	RAD61	WPL1
YER068C-A	NaN	NaN	NaN
YOR394W	855847	PAU21	NaN
YOR394W	854576	PAU21	NaN
YDR457W	852068	TOM1	NaN
YOR017W	854182	PET127	NaN
YNL094W	855630	APP1	NaN
YDR083W	851656	RRP8	NaN
YBL007C	852276	SLA1	NaN
YKR013W	853882	PRY2	YFW12
YDL171C	851383	GLT1	NaN
YBL064C	852215	PRX1	NaN
YEL007W	856711	MIT1	TOS9
YBL088C	852190	TEL1	NaN
YPL127C	855976	HHO1	NaN
YLR033W	850720	RSC58	NaN
YJL136C	853305	RPS21B	S21B
YJL136C	853305	RPS21B	S26B
YJL136C	853305	RPS21B	YS25
YDR024W	NaN	FYV1	NaN
YDL004W	851560	ATP16	NaN
YPR002W	856108	PDH1	NaN
YBR023C	852311	CHS3	CAL1
YBR023C	852311	CHS3	CSD2
YBR023C	852311	CHS3	DIT101
YBR023C	852311	CHS3	KTI2
YOR268C	854442	NaN	NaN
YLR271W	850976	CMG1	NaN
YGR177C	853088	ATF2	NaN
YHL039W	856346	EFM1	NaN
YGR296W	855846	YRF1-3	YRF1
YGR296W	853213	YRF1-3	YRF1
YGR068C	852960	ART5	NaN
YOR142W	854310	LSC1	NaN
YLR096W	850785	KIN2	NaN
YHL043W	856342	ECM34	NaN
YKR042W	853916	UTH1	NaN
YHR024C	856419	MAS2	MIF2
YHR024C	856419	MAS2	mitochondrial processing protease alpha subunit
YDR065W	851637	RRG1	NaN
YKL191W	853643	DPH2	NaN
YMR110C	855137	HFD1	NaN
YGR217W	853131	CCH1	NaN
YGR035W-A	1466457	NaN	NaN
YLR234W	850935	TOP3	EDR1
YBR002C	852287	RER2	NaN
YMR157C	855189	AIM36	FMP39
YPL266W	855862	DIM1	CDH1
YLR296W	NaN	NaN	NaN
YBR246W	852548	RRT2	ERE1
YOR379C	NaN	NaN	NaN
YGL167C	852709	PMR1	BSD1
YGL167C	852709	PMR1	LDB1
YGL167C	852709	PMR1	SSC1
YJR161C	853626	COS5	NaN
YGR050C	852941	NaN	NaN
YPL081W	856024	RPS9A	rp21
YPL081W	856024	RPS9A	S13
YPL081W	856024	RPS9A	S9A
YPL081W	856024	RPS9A	YS11
YPL225W	855876	NaN	NaN
YJR140C	853605	HIR3	HPC1
YER070W	856801	RNR1	CRT7
YER070W	856801	RNR1	RIR1
YER070W	856801	RNR1	SDS12
YDL034W	NaN	NaN	NaN
YLR262C	850966	YPT6	NaN
YGR187C	853099	HGH1	NaN
YBR147W	852444	RTC2	RRT11
YOR330C	854508	MIP1	mitochondrial DNA polymerase catalytic subunit
YPL155C	855948	KIP2	NaN
YGL169W	852707	SUA5	NaN
YIL149C	854657	MLP2	NaN
YIL147C	854659	SLN1	YPD2
YJL221C	854635	IMA4	FSP2
YJL221C	853235	IMA4	FSP2
YCL069W	850290	VBA3	NaN
YML074C	854901	FPR3	NPI46
YJR030C	853487	RBH2	NaN
YDR111C	851690	ALT2	NaN
YDR128W	851706	MTC5	SEA3
YJL119C	NaN	NaN	NaN
YER080W	856813	AIM9	FMP29
YER052C	856778	HOM3	BOR1
YER052C	856778	HOM3	SIL4
YHR033W	856428	NaN	NaN
YDR159W	851737	SAC3	LEP1
YBL029C-A	852251	NaN	NaN
YOL151W	854014	GRE2	NaN
YDR118W-A	NaN	NaN	NaN
YBL063W	852216	KIP1	CIN9
YKL104C	853757	GFA1	NaN
YEL068C	856641	NaN	NaN
YLL005C	850655	SPO75	NaN
YDR118W	851696	APC4	NaN
YCL057W	850301	PRD1	NaN
YER132C	856869	PMD1	NaN
YOL138C	853982	RTC1	SEA2
YML021C	854987	UNG1	NaN
YPL210C	855891	SRP72	NaN
YFR034W-A	NaN	NaN	NaN
YNL122C	855601	NaN	NaN
YDL234C	851364	GYP7	NaN
YLR014C	850701	PPR1	NaN
YLR404W	851120	NaN	NaN
YHR119W	856519	SET1	YTX1
YHR119W	856519	SET1	KMT2
YOL019W	854141	NaN	TOS7
YMR183C	855221	SSO2	NaN
YDL098C	851460	SNU23	NaN
YKL118W	NaN	NaN	NaN
YLR153C	850846	ACS2	NaN
YBR013C	852300	NaN	NaN
YFR032C-B	1466402	NaN	NaN
YLR078C	850767	BOS1	SEC32
YMR161W	855196	HLJ1	NaN
YNL058C	855667	NaN	NaN
YER047C	856771	SAP1	NaN
YDL010W	851551	GRX6	NaN
YNL313C	855403	EMW1	NaN
YDL065C	851494	PEX19	PAS12
YDR349C	851950	YPS7	NaN
YKL034W	853832	TUL1	NaN
YDR050C	851620	TPI1	NaN
YDR284C	851878	DPP1	ZRG1
YOR311C	854488	DGK1	HSD1
YMR030W-A	1466499	NaN	NaN
YNL025C	855706	SSN8	GIG3
YNL025C	855706	SSN8	NUT9
YNL025C	855706	SSN8	RYE2
YNL025C	855706	SSN8	SRB11
YNL025C	855706	SSN8	UME3
YNL025C	855706	SSN8	CycC
YHR146W	856551	CRP1	NaN
YHR195W	856602	NVJ1	VAB36
YCL065W	NaN	NaN	NaN
YKR006C	853875	MRPL13	YK105
YKR006C	853875	MRPL13	YmL13
YGR075C	852966	PRP38	NaN
YDR528W	852141	HLR1	NaN
YCR020C	850382	PET18	HIT2
YKL073W	853789	LHS1	CER1
YKL073W	853789	LHS1	SSI1
YCL054W-A	23547378	RDT1	NaN
YJL084C	853361	ALY2	ART3
YER170W	856917	ADK2	AKY3
YER170W	856917	ADK2	PAK3
YBR149W	852446	ARA1	NaN
YFR044C	850605	DUG1	NaN
YDL138W	851417	RGT2	NaN
YJL010C	853445	NOP9	NaN
YGL153W	852724	PEX14	NaN
YAL045C	NaN	NaN	NaN
YDL187C	NaN	NaN	NaN
YGL146C	852731	RRT6	NaN
YCR011C	850369	ADP1	NaN
YCL076W	NaN	NaN	NaN
YLL021W	850639	SPA2	FUS6
YLL021W	850639	SPA2	PEA1
YBR193C	852492	MED8	NaN
YPR180W	856310	AOS1	RHC31
YHR086W	856486	NAM8	MRE2
YHR086W	856486	NAM8	MUD15
YDR545W	851189	YRF1-1	YRF1
YDR545W	852158	YRF1-1	YRF1
YDR545W	854577	YRF1-1	YRF1
YLR150W	850843	STM1	MPT4
YNR075W	855812	COS10	NaN
YDR253C	851840	MET32	NaN
YDL112W	851446	TRM3	NaN
YGR237C	853152	NaN	NaN
YNL309W	855407	STB1	NaN
YNR015W	855749	SMM1	DUS2
YKL086W	853776	SRX1	NaN
YPR151C	856274	SUE1	NaN
YLR200W	850897	YKE2	GIM1
YLR200W	850897	YKE2	PFD6
YJR115W	853579	NaN	NaN
YGR085C	852976	RPL11B	L11B
YGR085C	852976	RPL11B	L16A
YGR085C	852976	RPL11B	rp39B
YGR085C	852976	RPL11B	YL22
YNL008C	855724	ASI3	NaN
YPR174C	856304	NaN	NaN
YLR252W	NaN	NaN	NaN
YLR427W	851147	MAG2	NaN
YGL240W	852611	DOC1	APC10
YKL024C	853844	URA6	SOC8
YNL116W	855607	DMA2	CHF2
YDL142C	851413	CRD1	CLS1
YPR033C	856145	HTS1	TSM4572
YPR033C	856145	HTS1	histidyl-tRNA synthetase
YNL165W	855556	NaN	NaN
YGR157W	853061	CHO2	PEM1
YJR071W	NaN	NaN	NaN
YDR316W	851911	OMS1	NaN
YDR157W	NaN	NaN	NaN
YCL004W	850352	PGS1	PEL1
YCL004W	850352	PGS1	YCL003W
YLR301W	851008	HRI1	NaN
YOR032C	854197	HMS1	NaN
YGR265W	NaN	NaN	NaN
YHR180W	NaN	NaN	NaN
YJL051W	853396	IRC8	NaN
YIL071C	854739	PCI8	CSN11
YIL071C	854739	PCI8	YIH1
YIL071C	854739	PCI8	YIL071W
YJR092W	853554	BUD4	NaN
YDR428C	852038	BNA7	NaN
YPR100W	856214	MRPL51	NaN
YMR100W	855126	MUB1	NaN
YDR246W	851833	TRS23	NaN
YOR308C	854485	SNU66	NaN
YNL234W	855487	NaN	NaN
YDR354W	851956	TRP4	NaN
YMR275C	855318	BUL1	DAG1
YMR275C	855318	BUL1	RDS1
YMR275C	855318	BUL1	SMM2
YIL064W	854746	EFM4	NaN
YBR237W	852539	PRP5	RNA5
YPR057W	856170	BRR1	NaN
YPL200W	855901	CSM4	NaN
YBL106C	852168	SRO77	SNI2
YBL106C	852168	SRO77	SOP2
YPL162C	855941	NaN	NaN
YOR004W	854165	UTP23	NaN
YPR080W	852415	TEF1	eEF1A
YPR080W	852415	TEF1	EF-1 alpha
YPR080W	856195	TEF1	eEF1A
YPR080W	856195	TEF1	EF-1 alpha
YPR004C	856112	AIM45	NaN
YDR373W	851979	FRQ1	NaN
YJR119C	853583	JHD2	KDM5
YGL210W	852662	YPT32	NaN
YAR003W	851265	SWD1	CPS50
YAR003W	851265	SWD1	FUN16
YAR003W	851265	SWD1	SAF49
YJR060W	853523	CBF1	CEP1
YJR060W	853523	CBF1	CPF1
YJR060W	853523	CBF1	CP1
YPR157W	856280	TDA6	NaN
YNL041C	855687	COG6	COD2
YNL041C	855687	COG6	SEC37
YDR343C	851944	HXT6	NaN
YOR140W	854307	SFL1	NaN
YIL128W	854678	MET18	MMS19
YDR264C	851857	AKR1	NaN
YPR124W	856241	CTR1	NaN
YOR266W	854440	PNT1	NaN
YNR020C	NaN	ATP23	NaN
YKL063C	853802	NaN	NaN
YOR202W	854377	HIS3	HIS10
YOR202W	854377	HIS3	HIS8
YPR177C	NaN	NaN	NaN
YOR248W	NaN	NaN	TOS11
YHR135C	856537	YCK1	CKI2
YKL138C	853720	MRPL31	YmL31
YJL011C	853442	RPC17	C17
YAL038W	851193	CDC19	PYK1
YGR152C	853056	RSR1	BUD1
YER141W	856884	COX15	NaN
YEL004W	856714	YEA4	NaN
YGR122C-A	NaN	NaN	NaN
YDL214C	851312	PRR2	NaN
YFL050C	850494	ALR2	NaN
YKR074W	853949	AIM29	NaN
YDR501W	852112	PLM2	NaN
YGR166W	853076	TRS65	KRE11
YBR155W	852452	CNS1	NaN
YKL031W	NaN	NaN	NaN
YBR207W	852506	FTH1	NaN
YKL221W	853659	MCH2	NaN
YNL269W	855452	BSC4	NaN
YOL011W	854151	PLB3	NaN
YMR079W	855103	SEC14	PIT1
YFR049W	850610	YMR31	NaN
YAL042W	851256	ERV46	FUN9
YHR056C	856453	RSC30	NaN
YDL119C	851439	HEM25	NaN
YLR030W	850717	NaN	NaN
YOR008C	854170	SLG1	HCS77
YOR008C	854170	SLG1	WSC1
YMR242W-A	1466505	NaN	NaN
YHR105W	856505	YPT35	NaN
YJL216C	853214	IMA5	NaN
YOL166C	NaN	NaN	NaN
YLR414C	851132	PUN1	NaN
YNR013C	855747	PHO91	NaN
YHR100C	856500	GEP4	NaN
YIL131C	854675	FKH1	NaN
YLR144C	850836	ACF2	ENG2
YLR144C	850836	ACF2	PCA1
YDL163W	NaN	NaN	NaN
YKL041W	853825	VPS24	DID3
YKL041W	853825	VPS24	VPL26
YHL036W	856349	MUP3	NaN
YJL199C	NaN	MBB1	NaN
YGL222C	852650	EDC1	NaN
YAL010C	851223	MDM10	FUN37
YOR119C	854286	RIO1	RRP10
YIL110W	854696	HPM1	MNI1
YKL100C	853761	YPF1	NaN
YGR084C	852975	MRP13	NaN
YNL170W	NaN	NaN	NaN
YGR230W	853145	BNS1	NaN
YER043C	856766	SAH1	NaN
YKL129C	853729	MYO3	NaN
YDR198C	851779	RKM2	NaN
YNL055C	855669	POR1	OMP2
YNL055C	855669	POR1	VDAC
YNL055C	855669	POR1	YVDAC1
YBR169C	852467	SSE2	NaN
YNL213C	855508	RRG9	NaN
YMR167W	855203	MLH1	PMS2
YCL037C	850320	SRO9	NaN
YDR294C	851888	DPL1	BST1
YGL196W	852679	DSD1	NaN
YOR130C	854297	ORT1	ARG11
YPR130C	NaN	NaN	NaN
YPL097W	856007	MSY1	NaN
YER116C	856852	SLX8	NaN
YDR180W	851761	SCC2	NaN
YPL263C	855865	KEL3	NaN
YDR448W	852059	ADA2	SWI8
YOR041C	NaN	NaN	SRF5
YBR214W	852515	SDS24	NaN
YOR251C	854425	TUM1	NaN
YKR095W	853970	MLP1	MPL1
YEL018W	856696	EAF5	NaN
YLR077W	850766	FMP25	BCA1
YOL035C	NaN	NaN	NaN
YHR093W	NaN	AHT1	NaN
YBR117C	852414	TKL2	NaN
YER123W	856860	YCK3	CKI3
YOR342C	854520	NaN	NaN
YFR013W	850567	IOC3	NaN
YFR055W	850616	IRC7	NaN
YOL050C	NaN	NaN	NaN
YLL066C	NaN	NaN	NaN
YDR287W	851881	INM2	NaN
YFL041W-A	1466401	NaN	NaN
YCL039W	850318	GID7	MOH2
YGL084C	852796	GUP1	NaN
YIL011W	854804	TIR3	YIB1
YOR376W-A	1466488	NaN	NaN
YCR083W	850444	TRX3	NaN
YMR294W	855339	JNM1	INS1
YMR294W	855339	JNM1	PAC3
YNL273W	855448	TOF1	NaN
YOR068C	854234	VAM10	YOR29-19
YCR006C	NaN	NaN	NaN
YLR261C	850965	VPS63	NaN
YKL124W	853735	SSH4	MLF4
YNL203C	NaN	NaN	NaN
YPL133C	855970	RDS2	NaN
YGL162W	852714	SUT1	NaN
YIL159W	854647	BNR1	NaN
YNR062C	855799	NaN	NaN
YLR135W	850826	SLX4	NaN
YGR188C	853100	BUB1	NaN
YPL267W	855861	ACM1	NaN
YDL233W	851365	MFG1	NaN
YMR156C	855188	TPP1	NaN
YBL098W	852179	BNA4	NaN
YMR080C	855104	NAM7	IFS2
YMR080C	855104	NAM7	MOF4
YMR080C	855104	NAM7	SUP113
YMR080C	855104	NAM7	UPF1
YPL045W	856062	VPS16	SVL6
YPL045W	856062	VPS16	VAM9
YPL045W	856062	VPS16	VPT16
YGL113W	852765	SLD3	NaN
YNL206C	855515	RTT106	NaN
YGR025W	NaN	NaN	NaN
YLR156W	850856	NaN	NaN
YLR156W	850851	NaN	NaN
YLR156W	850858	NaN	NaN
YML060W	854942	OGG1	NaN
YDR365C	851969	ESF1	NaN
YOR229W	854404	WTM2	NaN
YGR182C	NaN	NaN	NaN
YBL002W	852284	HTB2	NaN
YGL102C	NaN	NaN	NaN
YBL082C	852196	ALG3	RHK1
YLR346C	851060	CIS1	NaN
YKR025W	853895	RPC37	C37
YER177W	856924	BMH1	APR6
YOR387C	854569	NaN	NaN
YMR075C-A	NaN	NaN	NaN
YBR252W	852554	DUT1	NaN
YDR416W	852025	SYF1	NTC90
YLR276C	850982	DBP9	NaN
YBR041W	852329	FAT1	NaN
YER150W	856893	SPI1	NaN
YGR031W	852919	IMO32	NaN
YFR014C	850568	CMK1	NaN
YDR219C	851805	MFB1	NaN
YGL176C	852699	NaN	NaN
YLR322W	NaN	VPS65	NaN
YHR088W	856488	RPF1	NaN
YMR302C	855348	YME2	PRP12
YMR302C	855348	YME2	RNA12
YCR086W	850447	CSM1	NaN
YMR098C	855123	ATP25	LRC4
YOR112W	854279	CEX1	NaN
YBR285W	852588	NaN	NaN
YMR065W	855087	KAR5	FIG3
YBR068C	852360	BAP2	NaN
YHR065C	856462	RRP3	NaN
YAR035W	851285	YAT1	NaN
YAL034C-B	NaN	NaN	YAL035C-A
YKR001C	853870	VPS1	GRD1
YKR001C	853870	VPS1	LAM1
YKR001C	853870	VPS1	SPO15
YKR001C	853870	VPS1	VPL1
YKR001C	853870	VPS1	VPT26
YJR108W	853572	ABM1	NaN
YDR377W	851983	ATP17	NaN
YLR285W	850991	NNT1	NaN
YLR045C	850734	STU2	NaN
YDR305C	NaN	HNT2	APH1
YIL134W	854672	FLX1	NaN
YLR190W	850887	MMR1	NaN
YIL028W	NaN	NaN	NaN
YGL025C	852860	PGD1	HRS1
YGL025C	852860	PGD1	MED3
YNR032W	855766	PPG1	NaN
YGR271W	853187	SLH1	NaN
YLR020C	850707	YEH2	NaN
YML100W-A	1466496	NaN	NaN
YBR059C	852351	AKL1	NaN
YML049C	854956	RSE1	NaN
YKR078W	853953	NaN	NaN
YDR193W	NaN	NaN	NaN
YOR146W	NaN	NaN	NaN
YOR372C	854554	NDD1	NaN
YJL195C	NaN	NaN	NaN
YOR159C	854330	SME1	Sm E
YOR159C	854330	SME1	SmE
YMR052W	855073	FAR3	NaN
YPL114W	NaN	NaN	NaN
YMR120C	855149	ADE17	NaN
YCL029C	850328	BIK1	ARM5
YCL029C	850328	BIK1	PAC14
YGL022W	852862	STT3	NaN
YPL202C	855899	AFT2	NaN
YER071C	856802	TDA2	NaN
YGR279C	853196	SCW4	NaN
YOR227W	854402	HER1	NaN
YPL140C	855963	MKK2	LPI6
YPL140C	855963	MKK2	SSP33
YJL194W	853244	CDC6	NaN
YER176W	856923	ECM32	HEL1
YER176W	856923	ECM32	MTT1
YBR085W	852380	AAC3	ANC3
YDL079C	851480	MRK1	NaN
YOR085W	854252	OST3	NaN
YOL101C	854052	IZH4	NaN
YNL067W-A	NaN	NaN	YNL067W-B
YLR089C	850778	ALT1	NaN
YJL047C	853400	RTT101	CUL8
YJL047C	853400	RTT101	CULC
YJL047C	853400	RTT101	CULLIN 8
YOL152W	854013	FRE7	NaN
YDR427W	852037	RPN9	NaN
YMR052C-A	NaN	NaN	NaN
YER145C	856888	FTR1	NaN
YDL044C	851517	MTF2	NAM1
YJL030W	853422	MAD2	NaN
YPR036W-A	856149	SPO24	NaN
YMR246W	855288	FAA4	NaN
YLL046C	850680	RNP1	NaN
YOL073C	854081	DSC2	NaN
YML133C	854906	NaN	NaN
YKR007W	853876	MEH1	EGO1
YKR007W	853876	MEH1	GSE2
YBR245C	852547	ISW1	SGN2
YPL144W	855959	POC4	DMP1
YPL144W	855959	POC4	PBA4
YOR048C	854213	RAT1	HKE1
YOR048C	854213	RAT1	TAP1
YOR048C	854213	RAT1	XRN2
YGR125W	853026	NaN	NaN
YNL224C	855497	SQS1	PFA1
YBR065C	852357	ECM2	SLT11
YLR449W	851170	FPR4	NaN
YLL063C	850663	AYT1	NaN
