gene_id	NCBI_ID	genename	genesynonym
YIL055C	854756	NaN	NaN
YOR287C	854461	RRP36	NaN
YDR494W	852105	RSM28	NaN
YER073W	856804	ALD5	NaN
YNL069C	855655	RPL16B	RP23
YNL069C	855655	RPL16B	L16B
YNL069C	855655	RPL16B	L21B
YNL069C	855655	RPL16B	rp23
YNL069C	855655	RPL16B	YL15
YNL111C	855612	CYB5	NaN
YCL049C	850308	NaN	NaN
YBR133C	852431	HSL7	NaN
YPR040W	856153	TIP41	NaN
YPL253C	855822	VIK1	NaN
YNL166C	855555	BNI5	NaN
YPR021C	856132	AGC1	NaN
YPL207W	855894	TYW1	NaN
YJR068W	853531	RFC2	NaN
YER075C	856807	PTP3	NaN
YNR057C	855794	BIO4	NaN
YFR019W	850574	FAB1	SVL7
YHR040W	856436	BCD1	NaN
YFL042C	850501	NaN	YFL043C
YMR223W	855263	UBP8	NaN
YEL031W	856681	SPF1	COD1
YEL031W	856681	SPF1	PER9
YEL031W	856681	SPF1	PIO1
YDR368W	851974	YPR1	NaN
YNL067W-B	1466514	NaN	YNL067W-A
YLR295C	851002	ATP14	NaN
YLR307C-A	1466419	NaN	NaN
YCR101C	850465	NaN	NaN
YML007C-A	855004	NaN	NaN
YMR256C	855298	COX7	NaN
YKL192C	853642	ACP1	NaN
YFR042W	850603	KEG1	NaN
YOL139C	854026	CDC33	TIF45
YOL139C	854026	CDC33	eIF4E
YBR173C	852471	UMP1	RNS2
YNL242W	855479	ATG2	APG2
YNL242W	855479	ATG2	AUT8
YNL242W	855479	ATG2	SPO72
YDR192C	851774	NUP42	RIP1
YDR192C	851774	NUP42	UIP1
YJL140W	853301	RPB4	CTF15
YJL140W	853301	RPB4	B32
YBR170C	852468	NPL4	HRD4
YCR024C-B	1466398	NaN	NaN
YBR184W	852482	NaN	NaN
YBR203W	852502	COS111	NaN
YFL005W	850543	SEC4	SRO6
YNL292W	855424	PUS4	NaN
YDR251W	851838	PAM1	NaN
YPL201C	855900	YIG1	NaN
YIR013C	854830	GAT4	NaN
YHR063W-A	NaN	NaN	NaN
YLR284C	850990	ECI1	NaN
YNL266W	NaN	NaN	NaN
YIL043C	854768	CBR1	CBR5
YBR249C	852551	ARO4	NaN
YAR060C	NaN	NaN	NaN
YMR251W	855292	GTO3	NaN
YBR265W	852568	TSC10	NaN
YGL071W	852809	AFT1	RCS1
YGL144C	852733	ROG1	NaN
YPL188W	855913	POS5	NaN
YGL023C	852861	PIB2	NaN
YIL071W-A	NaN	NaN	NaN
YIL130W	854676	ASG1	NaN
YER023C-A	NaN	NaN	NaN
YFL017W-A	850528	SMX2	SNP2
YFL017W-A	850528	SMX2	YFL018W-A
YFL017W-A	850528	SMX2	Sm G
YFL017W-A	850528	SMX2	SmG
YJR024C	853481	MDE1	NaN
YLL019C	850641	KNS1	L124
YNL339W-A	NaN	NaN	NaN
YLR138W	850829	NHA1	NaN
YNR066C	855803	NaN	NaN
YHR178W	856583	STB5	NaN
YJR151C	853616	DAN4	NaN
YGR015C	852898	NaN	NaN
YGR138C	853039	TPO2	NaN
YKL162C	853695	NaN	NaN
YBL079W	852199	NUP170	NLE3
YER046W	856770	SPO73	NaN
YMR042W	855059	ARG80	ARGR1
YMR042W	855059	ARG80	ARGRI
YDL185W	851342	VMA1	CLS8
YDL185W	851342	VMA1	TFP1
YJR032W	853489	CPR7	NaN
YDL158C	NaN	NaN	NaN
YBR104W	852401	YMC2	NaN
YFL031W	850513	HAC1	ERN4
YFL031W	850513	HAC1	IRE15
YHL033C	856352	RPL8A	MAK7
YHL033C	856352	RPL8A	L4A
YHL033C	856352	RPL8A	L8A
YHL033C	856352	RPL8A	rp6
YHL033C	856352	RPL8A	YL5
YAL067W-A	1466426	NaN	NaN
YHR066W	856463	SSF1	NaN
YCR085W	NaN	NaN	NaN
YKL156W	853700	RPS27A	rp61
YKL156W	853700	RPS27A	S27A
YKL156W	853700	RPS27A	YS20
YDR241W	NaN	BUD26	NaN
YHR029C	856424	YHI9	NaN
YIL138C	854668	TPM2	tropomyosin
YOL055C	854099	THI20	NaN
YGL236C	852616	MTO1	IPS1
YAL049C	851248	AIM2	NaN
YNR009W	855743	NRM1	NaN
YBR048W	851589	RPS11B	rp41B
YBR048W	851589	RPS11B	S11B
YBR048W	851589	RPS11B	S18B
YBR048W	851589	RPS11B	YS12
YBR048W	852337	RPS11B	rp41B
YBR048W	852337	RPS11B	S11B
YBR048W	852337	RPS11B	S18B
YBR048W	852337	RPS11B	YS12
YER102W	856839	RPS8B	rp19
YER102W	856839	RPS8B	S14B
YER102W	856839	RPS8B	S8B
YER102W	856839	RPS8B	YS9
YER102W	852206	RPS8B	rp19
YER102W	852206	RPS8B	S14B
YER102W	852206	RPS8B	S8B
YER102W	852206	RPS8B	YS9
YJL177W	853262	RPL17B	L17B
YJL177W	853262	RPL17B	L20B
YJL177W	853262	RPL17B	YL17
YDR146C	851724	SWI5	NaN
YIL154C	854652	NaN	IMP2
YJL131C	853310	AIM23	NaN
YKL056C	853809	TMA19	MMI1
YKL056C	853809	TMA19	RBF18
YPL069C	856036	BTS1	NaN
YHR073C-B	NaN	NaN	NaN
YOR180C	854352	DCI1	ECI2
YMR078C	855102	CTF18	CHL12
YDL202W	851325	MRPL11	YmL11
YBR032W	852320	NaN	NaN
YBR273C	852576	UBX7	CUI3
YER005W	856722	YND1	YEJ5
YDL192W	851335	ARF1	NaN
YLR281C	850987	NaN	NaN
YOR394C-A	1466490	NaN	NaN
YDR308C	851903	SRB7	MED21
YDR484W	852095	VPS52	SAC2
YLR385C	851101	SWC7	AWS1
YML120C	854919	NDI1	NaN
YEL073C	856636	NaN	NaN
YDL178W	851376	DLD2	AIP2
YLR136C	850827	TIS11	CTH2
YNL100W	855623	NaN	NaN
YKR008W	853877	RSC4	NaN
YML118W	854921	NGL3	NaN
YDR106W	851683	ARP10	NaN
YLR406C	851122	RPL31B	L31B
YLR406C	851122	RPL31B	L34B
YLR406C	851122	RPL31B	YL28
YDR330W	851930	UBX5	NaN
YOR279C	854453	RFM1	NaN
YIL125W	854681	KGD1	OGD1
YEL032C-A	NaN	NaN	NaN
YER167W	856914	BCK2	CTR7
YML031W	854977	NDC1	NaN
YDR179W-A	851760	NVJ3	NaN
YOL008W	854154	COQ10	NaN
YBR278W	852580	DPB3	NaN
YNL326C	855390	PFA3	NaN
YDR213W	851799	UPC2	MOX4
YMR087W	855112	NaN	NaN
YOR111W	854278	NaN	NaN
YGL257C	852635	MNT2	NaN
YMR220W	855260	ERG8	NaN
YBR154C	852451	RPB5	ABC27
YBR191W-A	NaN	NaN	NaN
YIR017C	854834	MET28	NaN
YHL028W	856357	WSC4	YFW1
YHL028W	856357	WSC4	YHC8
YOR015W	NaN	NaN	NaN
YFR012W-A	850566	NaN	NaN
YHL050W-A	NaN	NaN	NaN
YGR060W	852951	ERG25	NaN
YGL206C	852666	CHC1	SWA5
YOR321W	854499	PMT3	NaN
YHR081W	856481	LRP1	RRP47
YHR081W	856481	LRP1	YC1D
YDR281C	851875	PHM6	NaN
YER083C	856817	GET2	HUR2
YER083C	856817	GET2	RMD7
YPL030W	856077	TRM44	NaN
YHR071C-A	NaN	NaN	NaN
YPR162C	856291	ORC4	NaN
YPL283W-B	4594642	NaN	NaN
YMR138W	855169	CIN4	GTP1
YMR138W	855169	CIN4	UGX1
YNL215W	855506	IES2	NaN
YMR053C	855075	STB2	NaN
YMR122W-A	855152	NaN	NaN
YLR118C	850809	NaN	APT1
YEL030W	856682	ECM10	SSC3
YFR038W	850599	IRC5	NaN
YMR041C	855057	ARA2	NaN
YGR058W	852949	PEF1	NaN
YER153C	856897	PET122	NaN
YGL195W	852680	GCN1	AAS103
YGL195W	852680	GCN1	NDR1
YER137W-A	NaN	NaN	NaN
YNL225C	855496	CNM67	NaN
YPR074W-A	NaN	NaN	NaN
YMR029C	855044	FAR8	NaN
YMR092C	855117	AIP1	NaN
YER113C	856849	TMN3	NaN
YIL052C	854759	RPL34B	L34B
YHL038C	856347	CBP2	NaN
YGL192W	852683	IME4	SPO8
YIL078W	854732	THS1	threonyl-tRNA synthetase
YLR036C	850725	NaN	NaN
YOL057W	854097	NaN	NaN
YPL104W	856000	MSD1	LPG5
YPL104W	856000	MSD1	mitochondrial aspartyl-tRNA synthetase
YFR020W	850576	CSS2	NaN
YLL009C	850651	COX17	NaN
YNR044W	855780	AGA1	a-agglutinin anchorage subunit
YLL035W	850624	GRC3	NaN
YOL157C	854008	IMA2	NaN
YBL045C	852235	COR1	QCR1
YKL101W	853760	HSL1	ELM2
YKL101W	853760	HSL1	NIK1
YMR291W	855336	TDA1	NaN
YLR426W	851146	TDA5	NaN
YOR347C	854529	PYK2	NaN
YOR143C	854314	THI80	NaN
YGR259C	NaN	NaN	NaN
YMR023C	855037	MSS1	PET53
YLL049W	850677	LDB18	NaN
YBL029W	852252	NaN	NaN
YNR059W	855796	MNT4	NaN
YGR071C	852962	ENV11	NaN
YOL058W	854096	ARG1	ARG10
YEL015W	856700	EDC3	DCP3
YEL015W	856700	EDC3	LSM16
YDR279W	851873	RNH202	Rnh2B
YNL235C	NaN	NaN	NaN
YKR035C	NaN	OPI8	NaN
YKR081C	853956	RPF2	NaN
YBR221C	852522	PDB1	NaN
YJR143C	853608	PMT4	NaN
YPR078C	856193	NaN	NaN
YDL173W	851381	PAR32	NaN
YBR123C	852421	TFC1	tau 95
YJR073C	853536	OPI3	PEM2
YOR362C	854544	PRE10	NaN
YOR249C	854423	APC5	RMC1
YKL185W	853650	ASH1	NaN
YIL091C	854717	UTP25	NaN
YFL040W	850503	NaN	NaN
YKL080W	853782	VMA5	CSL5
YKL080W	853782	VMA5	VAT3
YLR087C	850776	CSF1	NaN
YIL073C	854737	SPO22	ZIP4
YIL034C	854777	CAP2	NaN
YDR522C	852134	SPS2	NaN
YKL093W	853769	MBR1	NaN
YDR400W	852009	URH1	NaN
YJL211C	NaN	NaN	NaN
YAR008W	851267	SEN34	FUN4
YAR008W	851267	SEN34	tRNA splicing endonuclease subunit
YJL225C	853231	NaN	NaN
YFR010W	850562	UBP6	NaN
YMR258C	855300	ROY1	NaN
YOR013W	NaN	IRC11	NaN
YCR045C	850412	RRT12	OSW3
YJL007C	NaN	NaN	NaN
YDL141W	851414	BPL1	ACC2
YIR041W	854859	PAU15	NaN
YHR008C	856399	SOD2	NaN
YJL122W	853320	ALB1	NaN
YKL152C	853705	GPM1	NaN
YLR137W	850828	RKM5	NaN
YOR123C	854290	LEO1	NaN
YHR032W	856427	ERC1	NaN
YDL105W	851453	NSE4	QRI2
YPL096W	856009	PNG1	NaN
YOL052C-A	854104	DDR2	YOL053C-A
YOL052C-A	854104	DDR2	DDRA2
YDR318W	851916	MCM21	CTF5
YIL037C	854774	PRM2	NaN
YDR481C	852092	PHO8	phoH
YIL142W	854664	CCT2	BIN3
YIL142W	854664	CCT2	TCP2
YJL198W	853241	PHO90	NaN
YER130C	856867	COM2	NaN
YNL222W	855499	SSU72	NaN
YNL260C	855461	LTO1	NaN
YNL156C	855566	NSG2	NaN
YKL197C	853636	PEX1	PAS1
YOR390W	854572	FEX1	NaN
YER138W-A	856881	NaN	NaN
YFL034C-A	850509	RPL22B	YFL035C-B
YFL034C-A	850509	RPL22B	l1c
YFL034C-A	850509	RPL22B	L22B
YFL034C-A	850509	RPL22B	rp4
YFL034C-A	850509	RPL22B	YL31
YFR012W	850565	DCV1	NaN
YGL083W	852797	SCY1	NaN
YML084W	NaN	NaN	NaN
YOL077C	854078	BRX1	NaN
YOR291W	854466	YPK9	NaN
YMR304C-A	NaN	NaN	NaN
YNL279W	855442	PRM1	NaN
YNL281W	855440	HCH1	NaN
YLR420W	851139	URA4	NaN
YGL198W	852676	YIP4	NaN
YCR061W	850425	NaN	YCR062W
YPR145C-A	3799978	NaN	NaN
YMR185W	855223	RTP1	NaN
YMR278W	855321	PRM15	NaN
YML111W	854929	BUL2	NaN
YCR040W	850407	MATALPHA1	ALPHA1
YCR040W	850293	MATALPHA1	ALPHA1
YJL125C	853317	GCD14	TRM61
YJL125C	853317	GCD14	1-methyladenosine tRNA methyltransferase subunit
YGL218W	NaN	NaN	SRF1
YPR052C	856165	NHP6A	NaN
YDR390C	851998	UBA2	UAL1
YML002W	855011	NaN	NaN
YBR085C-A	852381	NaN	NaN
YER158C	856903	NaN	NaN
YLR268W	850973	SEC22	SLY2
YLR268W	850973	SEC22	TSL26
YFL017C	850529	GNA1	PAT1
YGR143W	853045	SKN1	NaN
YLR466C-A	NaN	NaN	NaN
YHL022C	856364	SPO11	NaN
YDL122W	851435	UBP1	NaN
YHR165W-A	NaN	NaN	NaN
YCR106W	850470	RDS1	NaN
YBR020W	852308	GAL1	NaN
YMR108W	855135	ILV2	SMR1
YMR108W	855135	ILV2	THI1
YDR420W	852030	HKR1	NaN
YNL053W	855674	MSG5	NaN
YKR106W	853981	GEX2	NaN
YDR486C	852097	VPS60	CHM5
YDR486C	852097	VPS60	MOS10
YBR262C	852566	NaN	FMP51
YGR221C	853136	TOS2	NaN
YJL144W	853297	NaN	NaN
YER068W	856799	MOT2	NOT4
YER068W	856799	MOT2	SIG1
YOR030W	854195	DFG16	ECM41
YOR030W	854195	DFG16	ZRG12
YBR233W	852533	PBP2	HEK1
YBR195C	852494	MSI1	CAC3
YLR041W	NaN	NaN	NaN
YLL012W	850648	YEH1	NaN
YGL130W	852747	CEG1	NaN
YDR323C	851923	PEP7	VAC1
YDR323C	851923	PEP7	VPL21
YDR323C	851923	PEP7	VPS19
YDR323C	851923	PEP7	VPT19
YOR319W	854497	HSH49	NaN
YNL236W	855485	SIN4	BEL2
YNL236W	855485	SIN4	GAL22
YNL236W	855485	SIN4	MED16
YNL236W	855485	SIN4	RYE1
YNL236W	855485	SIN4	SDI3
YNL236W	855485	SIN4	SSF5
YNL236W	855485	SIN4	SSN4
YNL236W	855485	SIN4	TSF3
YPL265W	855863	DIP5	NaN
YBR300C	NaN	NaN	NaN
YGL042C	NaN	NaN	NaN
YCL047C	850310	POF1	NaN
YNR001W-A	NaN	NaN	NaN
YLR022C	850709	SDO1	NaN
YIL177W-A	NaN	NaN	NaN
YMR035W	855051	IMP2	NaN
YHR083W	856483	SAM35	FMP20
YHR083W	856483	SAM35	TOB38
YHR083W	856483	SAM35	TOM38
YGR090W	852982	UTP22	NaN
YEL020C-B	NaN	NaN	NaN
YLR382C	851098	NAM2	MSL1
YLR382C	851098	NAM2	LeuRS
YLR382C	851098	NAM2	mitochondrial leucyl-tRNA synthetase
YNL327W	855389	EGT2	NaN
YLR273C	850979	PIG1	NaN
YML009W-B	NaN	NaN	YML010W-A
YLR172C	850869	DPH5	NaN
YER119C	856855	AVT6	NaN
YOL077W-A	854077	ATP19	NaN
YPL080C	NaN	NaN	NaN
YKR076W	853951	ECM4	GTO2
YDR242W	851829	AMD2	NaN
YOR282W	NaN	NaN	NaN
YCL058W-A	3289591	ADF1	NaN
YOL021C	854138	DIS3	RRP44
YOL021C	854138	DIS3	MTR17
YJL207C	853223	LAA1	NaN
YNR018W	855752	RCF2	NaN
YLR154W-F	NaN	NaN	NaN
YPL148C	855955	PPT2	NaN
YIL023C	854789	YKE4	NaN
YGR121W-A	1466458	NaN	NaN
YDR072C	851644	IPT1	KTI6
YDR072C	851644	IPT1	SYR4
YNL198C	NaN	NaN	NaN
YER064C	856793	VHR2	NaN
YLR374C	NaN	NaN	NaN
YLR315W	851025	NKP2	NaN
YOL130W	853990	ALR1	SWC3
YGR206W	853120	MVB12	NaN
YMR175W	855213	SIP18	NaN
YFL061W	855381	DDI2	NaN
YFL061W	850483	DDI2	NaN
YER147C	856890	SCC4	NaN
YKR028W	853899	SAP190	NaN
YNL271C	855450	BNI1	PPF3
YNL271C	855450	BNI1	SHE5
YLR444C	NaN	NaN	NaN
YBR072C-A	1466444	NaN	NaN
YDR346C	851947	SVF1	SGI1
YMR270C	855312	RRN9	NaN
YOL136C	853984	PFK27	PFK-2
YIL020C	854792	HIS6	NaN
YOL083W	854071	ATG34	ATG19-B
YCR075W-A	1466399	EGO2	NaN
YNL070W	855654	TOM7	MOM7
YNL070W	855654	TOM7	YOK22
YFL037W	850506	TUB2	ARM10
YFL037W	850506	TUB2	SHE8
YJR078W	853541	BNA2	NaN
YPL005W	856102	AEP3	NaN
YER085C	856818	NaN	NaN
YJL059W	853387	YHC3	BTN1
YDL091C	851467	UBX3	NaN
YGR068W-A	NaN	NaN	NaN
YEL050W-A	NaN	NaN	NaN
YGL119W	852758	COQ8	ABC1
YOR040W	854205	GLO4	NaN
YIL135C	854671	VHS2	NaN
YHR104W	856504	GRE3	NaN
YJL143W	853298	TIM17	MIM17
YJL143W	853298	TIM17	MPI2
YJL143W	853298	TIM17	SMS1
YAL004W	NaN	NaN	NaN
YDL074C	851485	BRE1	NaN
YJR124C	853588	NaN	NaN
YPL139C	855964	UME1	WTM3
YMR043W	855060	MCM1	FUN80
YLR174W	850871	IDP2	NaN
YIR024C	854842	NaN	NaN
YER065C	856794	ICL1	NaN
YEL029C	856683	BUD16	NaN
YCR102C	850466	NaN	NaN
YKR009C	853878	FOX2	POX2
YJR059W	853522	PTK2	STK2
YOR110W	854277	TFC7	tau 55
YER151C	856895	UBP3	BLM3
YIL093C	854715	RSM25	NaN
YGL054C	852826	ERV14	NaN
YHR213W-B	1466533	NaN	NaN
YML054C-A	1466497	NaN	NaN
YBL109W	NaN	NaN	NaN
YPL128C	855975	TBF1	LPI16
YER136W	856876	GDI1	SEC19
YDL211C	851315	NaN	NaN
YDR261C	851848	EXG2	NaN
YJL217W	853238	REE1	NaN
YNL255C	855466	GIS2	NaN
YJR076C	853539	CDC11	PSL9
YGL044C	852838	RNA15	NaN
YNL051W	855676	COG5	API4
YNL051W	855676	COG5	COD4
YNL148C	855574	ALF1	NaN
YLL019W-A	NaN	NaN	NaN
YMR107W	855134	SPG4	NaN
YNR075C-A	1466517	NaN	NaN
YDL147W	851408	RPN5	NAS5
YDL081C	851478	RPP1A	RPLA1
YOR294W	854469	RRS1	NaN
YLR258W	850962	GSY2	NaN
YOR288C	854462	MPD1	NaN
YDR283C	851877	GCN2	AAS1
YDR283C	851877	GCN2	AAS102
YDR283C	851877	GCN2	NDR2
YIL099W	854708	SGA1	NaN
YBL104C	852170	SEA4	YBL103C-A
YLR330W	851041	CHS5	CAL3
YLR244C	850945	MAP1	NaN
YHL034W-A	NaN	NaN	NaN
YDR340W	NaN	NaN	NaN
YIL020C-A	NaN	NaN	NaN
YGL229C	852622	SAP4	NaN
YMR316C-B	NaN	NaN	NaN
YBR157C	852454	ICS2	NaN
YGR055W	852946	MUP1	NaN
YLR299C-A	NaN	NaN	NaN
YDL108W	851450	KIN28	NaN
YGR072W	852963	UPF3	SUA6
YGR072W	852963	UPF3	SUP112
YKL068W	853796	NUP100	NSP100
YDR313C	851908	PIB1	NaN
YPL271W	855857	ATP15	ATPEPSILON
YCR019W	850381	MAK32	NaN
YBL017C	852264	PEP1	VPS10
YBL017C	852264	PEP1	VPT1
YDR496C	852107	PUF6	NaN
YPL027W	856080	SMA1	NaN
YMR279C	855322	NaN	NaN
YJL222W-B	NaN	NaN	NaN
YCL007C	NaN	NaN	CWH36
YHR019C	856412	DED81	asparaginyl-tRNA synthetase
YLL041C	850685	SDH2	ACN17
YLL041C	850685	SDH2	SDHB
YCR033W	850399	SNT1	NaN
YAR002C-A	851264	ERP1	NaN
YNL085W	855639	MKT1	NaN
YBR289W	852592	SNF5	HAF4
YBR289W	852592	SNF5	SWI10
YBR289W	852592	SNF5	TYE4
YPL076W	856029	GPI2	GCR4
YPL100W	856004	ATG21	HSV1
YPL100W	856004	ATG21	MAI1
YBR035C	852323	PDX3	NaN
YER079W	856812	NaN	NaN
YMR244W	855285	NaN	NaN
YCL005W-A	2732686	VMA9	CWH36
YCL005W-A	2732686	VMA9	LDB10
YLR053C	850742	NaN	NaN
YDR537C	NaN	NaN	NaN
YIL019W	854793	FAF1	NaN
YDL205C	851322	HEM3	OLE2
YML126C	854913	ERG13	HMGS
YDL054C	851506	MCH1	NaN
YLR232W	NaN	NaN	NaN
YLR086W	850775	SMC4	NaN
YNL037C	855691	IDH1	NaN
YHR202W	856609	NaN	NaN
YMR184W	855222	ADD37	NaN
YFR046C	850607	CNN1	NaN
YGL067W	852813	NPY1	NaN
YLR298C	851005	YHC1	U1-C
YLR298C	851005	YHC1	U1C
YHL016C	856370	DUR3	NaN
YDR531W	852144	CAB1	NaN
YER023W	856744	PRO3	ORE2
YGR151C	NaN	NaN	NaN
YOL099C	NaN	NaN	NaN
YBR152W	852449	SPP381	NaN
YDR226W	851812	ADK1	AKY1
YDR226W	851812	ADK1	AKY2
YGL034C	NaN	NaN	NaN
YPR011C	856121	NaN	NaN
YLR283W	850988	NaN	NaN
YDL133C-A	851344	RPL41B	RPL47A
YDL133C-A	851344	RPL41B	RPL47B
YDL133C-A	851344	RPL41B	YDL134C-A
YDL133C-A	851344	RPL41B	L41B
YDL133C-A	851344	RPL41B	L47B
YDL133C-A	851344	RPL41B	YL41
YDL133C-A	851422	RPL41B	RPL47A
YDL133C-A	851422	RPL41B	RPL47B
YDL133C-A	851422	RPL41B	YDL134C-A
YDL133C-A	851422	RPL41B	L41B
YDL133C-A	851422	RPL41B	L47B
YDL133C-A	851422	RPL41B	YL41
YOR182C	854354	RPS30B	S30B
YOR182C	850994	RPS30B	S30B
YIL083C	854726	CAB2	NaN
YHR044C	856440	DOG1	2-deoxyglucose-6-phosphate phosphatase
YDR188W	851768	CCT6	HTR3
YDR188W	851768	CCT6	TCP20
YDR188W	851768	CCT6	TCP6
YOR219C	854394	STE13	YCI1
YGR292W	853209	MAL12	MALS
YHR140W	856543	NaN	NaN
YHR072W-A	856471	NOP10	NaN
YDL237W	851361	AIM6	LRC1
YDR524C	852136	AGE1	SAT1
YPR038W	NaN	IRC16	NaN
YLR238W	850939	FAR10	NaN
YGR184C	853096	UBR1	PTR1
YMR010W	855022	ANY1	NaN
YCR048W	850415	ARE1	SAT2
YGR024C	852908	THG1	NaN
YGL237C	852614	HAP2	NaN
YPR045C	856158	THP3	MNI2
YPL033C	856074	SRL4	NaN
YER024W	856745	YAT2	NaN
YHR210C	856617	NaN	NaN
YKL092C	853770	BUD2	CLA2
YKL092C	853770	BUD2	ERC25
YDR189W	851770	SLY1	NaN
YJL047C-A	1466468	NaN	NaN
YMR165C	855201	PAH1	SMP2
YGR062C	852953	COX18	OXA2
YGL161C	852715	YIP5	NaN
YMR206W	855246	NaN	NaN
YMR019W	855033	STB4	NaN
YCR073C	850436	SSK22	NaN
YBR127C	852424	VMA2	VAT2
YBR127C	852424	VMA2	ATPSV
YPR136C	NaN	NaN	NaN
YGR076C	852967	MRPL25	AFO1
YGR076C	852967	MRPL25	YMR26
YGR076C	852967	MRPL25	YmL25
YOR232W	854407	MGE1	YGE1
YOR232W	854407	MGE1	GRPE
YML012C-A	NaN	NaN	YML013C-A
YNL068C	855656	FKH2	NaN
YMR123W	855153	PKR1	NaN
YJL100W	853345	LSB6	NaN
YOL061W	854093	PRS5	NaN
YJL206C	853224	NaN	NaN
YKL222C	853658	NaN	NaN
YHR032W-A	NaN	NaN	NaN
YJL005W	853452	CYR1	CDC35
YJL005W	853452	CYR1	FIL1
YJL005W	853452	CYR1	HSR1
YJL005W	853452	CYR1	SRA4
YJL005W	853452	CYR1	TSM0185
YLL059C	NaN	NaN	NaN
YHR139C	856541	SPS100	NaN
YPL239W	855837	YAR1	NaN
YMR170C	855206	ALD2	NaN
YDR090C	851664	NaN	NaN
YOL092W	854061	YPQ1	NaN
YCL018W	850342	LEU2	NaN
YBL023C	852258	MCM2	NaN
YDR161W	851739	ACL4	NaN
YLR048W	850737	RPS0B	NAB1B
YLR048W	850737	RPS0B	YST2
YLR048W	850737	RPS0B	S0B
YMR280C	855323	CAT8	DIL1
YMR280C	855323	CAT8	MSP8
YBL044W	852236	NaN	NaN
YPL118W	855985	MRP51	NaN
YEL025C	856688	NaN	SRI1
YNR077C	855814	NaN	NaN
YNR022C	855756	MRPL50	NaN
YBR017C	852305	KAP104	NaN
YJR126C	853590	VPS70	NaN
YDR376W	851982	ARH1	NaN
YKL120W	853739	OAC1	NaN
YDR450W	854982	RPS18A	S18A
YDR450W	852061	RPS18A	S18A
YBR079C	852371	RPG1	TIF32
YDR402C	852011	DIT2	CYP56
YHR155W	856560	LAM1	NaN
YHR211W	856618	FLO5	NaN
YBR137W	852434	NaN	NaN
YGR049W	852940	SCM4	NaN
YJL026C-A	NaN	NaN	NaN
YPR075C	856191	OPY2	NaN
YNL259C	855462	ATX1	NaN
YOR162C	854333	YRR1	PDR2
YOR158W	854329	PET123	NaN
YHL012W	856374	NaN	NaN
YAL026C-A	NaN	NaN	NaN
YDR257C	851844	RKM4	RMS1
YDR257C	851844	RKM4	SET7
YGL062W	852818	PYC1	NaN
YIR030C	854848	DCG1	NaN
YGL103W	852775	RPL28	CYH2
YGL103W	852775	RPL28	L28
YGL103W	852775	RPL28	L29
YGL103W	852775	RPL28	rp44
YGL103W	852775	RPL28	YL24
YML037C	854971	NaN	NaN
YGR124W	853025	ASN2	NaN
YGR294W	853210	PAU12	NaN
YBR291C	852594	CTP1	NaN
YOL032W	854125	OPI10	NaN
YPL222W	855879	FMP40	NaN
YIL059C	NaN	NaN	NaN
YMR219W	855259	ESC1	NaN
YPL153C	855950	RAD53	LSD1
YPL153C	855950	RAD53	MEC2
YPL153C	855950	RAD53	SPK1
YKL175W	853679	ZRT3	NaN
YOR313C	854490	SPS4	NaN
YMR070W	855092	MOT3	ROX7
YMR070W	855092	MOT3	[MOT3+]
YMR070W	855092	MOT3	[MOT3]
YDR525W	NaN	API2	NaN
YDR074W	851646	TPS2	HOG2
YDR074W	851646	TPS2	PFK3
YGL259W	852632	YPS5	NaN
YML009C	855002	MRPL39	YmL39
YBR045C	852334	GIP1	NaN
YLR120W-A	NaN	NaN	NaN
YPL134C	855969	ODC1	2-oxodicarboxylate transporter
YDL035C	851527	GPR1	NaN
YBR036C	852324	CSG2	CLS2
YER016W	856736	BIM1	YEB1
YER016W	856736	BIM1	EB1
YLR229C	850930	CDC42	NaN
YMR151W	NaN	YIM2	NaN
YML053C	854952	NaN	NaN
YJR052W	853512	RAD7	NaN
YGR027C	852911	RPS25A	RPS31A
YGR027C	852911	RPS25A	rp45
YGR027C	852911	RPS25A	S25A
YGR027C	852911	RPS25A	S31A
YGR027C	852911	RPS25A	YS23
YPL093W	856012	NOG1	NaN
YHL018W	856368	NaN	NaN
YMR196W	855236	NaN	NaN
YMR116C	855143	ASC1	CPC2
YMR116C	855143	ASC1	NAD1
YDR449C	852060	UTP6	NaN
YML093W	854881	UTP14	NaN
YIL151C	854655	ESL1	NaN
YDR491C	NaN	NaN	NaN
YGR120C	853017	COG2	SEC35
YPR023C	856134	EAF3	NaN
YLR277C	850983	YSH1	BRR5
YJR075W	853538	HOC1	NaN
YGL093W	852787	SPC105	NaN
YGR168C	853078	NaN	NaN
YAL034C	851199	FUN19	NaN
YOR090C	854257	PTC5	PPP1
YDR463W	852074	STP1	BAP1
YDR463W	852074	STP1	SSY2
YBR276C	852579	PPS1	NaN
YJR154W	853619	NaN	NaN
YLR316C	851027	TAD3	NaN
YFR057W	850618	NaN	NaN
YGL001C	852883	ERG26	NaN
YML009C-A	NaN	NaN	YML010C-B
YML009C-A	NaN	NaN	YML010W-B
YLR459W	851181	GAB1	CDC91
YFL015W-A	NaN	NaN	NaN
YKR098C	853973	UBP11	NaN
YIL062C	854748	ARC15	NaN
YER006C-A	NaN	NaN	NaN
YML057C-A	NaN	NaN	YML058C-A
YNL168C	855553	FMP41	NaN
YML003W	855010	NaN	NaN
YDL064W	851495	UBC9	NaN
