ENSG_ID	HGNC_ID	GeneName	GeneSynonym	NCBI_ID
ENSG00000132740	HGNC:5542	IGHMBP2	SMARD1	3508
ENSG00000132740	HGNC:5542	IGHMBP2	SMUBP2	3508
ENSG00000132740	HGNC:5542	IGHMBP2	ZFAND7	3508
ENSG00000259680	HGNC:55105	IGHV3OR16-17	IGHV3/OR16-17	NaN
ENSG00000182700	HGNC:33847	IGIP	C5orf53	492311
ENSG00000182700	HGNC:33847	IGIP	LOC492311	492311
ENSG00000128322	HGNC:5870	IGLL1	14.1	3543
ENSG00000128322	HGNC:5870	IGLL1	CD179B	3543
ENSG00000128322	HGNC:5870	IGLL1	IGL5	3543
ENSG00000128322	HGNC:5870	IGLL1	IGLL	3543
ENSG00000128322	HGNC:5870	IGLL1	IGVPB	3543
ENSG00000254709	HGNC:38476	IGLL5	NaN	100423062
ENSG00000142549	HGNC:34550	IGLON5	LOC402665	402665
ENSG00000147255	HGNC:5948	IGSF1	IGCD1	3547
ENSG00000147255	HGNC:5948	IGSF1	IGDC1	3547
ENSG00000147255	HGNC:5948	IGSF1	INHBP	3547
ENSG00000147255	HGNC:5948	IGSF1	KIAA0364	3547
ENSG00000147255	HGNC:5948	IGSF1	MGC75490	3547
ENSG00000147255	HGNC:5948	IGSF1	PGSF2	3547
ENSG00000152580	HGNC:26384	IGSF10	CMF608	285313
ENSG00000152580	HGNC:26384	IGSF10	FLJ25972	285313
ENSG00000144847	HGNC:16669	IGSF11	BT-IgSF	152404
ENSG00000144847	HGNC:16669	IGSF11	CT119	152404
ENSG00000144847	HGNC:16669	IGSF11	Igsf13	152404
ENSG00000144847	HGNC:16669	IGSF11	MGC35227	152404
ENSG00000144847	HGNC:16669	IGSF11	VSIG3	152404
ENSG00000117154	HGNC:28246	IGSF21	MGC15730	84966
ENSG00000117154	HGNC:28246	IGSF21	RP11-121A23.1	84966
ENSG00000179057	HGNC:26750	IGSF22	FLJ37794	283284
ENSG00000179057	HGNC:26750	IGSF22	IGFN2	283284
ENSG00000216588	HGNC:40040	IGSF23	NaN	147710
ENSG00000143061	HGNC:5950	IGSF3	EWI-3	3321
ENSG00000143061	HGNC:5950	IGSF3	MGC117164	3321
ENSG00000143061	HGNC:5950	IGSF3	V8	3321
ENSG00000183067	HGNC:5952	IGSF5	JAM4	150084
ENSG00000140749	HGNC:5953	IGSF6	DORA	10261
ENSG00000162729	HGNC:17813	IGSF8	CD316	93185
ENSG00000162729	HGNC:17813	IGSF8	CD81P3	93185
ENSG00000162729	HGNC:17813	IGSF8	EWI2	93185
ENSG00000162729	HGNC:17813	IGSF8	PGRL	93185
ENSG00000085552	HGNC:18132	IGSF9	IGSF9A	57549
ENSG00000085552	HGNC:18132	IGSF9	KIAA1355	57549
ENSG00000085552	HGNC:18132	IGSF9	Nrt1	57549
ENSG00000080854	HGNC:32326	IGSF9B	KIAA1030	22997
ENSG00000080854	HGNC:32326	IGSF9B	LINC00947	22997
ENSG00000080854	HGNC:32326	IGSF9B	LOC283174	22997
ENSG00000080854	HGNC:32326	IGSF9B	MIR4697HG	22997
ENSG00000163501	HGNC:5956	IHH	BDA1	3549
ENSG00000163501	HGNC:5956	IHH	HHG2	3549
ENSG00000173421	HGNC:27945	IHO1	CCDC36	339834
ENSG00000173421	HGNC:27945	IHO1	CT74	339834
ENSG00000173421	HGNC:27945	IHO1	FLJ25320	339834
ENSG00000173421	HGNC:27945	IHO1	LELA1	339834
ENSG00000113141	HGNC:5958	IK	RED	3550
ENSG00000113141	HGNC:5958	IK	RER	3550
ENSG00000166130	HGNC:26430	IKBIP	FLJ31051	121457
ENSG00000166130	HGNC:26430	IKBIP	IKIP	121457
ENSG00000104365	HGNC:5960	IKBKB	IKK-beta	3551
ENSG00000104365	HGNC:5960	IKBKB	IKK2	3551
ENSG00000104365	HGNC:5960	IKBKB	IKKB	3551
ENSG00000104365	HGNC:5960	IKBKB	NFKBIKB	3551
ENSG00000263528	HGNC:14552	IKBKE	IKK-i	9641
ENSG00000263528	HGNC:14552	IKBKE	IKKE	9641
ENSG00000263528	HGNC:14552	IKBKE	KIAA0151	9641
ENSG00000269335	HGNC:5961	IKBKG	FIP-3	8517
ENSG00000269335	HGNC:5961	IKBKG	FIP3	8517
ENSG00000269335	HGNC:5961	IKBKG	Fip3p	8517
ENSG00000269335	HGNC:5961	IKBKG	IKK-gamma	8517
ENSG00000269335	HGNC:5961	IKBKG	IKKAP1	8517
ENSG00000269335	HGNC:5961	IKBKG	IKKG	8517
ENSG00000269335	HGNC:5961	IKBKG	IP1	8517
ENSG00000269335	HGNC:5961	IKBKG	IP2	8517
ENSG00000269335	HGNC:5961	IKBKG	NEMO	8517
ENSG00000269335	HGNC:5961	IKBKG	ZC2HC9	8517
ENSG00000185811	HGNC:13176	IKZF1	hIk-1	10320
ENSG00000185811	HGNC:13176	IKZF1	Hs.54452	10320
ENSG00000185811	HGNC:13176	IKZF1	IKAROS	10320
ENSG00000185811	HGNC:13176	IKZF1	LyF-1	10320
ENSG00000185811	HGNC:13176	IKZF1	PPP1R92	10320
ENSG00000185811	HGNC:13176	IKZF1	ZNFN1A1	10320
ENSG00000030419	HGNC:13177	IKZF2	Helios	22807
ENSG00000030419	HGNC:13177	IKZF2	ZNFN1A2	22807
ENSG00000161405	HGNC:13178	IKZF3	Aiolos	22806
ENSG00000161405	HGNC:13178	IKZF3	ZNFN1A3	22806
ENSG00000123411	HGNC:13179	IKZF4	Eos	64375
ENSG00000123411	HGNC:13179	IKZF4	ZNFN1A4	64375
ENSG00000095574	HGNC:14283	IKZF5	FLJ22973	64376
ENSG00000095574	HGNC:14283	IKZF5	Pegasus	64376
ENSG00000095574	HGNC:14283	IKZF5	ZNFN1A5	64376
ENSG00000136634	HGNC:5962	IL10	CSIF	3586
ENSG00000136634	HGNC:5962	IL10	IL-10	3586
ENSG00000136634	HGNC:5962	IL10	IL10A	3586
ENSG00000136634	HGNC:5962	IL10	TGIF	3586
ENSG00000110324	HGNC:5964	IL10RA	CD210	3587
ENSG00000110324	HGNC:5964	IL10RA	CD210a	3587
ENSG00000110324	HGNC:5964	IL10RA	CDW210A	3587
ENSG00000110324	HGNC:5964	IL10RA	HIL-10R	3587
ENSG00000110324	HGNC:5964	IL10RA	IL10R	3587
ENSG00000243646	HGNC:5965	IL10RB	CDW210B	3588
ENSG00000243646	HGNC:5965	IL10RB	CRF2-4	3588
ENSG00000243646	HGNC:5965	IL10RB	CRFB4	3588
ENSG00000243646	HGNC:5965	IL10RB	D21S58	3588
ENSG00000243646	HGNC:5965	IL10RB	D21S66	3588
ENSG00000243646	HGNC:5965	IL10RB	IL-10R2	3588
ENSG00000095752	HGNC:5966	IL11	AGIF	3589
ENSG00000095752	HGNC:5966	IL11	IL-11	3589
ENSG00000137070	HGNC:5967	IL11RA	NaN	3590
ENSG00000168811	HGNC:5969	IL12A	CLMF	3592
ENSG00000168811	HGNC:5969	IL12A	IL-12A	3592
ENSG00000168811	HGNC:5969	IL12A	NFSK	3592
ENSG00000168811	HGNC:5969	IL12A	NKSF1	3592
ENSG00000168811	HGNC:5969	IL12A	p35	3592
ENSG00000113302	HGNC:5970	IL12B	CLMF	3593
ENSG00000113302	HGNC:5970	IL12B	CLMF2	3593
ENSG00000113302	HGNC:5970	IL12B	IL-12B	3593
ENSG00000113302	HGNC:5970	IL12B	NKSF	3593
ENSG00000113302	HGNC:5970	IL12B	NKSF2	3593
ENSG00000096996	HGNC:5971	IL12RB1	CD212	3594
ENSG00000096996	HGNC:5971	IL12RB1	IL12RB	3594
ENSG00000081985	HGNC:5972	IL12RB2	NaN	3595
ENSG00000169194	HGNC:5973	IL13	ALRH	3596
ENSG00000169194	HGNC:5973	IL13	BHR1	3596
ENSG00000169194	HGNC:5973	IL13	IL-13	3596
ENSG00000169194	HGNC:5973	IL13	MGC116786	3596
ENSG00000169194	HGNC:5973	IL13	MGC116788	3596
ENSG00000169194	HGNC:5973	IL13	MGC116789	3596
ENSG00000169194	HGNC:5973	IL13	P600	3596
ENSG00000131724	HGNC:5974	IL13RA1	CD213a1	3597
ENSG00000131724	HGNC:5974	IL13RA1	IL-13Ra	3597
ENSG00000131724	HGNC:5974	IL13RA1	NR4	3597
ENSG00000123496	HGNC:5975	IL13RA2	CD213a2	3598
ENSG00000123496	HGNC:5975	IL13RA2	CT19	3598
ENSG00000123496	HGNC:5975	IL13RA2	IL-13R	3598
ENSG00000123496	HGNC:5975	IL13RA2	IL13BP	3598
ENSG00000164136	HGNC:5977	IL15	IL-15	3600
ENSG00000164136	HGNC:5977	IL15	MGC9721	3600
ENSG00000134470	HGNC:5978	IL15RA	CD215	3601
ENSG00000134470	HGNC:5978	IL15RA	IL-15RA	3601
ENSG00000172349	HGNC:5980	IL16	FLJ16806	3603
ENSG00000172349	HGNC:5980	IL16	FLJ42735	3603
ENSG00000172349	HGNC:5980	IL16	HsT19289	3603
ENSG00000172349	HGNC:5980	IL16	IL-16	3603
ENSG00000172349	HGNC:5980	IL16	LCF	3603
ENSG00000172349	HGNC:5980	IL16	prIL-16	3603
ENSG00000112115	HGNC:5981	IL17A	CTLA8	3605
ENSG00000112115	HGNC:5981	IL17A	IL-17	3605
ENSG00000112115	HGNC:5981	IL17A	IL-17A	3605
ENSG00000112115	HGNC:5981	IL17A	IL17	3605
ENSG00000127743	HGNC:5982	IL17B	IL-17B	27190
ENSG00000127743	HGNC:5982	IL17B	IL-20	27190
ENSG00000127743	HGNC:5982	IL17B	MGC138900	27190
ENSG00000127743	HGNC:5982	IL17B	MGC138901	27190
ENSG00000127743	HGNC:5982	IL17B	NIRF	27190
ENSG00000127743	HGNC:5982	IL17B	ZCYTO7	27190
ENSG00000124391	HGNC:5983	IL17C	CX2	27189
ENSG00000124391	HGNC:5983	IL17C	IL-17C	27189
ENSG00000124391	HGNC:5983	IL17C	IL-21	27189
ENSG00000124391	HGNC:5983	IL17C	MGC126884	27189
ENSG00000124391	HGNC:5983	IL17C	MGC138401	27189
ENSG00000172458	HGNC:5984	IL17D	FLJ30846	53342
ENSG00000172458	HGNC:5984	IL17D	IL-17D	53342
ENSG00000172458	HGNC:5984	IL17D	IL-27	53342
ENSG00000172458	HGNC:5984	IL17D	IL27	53342
ENSG00000112116	HGNC:16404	IL17F	IL-17F	112744
ENSG00000112116	HGNC:16404	IL17F	ML-1	112744
ENSG00000112116	HGNC:16404	IL17F	ML1	112744
ENSG00000177663	HGNC:5985	IL17RA	CD217	23765
ENSG00000177663	HGNC:5985	IL17RA	CDw217	23765
ENSG00000177663	HGNC:5985	IL17RA	hIL-17R	23765
ENSG00000177663	HGNC:5985	IL17RA	IL-17RA	23765
ENSG00000177663	HGNC:5985	IL17RA	IL17R	23765
ENSG00000056736	HGNC:18015	IL17RB	CRL4	55540
ENSG00000056736	HGNC:18015	IL17RB	EVI27	55540
ENSG00000056736	HGNC:18015	IL17RB	IL17BR	55540
ENSG00000056736	HGNC:18015	IL17RB	IL17RH1	55540
ENSG00000163702	HGNC:18358	IL17RC	IL17-RL	84818
ENSG00000144730	HGNC:17616	IL17RD	FLJ35755	54756
ENSG00000144730	HGNC:17616	IL17RD	IL-17RD	54756
ENSG00000144730	HGNC:17616	IL17RD	IL17RLM	54756
ENSG00000144730	HGNC:17616	IL17RD	SEF	54756
ENSG00000163701	HGNC:18439	IL17RE	FLJ23658	132014
ENSG00000188263	HGNC:33808	IL17REL	FLJ41993	400935
ENSG00000150782	HGNC:5986	IL18	IGIF	3606
ENSG00000150782	HGNC:5986	IL18	IL-18	3606
ENSG00000150782	HGNC:5986	IL18	IL-1g	3606
ENSG00000150782	HGNC:5986	IL18	IL1F4	3606
ENSG00000137496	HGNC:5987	IL18BP	IL18BPa	10068
ENSG00000115604	HGNC:5988	IL18R1	CD218a	8809
ENSG00000115604	HGNC:5988	IL18R1	IL-1Rrp	8809
ENSG00000115604	HGNC:5988	IL18R1	IL1RRP	8809
ENSG00000115607	HGNC:5989	IL18RAP	AcPL	8807
ENSG00000115607	HGNC:5989	IL18RAP	CD218b	8807
ENSG00000142224	HGNC:5990	IL19	IL-10C	29949
ENSG00000142224	HGNC:5990	IL19	IL-19	29949
ENSG00000142224	HGNC:5990	IL19	MDA1	29949
ENSG00000142224	HGNC:5990	IL19	NG.1	29949
ENSG00000142224	HGNC:5990	IL19	ZMDA1	29949
ENSG00000115008	HGNC:5991	IL1A	IL-1A	3552
ENSG00000115008	HGNC:5991	IL1A	IL1	3552
ENSG00000115008	HGNC:5991	IL1A	IL1-ALPHA	3552
ENSG00000115008	HGNC:5991	IL1A	IL1F1	3552
ENSG00000125538	HGNC:5992	IL1B	IL-1B	3553
ENSG00000125538	HGNC:5992	IL1B	IL1-BETA	3553
ENSG00000125538	HGNC:5992	IL1B	IL1F2	3553
ENSG00000136697	HGNC:15552	IL1F10	FKSG75	84639
ENSG00000136697	HGNC:15552	IL1F10	IL-1F10	84639
ENSG00000136697	HGNC:15552	IL1F10	IL-1HY2	84639
ENSG00000136697	HGNC:15552	IL1F10	IL1-theta	84639
ENSG00000136697	HGNC:15552	IL1F10	MGC11983	84639
ENSG00000136697	HGNC:15552	IL1F10	MGC119832	84639
ENSG00000136697	HGNC:15552	IL1F10	MGC119833	84639
ENSG00000115594	HGNC:5993	IL1R1	CD121A	3554
ENSG00000115594	HGNC:5993	IL1R1	D2S1473	3554
ENSG00000115594	HGNC:5993	IL1R1	IL1R	3554
ENSG00000115594	HGNC:5993	IL1R1	IL1RA	3554
ENSG00000115590	HGNC:5994	IL1R2	CD121b	7850
ENSG00000115590	HGNC:5994	IL1R2	IL1RB	7850
ENSG00000196083	HGNC:5995	IL1RAP	C3orf13	3556
ENSG00000196083	HGNC:5995	IL1RAP	IL-1RAcP	3556
ENSG00000196083	HGNC:5995	IL1RAP	IL1R3	3556
ENSG00000169306	HGNC:5996	IL1RAPL1	IL1R8	11141
ENSG00000169306	HGNC:5996	IL1RAPL1	IL1RAPL	11141
ENSG00000169306	HGNC:5996	IL1RAPL1	MRX10	11141
ENSG00000169306	HGNC:5996	IL1RAPL1	MRX21	11141
ENSG00000169306	HGNC:5996	IL1RAPL1	MRX34	11141
ENSG00000169306	HGNC:5996	IL1RAPL1	OPHN4	11141
ENSG00000169306	HGNC:5996	IL1RAPL1	TIGIRR-2	11141
ENSG00000189108	HGNC:5997	IL1RAPL2	IL-1R9	26280
ENSG00000189108	HGNC:5997	IL1RAPL2	IL1R9	26280
ENSG00000189108	HGNC:5997	IL1RAPL2	IL1RAPL-2	26280
ENSG00000189108	HGNC:5997	IL1RAPL2	TIGIRR-1	26280
ENSG00000115602	HGNC:5998	IL1RL1	DER4	9173
ENSG00000115602	HGNC:5998	IL1RL1	FIT-1	9173
ENSG00000115602	HGNC:5998	IL1RL1	IL33R	9173
ENSG00000115602	HGNC:5998	IL1RL1	ST2	9173
ENSG00000115602	HGNC:5998	IL1RL1	ST2L	9173
ENSG00000115602	HGNC:5998	IL1RL1	ST2V	9173
ENSG00000115602	HGNC:5998	IL1RL1	T1	9173
ENSG00000115598	HGNC:5999	IL1RL2	IL-36R	8808
ENSG00000115598	HGNC:5999	IL1RL2	IL1R-rp2	8808
ENSG00000115598	HGNC:5999	IL1RL2	IL1RRP2	8808
ENSG00000136689	HGNC:6000	IL1RN	ICIL-1RA	3557
ENSG00000136689	HGNC:6000	IL1RN	IL-1RN	3557
ENSG00000136689	HGNC:6000	IL1RN	IL1F3	3557
ENSG00000136689	HGNC:6000	IL1RN	IL1RA	3557
ENSG00000136689	HGNC:6000	IL1RN	IRAP	3557
ENSG00000136689	HGNC:6000	IL1RN	MGC10430	3557
ENSG00000109471	HGNC:6001	IL2	IL-2	3558
ENSG00000109471	HGNC:6001	IL2	TCGF	3558
ENSG00000162891	HGNC:6002	IL20	IL-20	50604
ENSG00000162891	HGNC:6002	IL20	IL10D	50604
ENSG00000162891	HGNC:6002	IL20	ZCYTO10	50604
ENSG00000016402	HGNC:6003	IL20RA	IL-20R1	53832
ENSG00000016402	HGNC:6003	IL20RA	ZCYTOR7	53832
ENSG00000174564	HGNC:6004	IL20RB	DIRS1	53833
ENSG00000174564	HGNC:6004	IL20RB	FNDC6	53833
ENSG00000174564	HGNC:6004	IL20RB	IL-20R2	53833
ENSG00000174564	HGNC:6004	IL20RB	MGC34923	53833
ENSG00000138684	HGNC:6005	IL21	IL-21	59067
ENSG00000138684	HGNC:6005	IL21	Za11	59067
ENSG00000103522	HGNC:6006	IL21R	CD360	50615
ENSG00000127318	HGNC:14900	IL22	IL-21	50616
ENSG00000127318	HGNC:14900	IL22	IL-22	50616
ENSG00000127318	HGNC:14900	IL22	IL-D110	50616
ENSG00000127318	HGNC:14900	IL22	IL-TIF	50616
ENSG00000127318	HGNC:14900	IL22	ILTIF	50616
ENSG00000127318	HGNC:14900	IL22	MGC79382	50616
ENSG00000127318	HGNC:14900	IL22	MGC79384	50616
ENSG00000127318	HGNC:14900	IL22	TIFa	50616
ENSG00000127318	HGNC:14900	IL22	TIFIL-23	50616
ENSG00000127318	HGNC:14900	IL22	zcyto18	50616
ENSG00000142677	HGNC:13700	IL22RA1	CRF2-9	58985
ENSG00000142677	HGNC:13700	IL22RA1	IL22R	58985
ENSG00000164485	HGNC:14901	IL22RA2	CRF2-S1	116379
ENSG00000164485	HGNC:14901	IL22RA2	IL-22BP	116379
ENSG00000110944	HGNC:15488	IL23A	IL-23	51561
ENSG00000110944	HGNC:15488	IL23A	IL-23A	51561
ENSG00000110944	HGNC:15488	IL23A	IL23P19	51561
ENSG00000110944	HGNC:15488	IL23A	P19	51561
ENSG00000110944	HGNC:15488	IL23A	SGRF	51561
ENSG00000162594	HGNC:19100	IL23R	IL-23R	149233
ENSG00000162892	HGNC:11346	IL24	C49A	11009
ENSG00000162892	HGNC:11346	IL24	FISP	11009
ENSG00000162892	HGNC:11346	IL24	IL-24	11009
ENSG00000162892	HGNC:11346	IL24	IL10B	11009
ENSG00000162892	HGNC:11346	IL24	mda-7	11009
ENSG00000162892	HGNC:11346	IL24	Mob-5	11009
ENSG00000162892	HGNC:11346	IL24	ST16	11009
ENSG00000166090	HGNC:13765	IL25	IL-17E	64806
ENSG00000166090	HGNC:13765	IL25	IL-25	64806
ENSG00000166090	HGNC:13765	IL25	IL17E	64806
ENSG00000111536	HGNC:17119	IL26	AK155	55801
ENSG00000111536	HGNC:17119	IL26	IL-26	55801
ENSG00000197272	HGNC:19157	IL27	IL-27	246778
ENSG00000197272	HGNC:19157	IL27	IL-27A	246778
ENSG00000197272	HGNC:19157	IL27	IL27A	246778
ENSG00000197272	HGNC:19157	IL27	IL27p28	246778
ENSG00000197272	HGNC:19157	IL27	IL30	246778
ENSG00000197272	HGNC:19157	IL27	MGC71873	246778
ENSG00000197272	HGNC:19157	IL27	p28	246778
ENSG00000104998	HGNC:17290	IL27RA	CRL1	9466
ENSG00000104998	HGNC:17290	IL27RA	IL-27R	9466
ENSG00000104998	HGNC:17290	IL27RA	TCCR	9466
ENSG00000104998	HGNC:17290	IL27RA	WSX-1	9466
ENSG00000104998	HGNC:17290	IL27RA	WSX1	9466
ENSG00000104998	HGNC:17290	IL27RA	zcytor1	9466
ENSG00000134460	HGNC:6008	IL2RA	CD25	3559
ENSG00000134460	HGNC:6008	IL2RA	IDDM10	3559
ENSG00000134460	HGNC:6008	IL2RA	IL2R	3559
ENSG00000100385	HGNC:6009	IL2RB	CD122	3560
ENSG00000100385	HGNC:6009	IL2RB	IL15RB	3560
ENSG00000147168	HGNC:6010	IL2RG	CD132	3561
ENSG00000147168	HGNC:6010	IL2RG	CIDX	3561
ENSG00000147168	HGNC:6010	IL2RG	IMD4	3561
ENSG00000147168	HGNC:6010	IL2RG	SCIDX1	3561
ENSG00000164399	HGNC:6011	IL3	IL-3	3562
ENSG00000164399	HGNC:6011	IL3	MCGF	3562
ENSG00000164399	HGNC:6011	IL3	MGC79398	3562
ENSG00000164399	HGNC:6011	IL3	MGC79399	3562
ENSG00000164399	HGNC:6011	IL3	MULTI-CSF	3562
ENSG00000204671	HGNC:19372	IL31	IL-31	386653
ENSG00000164509	HGNC:18969	IL31RA	CRL	133396
ENSG00000164509	HGNC:18969	IL31RA	CRL3	133396
ENSG00000164509	HGNC:18969	IL31RA	GLM-R	133396
ENSG00000164509	HGNC:18969	IL31RA	Glmr	133396
ENSG00000164509	HGNC:18969	IL31RA	IL-31RA	133396
ENSG00000008517	HGNC:16830	IL32	NK4	9235
ENSG00000008517	HGNC:16830	IL32	TAIF	9235
ENSG00000008517	HGNC:16830	IL32	TAIFb	9235
ENSG00000008517	HGNC:16830	IL32	TAIFd	9235
ENSG00000137033	HGNC:16028	IL33	C9orf26	90865
ENSG00000137033	HGNC:16028	IL33	DKFZp586H0523	90865
ENSG00000137033	HGNC:16028	IL33	DVS27	90865
ENSG00000137033	HGNC:16028	IL33	IL1F11	90865
ENSG00000137033	HGNC:16028	IL33	NF-HEV	90865
ENSG00000157368	HGNC:28529	IL34	C16orf77	146433
ENSG00000157368	HGNC:28529	IL34	IL-34	146433
ENSG00000157368	HGNC:28529	IL34	MGC34647	146433
ENSG00000136694	HGNC:15562	IL36A	FIL1	27179
ENSG00000136694	HGNC:15562	IL36A	FIL1E	27179
ENSG00000136694	HGNC:15562	IL36A	IL-1F6	27179
ENSG00000136694	HGNC:15562	IL36A	IL1(EPSILON)	27179
ENSG00000136694	HGNC:15562	IL36A	IL1F6	27179
ENSG00000136694	HGNC:15562	IL36A	MGC129552	27179
ENSG00000136694	HGNC:15562	IL36A	MGC129553	27179
ENSG00000136696	HGNC:15564	IL36B	FIL1	27177
ENSG00000136696	HGNC:15564	IL36B	FILI-(ETA)	27177
ENSG00000136696	HGNC:15564	IL36B	IL-1F8	27177
ENSG00000136696	HGNC:15564	IL36B	IL-1H2	27177
ENSG00000136696	HGNC:15564	IL36B	IL1-ETA	27177
ENSG00000136696	HGNC:15564	IL36B	IL1F8	27177
ENSG00000136696	HGNC:15564	IL36B	IL1H2	27177
ENSG00000136696	HGNC:15564	IL36B	MGC126880	27177
ENSG00000136696	HGNC:15564	IL36B	MGC126882	27177
ENSG00000136688	HGNC:15741	IL36G	IL-1F9	56300
ENSG00000136688	HGNC:15741	IL36G	IL-1H1	56300
ENSG00000136688	HGNC:15741	IL36G	IL-1RP2	56300
ENSG00000136688	HGNC:15741	IL36G	IL1E	56300
ENSG00000136688	HGNC:15741	IL36G	IL1F9	56300
ENSG00000136688	HGNC:15741	IL36G	IL1H1	56300
ENSG00000136695	HGNC:15561	IL36RN	FIL1	26525
ENSG00000136695	HGNC:15561	IL36RN	FIL1(DELTA)	26525
ENSG00000136695	HGNC:15561	IL36RN	FIL1D	26525
ENSG00000136695	HGNC:15561	IL36RN	IL-1F5	26525
ENSG00000136695	HGNC:15561	IL36RN	IL1F5	26525
ENSG00000136695	HGNC:15561	IL36RN	IL1HY1	26525
ENSG00000136695	HGNC:15561	IL36RN	IL1L1	26525
ENSG00000136695	HGNC:15561	IL36RN	IL1RP3	26525
ENSG00000136695	HGNC:15561	IL36RN	IL36RA	26525
ENSG00000136695	HGNC:15561	IL36RN	MGC29840	26525
ENSG00000125571	HGNC:15563	IL37	FIL1	27178
ENSG00000125571	HGNC:15563	IL37	FIL1(ZETA)	27178
ENSG00000125571	HGNC:15563	IL37	FIL1Z	27178
ENSG00000125571	HGNC:15563	IL37	IL-1F7	27178
ENSG00000125571	HGNC:15563	IL37	IL-1H4	27178
ENSG00000125571	HGNC:15563	IL37	IL-1RP1	27178
ENSG00000125571	HGNC:15563	IL37	IL1F7	27178
ENSG00000185291	HGNC:6012	IL3RA	CD123	3563
ENSG00000113520	HGNC:6014	IL4	BCGF-1	3565
ENSG00000113520	HGNC:6014	IL4	BCGF1	3565
ENSG00000113520	HGNC:6014	IL4	BSF1	3565
ENSG00000113520	HGNC:6014	IL4	IL-4	3565
ENSG00000113520	HGNC:6014	IL4	MGC79402	3565
ENSG00000104951	HGNC:19094	IL4I1	FIG1	259307
ENSG00000077238	HGNC:6015	IL4R	CD124	3566
ENSG00000113525	HGNC:6016	IL5	EDF	3567
ENSG00000113525	HGNC:6016	IL5	IL-5	3567
ENSG00000113525	HGNC:6016	IL5	TRF	3567
ENSG00000091181	HGNC:6017	IL5RA	CD125	3568
ENSG00000091181	HGNC:6017	IL5RA	CDw125	3568
ENSG00000091181	HGNC:6017	IL5RA	IL5R	3568
ENSG00000136244	HGNC:6018	IL6	BSF2	3569
ENSG00000136244	HGNC:6018	IL6	HGF	3569
ENSG00000136244	HGNC:6018	IL6	HSF	3569
ENSG00000136244	HGNC:6018	IL6	IFNB2	3569
ENSG00000136244	HGNC:6018	IL6	IL-6	3569
ENSG00000160712	HGNC:6019	IL6R	CD126	3570
ENSG00000160712	HGNC:6019	IL6R	gp80	3570
ENSG00000160712	HGNC:6019	IL6R	IL-1Ra	3570
ENSG00000160712	HGNC:6019	IL6R	IL-6R	3570
ENSG00000160712	HGNC:6019	IL6R	IL6RA	3570
ENSG00000134352	HGNC:6021	IL6ST	CD130	3572
ENSG00000134352	HGNC:6021	IL6ST	GP130	3572
ENSG00000134352	HGNC:6021	IL6ST	IL-6RB	3572
ENSG00000134352	HGNC:6021	IL6ST	sGP130	3572
ENSG00000104432	HGNC:6023	IL7	IL-7	3574
ENSG00000168685	HGNC:6024	IL7R	CD127	3575
ENSG00000168685	HGNC:6024	IL7R	IL7RA	3575
ENSG00000168685	HGNC:6024	IL7R	lnc-IL7R	3575
ENSG00000145839	HGNC:6029	IL9	HP40	3578
ENSG00000145839	HGNC:6029	IL9	IL-9	3578
ENSG00000145839	HGNC:6029	IL9	P40	3578
ENSG00000124334	HGNC:6030	IL9R	CD129	3581
ENSG00000145103	HGNC:28741	ILDR1	DFNB42	286676
ENSG00000145103	HGNC:28741	ILDR1	MGC50831	286676
ENSG00000143195	HGNC:18131	ILDR2	C1orf32	387597
ENSG00000143621	HGNC:6037	ILF2	NF45	3608
ENSG00000129351	HGNC:6038	ILF3	DRBP76	3609
ENSG00000129351	HGNC:6038	ILF3	MPHOSPH4	3609
ENSG00000129351	HGNC:6038	ILF3	MPP4	3609
ENSG00000129351	HGNC:6038	ILF3	MPP4110	3609
ENSG00000129351	HGNC:6038	ILF3	NF110	3609
ENSG00000129351	HGNC:6038	ILF3	NF110b	3609
ENSG00000129351	HGNC:6038	ILF3	NF90	3609
ENSG00000129351	HGNC:6038	ILF3	NF90a	3609
ENSG00000129351	HGNC:6038	ILF3	NF90c	3609
ENSG00000129351	HGNC:6038	ILF3	NF90ctv	3609
ENSG00000129351	HGNC:6038	ILF3	NFAR-1	3609
ENSG00000129351	HGNC:6038	ILF3	NFAR-2	3609
ENSG00000129351	HGNC:6038	ILF3	NFAR110	3609
ENSG00000129351	HGNC:6038	ILF3	NFAR90	3609
ENSG00000129351	HGNC:6038	ILF3	TCP110	3609
ENSG00000166333	HGNC:6040	ILK	NaN	3611
ENSG00000132323	HGNC:15566	ILKAP	DKFZP434J2031	80895
ENSG00000132323	HGNC:15566	ILKAP	FLJ10181	80895
ENSG00000132323	HGNC:15566	ILKAP	PPM1O	80895
ENSG00000196821	HGNC:21215	ILRUN	C6orf106	64771
ENSG00000196821	HGNC:21215	ILRUN	dJ391O22.4	64771
ENSG00000196821	HGNC:21215	ILRUN	FLJ22195	64771
ENSG00000105135	HGNC:6041	ILVBL	209L8	10994
ENSG00000105135	HGNC:6041	ILVBL	AHAS	10994
ENSG00000105135	HGNC:6041	ILVBL	FLJ39061	10994
ENSG00000105135	HGNC:6041	ILVBL	HACL1L	10994
ENSG00000105135	HGNC:6041	ILVBL	ILV2H	10994
ENSG00000105135	HGNC:6041	ILVBL	MGC1269	10994
ENSG00000105135	HGNC:6041	ILVBL	MGC19535	10994
