ENSG_ID	HGNC_ID	GeneName	GeneSynonym	NCBI_ID
ENSG00000121410	HGNC:5	A1BG	NaN	1
ENSG00000148584	HGNC:24086	A1CF	ACF	29974
ENSG00000148584	HGNC:24086	A1CF	ACF64	29974
ENSG00000148584	HGNC:24086	A1CF	ACF65	29974
ENSG00000148584	HGNC:24086	A1CF	APOBEC1CF	29974
ENSG00000148584	HGNC:24086	A1CF	ASP	29974
ENSG00000175899	HGNC:7	A2M	CPAMD5	2
ENSG00000175899	HGNC:7	A2M	FWP007	2
ENSG00000175899	HGNC:7	A2M	S863-7	2
ENSG00000166535	HGNC:23336	A2ML1	CPAMD9	144568
ENSG00000166535	HGNC:23336	A2ML1	FLJ25179	144568
ENSG00000166535	HGNC:23336	A2ML1	p170	144568
ENSG00000184389	HGNC:30005	A3GALT2	A3GALT2P	127550
ENSG00000184389	HGNC:30005	A3GALT2	IGB3S	127550
ENSG00000184389	HGNC:30005	A3GALT2	IGBS3S	127550
ENSG00000128274	HGNC:18149	A4GALT	A14GALT	53947
ENSG00000128274	HGNC:18149	A4GALT	Gb3S	53947
ENSG00000128274	HGNC:18149	A4GALT	P(k)	53947
ENSG00000128274	HGNC:18149	A4GALT	P1	53947
ENSG00000118017	HGNC:17968	A4GNT	alpha4GnT	51146
ENSG00000094914	HGNC:13666	AAAS	NaN	8086
ENSG00000081760	HGNC:21298	AACS	ACSF1	65985
ENSG00000081760	HGNC:21298	AACS	FLJ12389	65985
ENSG00000081760	HGNC:21298	AACS	SUR-5	65985
ENSG00000114771	HGNC:17	AADAC	CES5A1	13
ENSG00000114771	HGNC:17	AADAC	DAC	13
ENSG00000197953	HGNC:24427	AADACL2	MGC72001	344752
ENSG00000188984	HGNC:32037	AADACL3	OTTHUMG00000001887	126767
ENSG00000204518	HGNC:32038	AADACL4	OTTHUMG00000001889	343066
ENSG00000109576	HGNC:17929	AADAT	KAT2	51166
ENSG00000109576	HGNC:17929	AADAT	KATII	51166
ENSG00000109576	HGNC:17929	AADAT	KYAT2	51166
ENSG00000103591	HGNC:25662	AAGAB	FLJ11506	79719
ENSG00000103591	HGNC:25662	AAGAB	p34	79719
ENSG00000115977	HGNC:19679	AAK1	DKFZp686K16132	22848
ENSG00000115977	HGNC:19679	AAK1	KIAA1048	22848
ENSG00000087884	HGNC:30205	AAMDC	C11orf67	28971
ENSG00000087884	HGNC:30205	AAMDC	CK067	28971
ENSG00000087884	HGNC:30205	AAMDC	FLJ21035	28971
ENSG00000087884	HGNC:30205	AAMDC	PTD015	28971
ENSG00000127837	HGNC:18	AAMP	NaN	14
ENSG00000129673	HGNC:19	AANAT	SNAT	15
ENSG00000131043	HGNC:15886	AAR2	bA234K24.2	25980
ENSG00000131043	HGNC:15886	AAR2	C20orf4	25980
ENSG00000205002	HGNC:33842	AARD	C8orf85	441376
ENSG00000205002	HGNC:33842	AARD	LOC441376	441376
ENSG00000090861	HGNC:20	AARS1	AARS	16
ENSG00000090861	HGNC:20	AARS1	AlaRS	16
ENSG00000090861	HGNC:20	AARS1	CMT2N	16
ENSG00000124608	HGNC:21022	AARS2	AARSL	57505
ENSG00000124608	HGNC:21022	AARS2	bA444E17.1	57505
ENSG00000124608	HGNC:21022	AARS2	KIAA1270	57505
ENSG00000266967	HGNC:28417	AARSD1	AlaXp	80755
ENSG00000266967	HGNC:28417	AARSD1	MGC2744	80755
ENSG00000157426	HGNC:23993	AASDH	ACSF4	132949
ENSG00000157426	HGNC:23993	AASDH	LYS2	132949
ENSG00000157426	HGNC:23993	AASDH	NRPS998	132949
ENSG00000149313	HGNC:14235	AASDHPPT	AASD-PPT	60496
ENSG00000149313	HGNC:14235	AASDHPPT	ACPS	60496
ENSG00000149313	HGNC:14235	AASDHPPT	CGI-80	60496
ENSG00000149313	HGNC:14235	AASDHPPT	LYS5	60496
ENSG00000008311	HGNC:17366	AASS	LKRSDH	10157
ENSG00000008311	HGNC:17366	AASS	LORSDH	10157
ENSG00000275700	HGNC:19235	AATF	BFR2	26574
ENSG00000275700	HGNC:19235	AATF	CHE-1	26574
ENSG00000275700	HGNC:19235	AATF	CHE1	26574
ENSG00000275700	HGNC:19235	AATF	DED	26574
ENSG00000181409	HGNC:21	AATK	AATYK	9625
ENSG00000181409	HGNC:21	AATK	AATYK1	9625
ENSG00000181409	HGNC:21	AATK	KIAA0641	9625
ENSG00000181409	HGNC:21	AATK	LMR1	9625
ENSG00000181409	HGNC:21	AATK	LMTK1	9625
ENSG00000181409	HGNC:21	AATK	PPP1R77	9625
ENSG00000183044	HGNC:23	ABAT	GABA-T	18
ENSG00000183044	HGNC:23	ABAT	GABAT	18
ENSG00000165029	HGNC:29	ABCA1	ABC1	19
ENSG00000165029	HGNC:29	ABCA1	HDLDT1	19
ENSG00000165029	HGNC:29	ABCA1	TGD	19
ENSG00000154263	HGNC:30	ABCA10	EST698739	10349
ENSG00000144452	HGNC:14637	ABCA12	DKFZP434G232	26154
ENSG00000144452	HGNC:14637	ABCA12	ICR2B	26154
ENSG00000144452	HGNC:14637	ABCA12	LI2	26154
ENSG00000179869	HGNC:14638	ABCA13	FLJ33876	154664
ENSG00000179869	HGNC:14638	ABCA13	FLJ33951	154664
ENSG00000107331	HGNC:32	ABCA2	ABC2	20
ENSG00000167972	HGNC:33	ABCA3	ABC-C	21
ENSG00000167972	HGNC:33	ABCA3	ABC3	21
ENSG00000167972	HGNC:33	ABCA3	EST111653	21
ENSG00000167972	HGNC:33	ABCA3	LBM180	21
ENSG00000198691	HGNC:34	ABCA4	ABCR	24
ENSG00000198691	HGNC:34	ABCA4	ARMD2	24
ENSG00000198691	HGNC:34	ABCA4	CORD3	24
ENSG00000198691	HGNC:34	ABCA4	FFM	24
ENSG00000198691	HGNC:34	ABCA4	RP19	24
ENSG00000198691	HGNC:34	ABCA4	STGD	24
ENSG00000198691	HGNC:34	ABCA4	STGD1	24
ENSG00000154265	HGNC:35	ABCA5	EST90625	23461
ENSG00000154262	HGNC:36	ABCA6	EST155051	23460
ENSG00000064687	HGNC:37	ABCA7	ABCX	10347
ENSG00000141338	HGNC:38	ABCA8	KIAA0822	10351
ENSG00000154258	HGNC:39	ABCA9	EST640918	10350
ENSG00000085563	HGNC:40	ABCB1	ABC20	5243
ENSG00000085563	HGNC:40	ABCB1	CD243	5243
ENSG00000085563	HGNC:40	ABCB1	CLCS	5243
ENSG00000085563	HGNC:40	ABCB1	GP170	5243
ENSG00000085563	HGNC:40	ABCB1	MDR1	5243
ENSG00000085563	HGNC:40	ABCB1	p-170	5243
ENSG00000085563	HGNC:40	ABCB1	P-gp	5243
ENSG00000085563	HGNC:40	ABCB1	PGY1	5243
ENSG00000135776	HGNC:41	ABCB10	EST20237	23456
ENSG00000135776	HGNC:41	ABCB10	M-ABC2	23456
ENSG00000135776	HGNC:41	ABCB10	MTABC2	23456
ENSG00000073734	HGNC:42	ABCB11	ABC16	8647
ENSG00000073734	HGNC:42	ABCB11	BSEP	8647
ENSG00000073734	HGNC:42	ABCB11	PFIC-2	8647
ENSG00000073734	HGNC:42	ABCB11	PFIC2	8647
ENSG00000073734	HGNC:42	ABCB11	PGY4	8647
ENSG00000073734	HGNC:42	ABCB11	SPGP	8647
ENSG00000005471	HGNC:45	ABCB4	GBD1	5244
ENSG00000005471	HGNC:45	ABCB4	MDR2	5244
ENSG00000005471	HGNC:45	ABCB4	MDR3	5244
ENSG00000005471	HGNC:45	ABCB4	PFIC-3	5244
ENSG00000005471	HGNC:45	ABCB4	PGY3	5244
ENSG00000004846	HGNC:46	ABCB5	ABCB5alpha	340273
ENSG00000004846	HGNC:46	ABCB5	ABCB5beta	340273
ENSG00000004846	HGNC:46	ABCB5	EST422562	340273
ENSG00000115657	HGNC:47	ABCB6	EST45597	10058
ENSG00000115657	HGNC:47	ABCB6	MTABC3	10058
ENSG00000115657	HGNC:47	ABCB6	umat	10058
ENSG00000131269	HGNC:48	ABCB7	ABC7	22
ENSG00000131269	HGNC:48	ABCB7	ASAT	22
ENSG00000131269	HGNC:48	ABCB7	Atm1p	22
ENSG00000131269	HGNC:48	ABCB7	EST140535	22
ENSG00000197150	HGNC:49	ABCB8	EST328128	11194
ENSG00000197150	HGNC:49	ABCB8	M-ABC1	11194
ENSG00000197150	HGNC:49	ABCB8	MABC1	11194
ENSG00000197150	HGNC:49	ABCB8	MITOSUR	11194
ENSG00000150967	HGNC:50	ABCB9	EST122234	23457
ENSG00000103222	HGNC:51	ABCC1	GS-X	4363
ENSG00000103222	HGNC:51	ABCC1	MRP	4363
ENSG00000103222	HGNC:51	ABCC1	MRP1	4363
ENSG00000124574	HGNC:52	ABCC10	EST182763	89845
ENSG00000124574	HGNC:52	ABCC10	MRP7	89845
ENSG00000124574	HGNC:52	ABCC10	SIMRP7	89845
ENSG00000121270	HGNC:14639	ABCC11	MRP8	85320
ENSG00000140798	HGNC:14640	ABCC12	MRP9	94160
ENSG00000023839	HGNC:53	ABCC2	CMOAT	1244
ENSG00000023839	HGNC:53	ABCC2	cMRP	1244
ENSG00000023839	HGNC:53	ABCC2	DJS	1244
ENSG00000023839	HGNC:53	ABCC2	MRP2	1244
ENSG00000108846	HGNC:54	ABCC3	cMOAT2	8714
ENSG00000108846	HGNC:54	ABCC3	EST90757	8714
ENSG00000108846	HGNC:54	ABCC3	MLP2	8714
ENSG00000108846	HGNC:54	ABCC3	MOAT-D	8714
ENSG00000108846	HGNC:54	ABCC3	MRP3	8714
ENSG00000125257	HGNC:55	ABCC4	EST170205	10257
ENSG00000125257	HGNC:55	ABCC4	MOAT-B	10257
ENSG00000125257	HGNC:55	ABCC4	MOATB	10257
ENSG00000125257	HGNC:55	ABCC4	MRP4	10257
ENSG00000114770	HGNC:56	ABCC5	EST277145	10057
ENSG00000114770	HGNC:56	ABCC5	MOAT-C	10057
ENSG00000114770	HGNC:56	ABCC5	MRP5	10057
ENSG00000114770	HGNC:56	ABCC5	SMRP	10057
ENSG00000091262	HGNC:57	ABCC6	ARA	368
ENSG00000091262	HGNC:57	ABCC6	EST349056	368
ENSG00000091262	HGNC:57	ABCC6	MLP1	368
ENSG00000091262	HGNC:57	ABCC6	MRP6	368
ENSG00000091262	HGNC:57	ABCC6	PXE	368
ENSG00000091262	HGNC:57	ABCC6	URG7	368
ENSG00000006071	HGNC:59	ABCC8	ABC36	6833
ENSG00000006071	HGNC:59	ABCC8	HHF1	6833
ENSG00000006071	HGNC:59	ABCC8	HI	6833
ENSG00000006071	HGNC:59	ABCC8	HRINS	6833
ENSG00000006071	HGNC:59	ABCC8	MRP8	6833
ENSG00000006071	HGNC:59	ABCC8	PHHI	6833
ENSG00000006071	HGNC:59	ABCC8	SUR	6833
ENSG00000006071	HGNC:59	ABCC8	SUR1	6833
ENSG00000006071	HGNC:59	ABCC8	TNDM2	6833
ENSG00000069431	HGNC:60	ABCC9	CMD1O	10060
ENSG00000069431	HGNC:60	ABCC9	SUR2	10060
ENSG00000101986	HGNC:61	ABCD1	adrenoleukodystrophy	215
ENSG00000101986	HGNC:61	ABCD1	ALD	215
ENSG00000101986	HGNC:61	ABCD1	ALDP	215
ENSG00000101986	HGNC:61	ABCD1	AMN	215
ENSG00000173208	HGNC:66	ABCD2	ALDL1	225
ENSG00000173208	HGNC:66	ABCD2	ALDR	225
ENSG00000173208	HGNC:66	ABCD2	ALDRP	225
ENSG00000117528	HGNC:67	ABCD3	PMP70	5825
ENSG00000117528	HGNC:67	ABCD3	PXMP1	5825
ENSG00000117528	HGNC:67	ABCD3	ZWS2	5825
ENSG00000119688	HGNC:68	ABCD4	EST352188	5826
ENSG00000119688	HGNC:68	ABCD4	P70R	5826
ENSG00000119688	HGNC:68	ABCD4	PMP69	5826
ENSG00000119688	HGNC:68	ABCD4	PXMP1L	5826
ENSG00000164163	HGNC:69	ABCE1	OABP	6059
ENSG00000164163	HGNC:69	ABCE1	RLI	6059
ENSG00000164163	HGNC:69	ABCE1	RLI1	6059
ENSG00000164163	HGNC:69	ABCE1	RNASEL1	6059
ENSG00000164163	HGNC:69	ABCE1	RNASELI	6059
ENSG00000164163	HGNC:69	ABCE1	RNS4I	6059
ENSG00000204574	HGNC:70	ABCF1	ABC50	23
ENSG00000204574	HGNC:70	ABCF1	EST123147	23
ENSG00000033050	HGNC:71	ABCF2	ABC28	10061
ENSG00000033050	HGNC:71	ABCF2	EST133090	10061
ENSG00000033050	HGNC:71	ABCF2	HUSSY-18	10061
ENSG00000033050	HGNC:71	ABCF2	M-ABC1	10061
ENSG00000285292	HGNC:54751	ABCF2-H2BK1	ABCF2-H2BE1	114483834
ENSG00000161204	HGNC:72	ABCF3	EST201864	55324
ENSG00000160179	HGNC:73	ABCG1	ABC8	9619
ENSG00000118777	HGNC:74	ABCG2	ABCP	9429
ENSG00000118777	HGNC:74	ABCG2	BCRP	9429
ENSG00000118777	HGNC:74	ABCG2	CD338	9429
ENSG00000118777	HGNC:74	ABCG2	EST157481	9429
ENSG00000118777	HGNC:74	ABCG2	MXR	9429
ENSG00000172350	HGNC:13884	ABCG4	WHITE2	64137
ENSG00000138075	HGNC:13886	ABCG5	STSL	64240
ENSG00000143921	HGNC:13887	ABCG8	GBD4	64241
ENSG00000143994	HGNC:17553	ABHD1	FLJ36128	84696
ENSG00000143994	HGNC:17553	ABHD1	LABH1	84696
ENSG00000144827	HGNC:25656	ABHD10	FLJ11342	55347
ENSG00000106077	HGNC:16407	ABHD11	PP1226	83451
ENSG00000106077	HGNC:16407	ABHD11	WBSCR21	83451
ENSG00000100997	HGNC:15868	ABHD12	ABHD12A	26090
ENSG00000100997	HGNC:15868	ABHD12	BEM46L2	26090
ENSG00000100997	HGNC:15868	ABHD12	C20orf22	26090
ENSG00000100997	HGNC:15868	ABHD12	dJ965G21.2	26090
ENSG00000100997	HGNC:15868	ABHD12	DKFZP434P106	26090
ENSG00000131969	HGNC:19837	ABHD12B	BEM46L3	145447
ENSG00000131969	HGNC:19837	ABHD12B	C14orf29	145447
ENSG00000139826	HGNC:20293	ABHD13	bA153I24.2	84945
ENSG00000139826	HGNC:20293	ABHD13	BEM46L1	84945
ENSG00000139826	HGNC:20293	ABHD13	C13orf6	84945
ENSG00000139826	HGNC:20293	ABHD13	FLJ14906	84945
ENSG00000248487	HGNC:24538	ABHD14A	DKFZP564O243	25864
ENSG00000248487	HGNC:24538	ABHD14A	DORZ1	25864
ENSG00000114786	HGNC:38856	ABHD14A-ACY1	NaN	100526760
ENSG00000114779	HGNC:28235	ABHD14B	CIB	84836
ENSG00000114779	HGNC:28235	ABHD14B	MGC15429	84836
ENSG00000168792	HGNC:26971	ABHD15	NaN	116236
ENSG00000204427	HGNC:13921	ABHD16A	BAT5	7920
ENSG00000204427	HGNC:13921	ABHD16A	D6S82E	7920
ENSG00000204427	HGNC:13921	ABHD16A	NG26	7920
ENSG00000183260	HGNC:16128	ABHD16B	C20orf135	140701
ENSG00000183260	HGNC:16128	ABHD16B	dJ591C20.1	140701
ENSG00000129968	HGNC:28756	ABHD17A	C19orf27	81926
ENSG00000129968	HGNC:28756	ABHD17A	FAM108A1	81926
ENSG00000129968	HGNC:28756	ABHD17A	MGC5244	81926
ENSG00000107362	HGNC:24278	ABHD17B	C9orf77	51104
ENSG00000107362	HGNC:24278	ABHD17B	CGI-67	51104
ENSG00000107362	HGNC:24278	ABHD17B	FAM108B1	51104
ENSG00000136379	HGNC:26925	ABHD17C	FAM108C1	58489
ENSG00000164074	HGNC:26111	ABHD18	C4orf29	80167
ENSG00000164074	HGNC:26111	ABHD18	FLJ21106	80167
ENSG00000140526	HGNC:18717	ABHD2	LABH2	11057
ENSG00000158201	HGNC:18718	ABHD3	LABH3	171586
ENSG00000100439	HGNC:20154	ABHD4	FLJ12816	63874
ENSG00000011198	HGNC:21396	ABHD5	CGI-58	51099
ENSG00000011198	HGNC:21396	ABHD5	NCIE2	51099
ENSG00000163686	HGNC:21398	ABHD6	NaN	57406
ENSG00000127220	HGNC:23759	ABHD8	FLJ11743	79575
ENSG00000127220	HGNC:23759	ABHD8	MGC14280	79575
ENSG00000127220	HGNC:23759	ABHD8	MGC2512	79575
ENSG00000136754	HGNC:11320	ABI1	ABI-1	10006
ENSG00000136754	HGNC:11320	ABI1	E3B1	10006
ENSG00000136754	HGNC:11320	ABI1	SSH3BP1	10006
ENSG00000138443	HGNC:24011	ABI2	ABI-2	10152
ENSG00000138443	HGNC:24011	ABI2	ABI2B	10152
ENSG00000138443	HGNC:24011	ABI2	AblBP3	10152
ENSG00000138443	HGNC:24011	ABI2	AIP-1	10152
ENSG00000138443	HGNC:24011	ABI2	argBPIA	10152
ENSG00000138443	HGNC:24011	ABI2	SSH3BP2	10152
ENSG00000108798	HGNC:29859	ABI3	NESH	51225
ENSG00000108798	HGNC:29859	ABI3	SSH3BP3	51225
ENSG00000154175	HGNC:17265	ABI3BP	DKFZP586L2024	25890
ENSG00000154175	HGNC:17265	ABI3BP	NESHBP	25890
ENSG00000154175	HGNC:17265	ABI3BP	TARSH	25890
ENSG00000119328	HGNC:1364	ABITRAM	C9orf6	54942
ENSG00000119328	HGNC:1364	ABITRAM	CG-8	54942
ENSG00000119328	HGNC:1364	ABITRAM	FAM206A	54942
ENSG00000119328	HGNC:1364	ABITRAM	FLJ20457	54942
ENSG00000119328	HGNC:1364	ABITRAM	Simiate	54942
ENSG00000097007	HGNC:76	ABL1	ABL	25
ENSG00000097007	HGNC:76	ABL1	c-ABL	25
ENSG00000097007	HGNC:76	ABL1	JTK7	25
ENSG00000097007	HGNC:76	ABL1	p150	25
ENSG00000143322	HGNC:77	ABL2	ABLL	27
ENSG00000143322	HGNC:77	ABL2	ARG	27
ENSG00000099204	HGNC:78	ABLIM1	ABLIM	3983
ENSG00000099204	HGNC:78	ABLIM1	LIMAB1	3983
ENSG00000099204	HGNC:78	ABLIM1	limatin	3983
ENSG00000163995	HGNC:19195	ABLIM2	KIAA1808	84448
ENSG00000173210	HGNC:29132	ABLIM3	KIAA0843	22885
ENSG00000175164	HGNC:79	ABO	A3GALNT	28
ENSG00000175164	HGNC:79	ABO	A3GALT1	28
ENSG00000159842	HGNC:81	ABR	MDB	29
ENSG00000174429	HGNC:30655	ABRA	STARS	137735
ENSG00000146386	HGNC:21230	ABRACL	C6orf115	58527
ENSG00000146386	HGNC:21230	ABRACL	Costars	58527
ENSG00000146386	HGNC:21230	ABRACL	HSPC280	58527
ENSG00000146386	HGNC:21230	ABRACL	PRO2013	58527
ENSG00000163322	HGNC:25829	ABRAXAS1	ABRA1	84142
ENSG00000163322	HGNC:25829	ABRAXAS1	ABRAXAS	84142
ENSG00000163322	HGNC:25829	ABRAXAS1	CCDC98	84142
ENSG00000163322	HGNC:25829	ABRAXAS1	FAM175A	84142
ENSG00000163322	HGNC:25829	ABRAXAS1	FLJ13614	84142
ENSG00000165660	HGNC:28975	ABRAXAS2	ABRO1	23172
ENSG00000165660	HGNC:28975	ABRAXAS2	Em:AC068896.4	23172
ENSG00000165660	HGNC:28975	ABRAXAS2	FAM175B	23172
ENSG00000165660	HGNC:28975	ABRAXAS2	KIAA0157	23172
ENSG00000146109	HGNC:17369	ABT1	Esf2	29777
ENSG00000114626	HGNC:18275	ABTB1	BPOZ	80325
ENSG00000114626	HGNC:18275	ABTB1	Btb3	80325
ENSG00000114626	HGNC:18275	ABTB1	BTBD21	80325
ENSG00000114626	HGNC:18275	ABTB1	EF1ABP	80325
ENSG00000166016	HGNC:23842	ABTB2	ABTB2A	25841
ENSG00000166016	HGNC:23842	ABTB2	BTBD22	25841
ENSG00000166016	HGNC:23842	ABTB2	DKFZP586C1619	25841
ENSG00000151136	HGNC:23844	ABTB3	ABTB2B	121551
ENSG00000151136	HGNC:23844	ABTB3	BTBD11	121551
ENSG00000151136	HGNC:23844	ABTB3	FLJ33957	121551
ENSG00000060971	HGNC:82	ACAA1	Lnc-Myd88	30
ENSG00000167315	HGNC:83	ACAA2	DSAEC	10449
ENSG00000278540	HGNC:84	ACACA	ACAC	31
ENSG00000278540	HGNC:84	ACACA	Acac1	31
ENSG00000278540	HGNC:84	ACACA	ACACalpha	31
ENSG00000278540	HGNC:84	ACACA	ACC	31
ENSG00000278540	HGNC:84	ACACA	ACC-alpha	31
ENSG00000278540	HGNC:84	ACACA	ACC1	31
ENSG00000278540	HGNC:84	ACACA	ACCA	31
ENSG00000278540	HGNC:84	ACACA	ACCalpha	31
ENSG00000278540	HGNC:84	ACACA	hACC1	31
ENSG00000076555	HGNC:85	ACACB	ACACbeta	32
ENSG00000076555	HGNC:85	ACACB	ACC-beta	32
ENSG00000076555	HGNC:85	ACACB	ACC2	32
ENSG00000076555	HGNC:85	ACACB	ACCB	32
ENSG00000076555	HGNC:85	ACACB	ACCbeta	32
ENSG00000076555	HGNC:85	ACACB	HACC275	32
ENSG00000111271	HGNC:21597	ACAD10	MGC5601	80724
ENSG00000240303	HGNC:30211	ACAD11	FLJ12592	84129
ENSG00000151498	HGNC:87	ACAD8	NaN	27034
ENSG00000177646	HGNC:21497	ACAD9	MGC14452	28976
ENSG00000177646	HGNC:21497	ACAD9	NPD002	28976
ENSG00000115361	HGNC:88	ACADL	ACAD4	33
ENSG00000115361	HGNC:88	ACADL	LCAD	33
ENSG00000117054	HGNC:89	ACADM	ACAD1	34
ENSG00000117054	HGNC:89	ACADM	MCAD	34
ENSG00000117054	HGNC:89	ACADM	MCADH	34
ENSG00000122971	HGNC:90	ACADS	ACAD3	35
ENSG00000122971	HGNC:90	ACADS	SCAD	35
ENSG00000196177	HGNC:91	ACADSB	ACAD7	36
ENSG00000196177	HGNC:91	ACADSB	SBCAD	36
ENSG00000072778	HGNC:92	ACADVL	ACAD6	37
ENSG00000072778	HGNC:92	ACADVL	LCACD	37
ENSG00000072778	HGNC:92	ACADVL	VLCAD	37
ENSG00000157766	HGNC:319	ACAN	AGC1	176
ENSG00000157766	HGNC:319	ACAN	CSPG1	176
ENSG00000157766	HGNC:319	ACAN	CSPGCP	176
ENSG00000157766	HGNC:319	ACAN	MSK16	176
ENSG00000072818	HGNC:16467	ACAP1	CENTB1	9744
ENSG00000072818	HGNC:16467	ACAP1	KIAA0050	9744
ENSG00000114331	HGNC:16469	ACAP2	CENTB2	23527
ENSG00000114331	HGNC:16469	ACAP2	CNT-B2	23527
ENSG00000114331	HGNC:16469	ACAP2	KIAA0041	23527
ENSG00000131584	HGNC:16754	ACAP3	CENTB5	116983
ENSG00000131584	HGNC:16754	ACAP3	KIAA1716	116983
ENSG00000075239	HGNC:93	ACAT1	ACAT	38
ENSG00000075239	HGNC:93	ACAT1	THIL	38
ENSG00000120437	HGNC:94	ACAT2	NaN	39
ENSG00000182827	HGNC:15453	ACBD3	GCP60	64746
ENSG00000182827	HGNC:15453	ACBD3	GOCAP1	64746
ENSG00000182827	HGNC:15453	ACBD3	GOLPH1	64746
ENSG00000182827	HGNC:15453	ACBD3	PAP7	64746
ENSG00000181513	HGNC:23337	ACBD4	FLJ13322	79777
ENSG00000107897	HGNC:23338	ACBD5	DKFZp434A2417	91452
ENSG00000107897	HGNC:23338	ACBD5	KIAA1996	91452
ENSG00000230124	HGNC:23339	ACBD6	MGC2404	84320
ENSG00000176244	HGNC:17715	ACBD7	bA455B2.2	414149
ENSG00000176244	HGNC:17715	ACBD7	FLJ38219	414149
ENSG00000110455	HGNC:23989	ACCS	ACS	84680
ENSG00000110455	HGNC:23989	ACCS	PHACS	84680
ENSG00000205126	HGNC:34391	ACCSL	NaN	390110
ENSG00000102977	HGNC:25070	ACD	Pip1	65057
ENSG00000102977	HGNC:25070	ACD	Ptop	65057
ENSG00000102977	HGNC:25070	ACD	Tint1	65057
ENSG00000102977	HGNC:25070	ACD	Tpp1	65057
ENSG00000159640	HGNC:2707	ACE	ACE1	1636
ENSG00000159640	HGNC:2707	ACE	CD143	1636
ENSG00000159640	HGNC:2707	ACE	DCP1	1636
ENSG00000130234	HGNC:13557	ACE2	ACEH	59272
ENSG00000167769	HGNC:18356	ACER1	ASAH3	125981
ENSG00000177076	HGNC:23675	ACER2	ALKCDase2	340485
ENSG00000177076	HGNC:23675	ACER2	ASAH3L	340485
ENSG00000177076	HGNC:23675	ACER2	FLJ41587	340485
ENSG00000078124	HGNC:16066	ACER3	APHC	55331
ENSG00000078124	HGNC:16066	ACER3	FLJ11238	55331
ENSG00000078124	HGNC:16066	ACER3	PHCA	55331
ENSG00000087085	HGNC:108	ACHE	YT	43
ENSG00000100813	HGNC:17066	ACIN1	ACINUS	22985
ENSG00000100813	HGNC:17066	ACIN1	fSAP152	22985
ENSG00000100813	HGNC:17066	ACIN1	KIAA0670	22985
ENSG00000213088	HGNC:4035	ACKR1	CCBP1	2532
ENSG00000213088	HGNC:4035	ACKR1	CD234	2532
ENSG00000213088	HGNC:4035	ACKR1	DARC	2532
ENSG00000213088	HGNC:4035	ACKR1	Dfy	2532
ENSG00000213088	HGNC:4035	ACKR1	FY	2532
ENSG00000213088	HGNC:4035	ACKR1	GPD	2532
ENSG00000144648	HGNC:1565	ACKR2	CCBP2	1238
ENSG00000144648	HGNC:1565	ACKR2	CCR10	1238
ENSG00000144648	HGNC:1565	ACKR2	CCR9	1238
ENSG00000144648	HGNC:1565	ACKR2	CMKBR9	1238
ENSG00000144648	HGNC:1565	ACKR2	D6	1238
ENSG00000144476	HGNC:23692	ACKR3	CMKOR1	57007
ENSG00000144476	HGNC:23692	ACKR3	CXCR7	57007
ENSG00000144476	HGNC:23692	ACKR3	GPR159	57007
ENSG00000144476	HGNC:23692	ACKR3	RDC1	57007
ENSG00000129048	HGNC:1611	ACKR4	CCBP2	51554
ENSG00000129048	HGNC:1611	ACKR4	CCR11	51554
ENSG00000129048	HGNC:1611	ACKR4	CCRL1	51554
ENSG00000129048	HGNC:1611	ACKR4	CCX-CKR	51554
ENSG00000129048	HGNC:1611	ACKR4	PPR1	51554
ENSG00000129048	HGNC:1611	ACKR4	VSHK1	51554
ENSG00000131473	HGNC:115	ACLY	ACL	47
ENSG00000131473	HGNC:115	ACLY	ATPCL	47
ENSG00000131473	HGNC:115	ACLY	CLATP	47
ENSG00000153086	HGNC:19288	ACMSD	NaN	130013
ENSG00000122729	HGNC:117	ACO1	IREB1	48
ENSG00000122729	HGNC:117	ACO1	IREBP	48
ENSG00000122729	HGNC:117	ACO1	IRP1	48
ENSG00000100412	HGNC:118	ACO2	ACONM	50
ENSG00000102794	HGNC:33904	ACOD1	CAD	730249
ENSG00000102794	HGNC:33904	ACOD1	IRG1	730249
ENSG00000184227	HGNC:33128	ACOT1	ACH2	641371
ENSG00000184227	HGNC:33128	ACOT1	CTE-1	641371
ENSG00000184227	HGNC:33128	ACOT1	LACH2	641371
ENSG00000162390	HGNC:18156	ACOT11	BFIT	26027
ENSG00000162390	HGNC:18156	ACOT11	BFIT1	26027
ENSG00000162390	HGNC:18156	ACOT11	KIAA0707	26027
ENSG00000162390	HGNC:18156	ACOT11	STARD14	26027
ENSG00000162390	HGNC:18156	ACOT11	THEA	26027
ENSG00000162390	HGNC:18156	ACOT11	THEM1	26027
ENSG00000172497	HGNC:24436	ACOT12	Cach	134526
ENSG00000172497	HGNC:24436	ACOT12	STARD15	134526
ENSG00000172497	HGNC:24436	ACOT12	THEAL	134526
ENSG00000112304	HGNC:20999	ACOT13	HT012	55856
ENSG00000112304	HGNC:20999	ACOT13	THEM2	55856
ENSG00000119673	HGNC:18431	ACOT2	Mte1	10965
ENSG00000119673	HGNC:18431	ACOT2	ZAP128	10965
ENSG00000177465	HGNC:19748	ACOT4	FLJ31235	122970
ENSG00000177465	HGNC:19748	ACOT4	PTE-Ib	122970
ENSG00000177465	HGNC:19748	ACOT4	PTE2B	122970
ENSG00000205669	HGNC:33159	ACOT6	C14orf42	641372
ENSG00000097021	HGNC:24157	ACOT7	ACH1	11332
