gene_id	type
YDR263C	non_essential
YDR264C	non_essential
YDR265W	non_essential
YDR266C	non_essential
YDR267C	essential
YDR268W	non_essential
YDR269C	non_essential
YDR270W	non_essential
YDR271C	non_essential
YDR272W	non_essential
YDR273W	non_essential
YDR274C	non_essential
YDR275W	non_essential
YDR276C	non_essential
YDR277C	non_essential
YDR278C	non_essential
YDR279W	non_essential
YDR280W	essential
YDR281C	non_essential
YDR282C	non_essential
YDR283C	non_essential
YDR284C	non_essential
YDR285W	non_essential
YDR286C	non_essential
YDR287W	non_essential
YDR288W	essential
YDR289C	non_essential
YDR290W	non_essential
YDR291W	non_essential
YDR292C	essential
YDR293C	essential
YDR294C	non_essential
YDR295C	non_essential
YDR296W	non_essential
YDR297W	non_essential
YDR298C	non_essential
YDR299W	essential
YDR300C	non_essential
YDR301W	essential
YDR302W	essential
YDR303C	essential
YDR304C	non_essential
YDR305C	non_essential
YDR306C	non_essential
YDR307W	non_essential
YDR308C	essential
YDR309C	non_essential
YDR310C	non_essential
YDR311W	essential
YDR312W	non_essential
YDR313C	non_essential
YDR314C	non_essential
YDR315C	non_essential
YDR316W	non_essential
YDR317W	non_essential
YDR318W	non_essential
YDR319C	non_essential
YDR320C	non_essential
YDR320C-A	essential
YDR320W-B	non_essential
YDR321W	non_essential
YDR322C-A	non_essential
YDR322W	non_essential
YDR323C	essential
YDR324C	essential
YDR325W	essential
YDR326C	non_essential
YDR327W	essential
YDR328C	essential
YDR329C	non_essential
YDR330W	non_essential
YDR331W	essential
YDR332W	non_essential
YDR333C	non_essential
YDR334W	non_essential
YDR335W	non_essential
YDR336W	non_essential
YDR337W	non_essential
YDR338C	non_essential
YDR339C	essential
YDR340W	non_essential
YDR341C	essential
YDR342C	non_essential
YDR343C	non_essential
YDR344C	non_essential
YDR345C	non_essential
YDR346C	non_essential
YDR347W	non_essential
YDR348C	non_essential
YDR349C	non_essential
YDR350C	non_essential
YDR351W	non_essential
YDR352W	non_essential
YDR353W	essential
YDR354C-A	non_essential
YDR354W	non_essential
YDR355C	essential
YDR356W	essential
YDR357C	non_essential
YDR358W	non_essential
YDR359C	non_essential
YDR360W	non_essential
YDR361C	essential
YDR362C	essential
YDR363W	non_essential
YDR363W-A	non_essential
YDR364C	essential
YDR365C	essential
YDR366C	non_essential
YDR367W	essential
YDR368W	non_essential
YDR369C	non_essential
YDR370C	non_essential
YDR371C-A	non_essential
YDR371W	non_essential
YDR372C	non_essential
YDR373W	essential
YDR374C	non_essential
YDR374W-A	non_essential
YDR375C	non_essential
YDR376W	essential
YDR377W	non_essential
YDR378C	essential
YDR379C-A	non_essential
YDR379W	non_essential
YDR380W	non_essential
YDR381C-A	non_essential
YDR381W	essential
YDR382W	non_essential
YDR383C	non_essential
YDR384C	non_essential
YDR385W	non_essential
YDR386W	non_essential
YDR387C	non_essential
YDR388W	non_essential
YDR389W	essential
YDR390C	essential
YDR391C	non_essential
YDR392W	non_essential
YDR393W	non_essential
YDR394W	essential
YDR395W	essential
YDR396W	essential
YDR397C	essential
YDR398W	essential
YDR399W	non_essential
YDR400W	non_essential
YDR401W	non_essential
YDR402C	non_essential
YDR403W	non_essential
YDR404C	essential
YDR405W	non_essential
YDR406W	non_essential
YDR406W-A	non_essential
YDR407C	essential
YDR408C	non_essential
YDR409W	non_essential
YDR410C	non_essential
YDR411C	non_essential
YDR412W	essential
YDR413C	essential
YDR414C	non_essential
YDR415C	non_essential
YDR416W	essential
YDR417C	non_essential
YDR418W	non_essential
YDR419W	non_essential
YDR420W	essential
YDR421W	non_essential
YDR422C	non_essential
YDR423C	non_essential
YDR424C	non_essential
YDR425W	non_essential
YDR426C	non_essential
YDR427W	essential
YDR428C	non_essential
YDR429C	essential
YDR430C	non_essential
YDR431W	non_essential
YDR432W	essential
YDR433W	non_essential
YDR434W	essential
YDR435C	non_essential
YDR436W	non_essential
YDR437W	essential
YDR438W	non_essential
YDR439W	non_essential
YDR440W	non_essential
YDR441C	non_essential
YDR442W	non_essential
YDR443C	non_essential
YDR444W	non_essential
YDR445C	non_essential
YDR446W	non_essential
YDR447C	non_essential
YDR448W	non_essential
YDR449C	essential
YDR450W	non_essential
YDR451C	non_essential
YDR452W	non_essential
YDR453C	non_essential
YDR454C	essential
YDR455C	non_essential
YDR456W	non_essential
YDR457W	non_essential
YDR458C	non_essential
YDR459C	non_essential
YDR460W	essential
YDR461C-A	non_essential
YDR461W	non_essential
YDR462W	non_essential
YDR463W	non_essential
YDR464C-A	non_essential
YDR464W	essential
YDR465C	non_essential
YDR466W	non_essential
YDR467C	non_essential
YDR468C	essential
YDR469W	non_essential
YDR470C	essential
YDR471W	non_essential
YDR472W	essential
YDR473C	essential
YDR475C	non_essential
YDR476C	non_essential
YDR477W	non_essential
YDR478W	essential
YDR479C	non_essential
YDR480W	non_essential
YDR481C	non_essential
YDR482C	non_essential
YDR483W	non_essential
YDR484W	non_essential
YDR485C	non_essential
YDR486C	non_essential
YDR487C	essential
YDR488C	non_essential
YDR489W	essential
YDR490C	non_essential
YDR491C	non_essential
YDR492W	non_essential
YDR493W	non_essential
YDR494W	non_essential
YDR495C	non_essential
YDR496C	non_essential
YDR497C	non_essential
YDR498C	essential
YDR499W	essential
YDR500C	non_essential
YDR501W	non_essential
YDR502C	non_essential
YDR503C	non_essential
YDR504C	non_essential
YDR505C	essential
YDR506C	non_essential
YDR507C	non_essential
YDR508C	non_essential
YDR509W	non_essential
YDR510C-A	non_essential
YDR510W	essential
YDR511W	non_essential
YDR512C	non_essential
YDR513W	non_essential
YDR514C	non_essential
YDR515W	non_essential
YDR516C	non_essential
YDR517W	non_essential
YDR518W	non_essential
YDR519W	non_essential
YDR520C	non_essential
YDR521W	non_essential
YDR522C	non_essential
YDR523C	non_essential
YDR524C	non_essential
YDR524C-A	non_essential
YDR524C-B	non_essential
YDR524W-C	non_essential
YDR525W	non_essential
YDR525W-A	non_essential
YDR526C	essential
YDR527W	essential
YDR528W	non_essential
YDR529C	non_essential
YDR530C	non_essential
YDR531W	essential
YDR532C	essential
YDR533C	non_essential
YDR534C	non_essential
YDR535C	non_essential
YDR536W	non_essential
YDR537C	non_essential
YDR538W	non_essential
YDR539W	non_essential
YDR540C	non_essential
YDR541C	non_essential
YDR542W	non_essential
YDR543C	non_essential
YDR544C	non_essential
YDR545C-A	non_essential
YDR545W	non_essential
YEL001C	non_essential
YEL002C	essential
YEL003W	non_essential
YEL004W	non_essential
YEL005C	non_essential
YEL006W	non_essential
YEL007W	non_essential
YEL008C-A	non_essential
YEL008W	non_essential
YEL009C	non_essential
YEL009C-A	non_essential
YEL010W	non_essential
YEL011W	non_essential
YEL012W	non_essential
YEL013W	non_essential
YEL014C	non_essential
YEL015W	non_essential
YEL016C	non_essential
YEL017C-A	non_essential
YEL017W	non_essential
YEL018C-A	non_essential
YEL018W	non_essential
YEL019C	essential
YEL020C	non_essential
YEL020C-B	non_essential
YEL020W-A	essential
YEL021W	non_essential
YEL022W	non_essential
YEL023C	non_essential
YEL024W	non_essential
YEL025C	non_essential
YEL026W	essential
YEL027W	non_essential
YEL028W	non_essential
YEL029C	non_essential
YEL030C-A	non_essential
YEL030W	non_essential
YEL031W	non_essential
YEL032C-A	non_essential
YEL032W	essential
YEL033W	non_essential
YEL034C-A	non_essential
YEL034W	essential
YEL035C	essential
YEL036C	non_essential
YEL037C	non_essential
YEL038W	non_essential
YEL039C	non_essential
YEL040W	non_essential
YEL041W	non_essential
YEL042W	non_essential
YEL043W	non_essential
YEL044W	essential
YEL045C	non_essential
YEL046C	non_essential
YEL047C	non_essential
YEL048C	non_essential
YEL049W	non_essential
YEL050C	non_essential
YEL050W-A	non_essential
YEL051W	non_essential
YEL052W	non_essential
YEL053C	non_essential
YEL053W-A	non_essential
YEL054C	non_essential
YEL055C	essential
YEL056W	non_essential
YEL057C	non_essential
YEL058W	essential
YEL059C-A	non_essential
YEL059W	non_essential
YEL060C	non_essential
YEL061C	non_essential
YEL062W	non_essential
YEL063C	non_essential
YEL064C	non_essential
YEL065W	non_essential
YEL066W	non_essential
YEL067C	non_essential
YEL068C	non_essential
YEL069C	non_essential
YEL070W	non_essential
YEL071W	non_essential
YEL072W	non_essential
YEL073C	non_essential
YEL074W	non_essential
YEL075C	non_essential
YEL075W-A	non_essential
YEL076C	non_essential
YEL076C-A	non_essential
YEL077C	non_essential
YEL077W-A	non_essential
YER001W	non_essential
YER002W	non_essential
YER003C	essential
YER004W	non_essential
YER005W	essential
YER006C-A	non_essential
YER006W	essential
YER007C-A	non_essential
YER007W	non_essential
YER008C	essential
YER009W	essential
YER010C	non_essential
YER011W	non_essential
YER012W	essential
YER013W	essential
YER014C-A	non_essential
YER014W	non_essential
YER015W	non_essential
YER016W	essential
YER017C	non_essential
YER018C	essential
YER019C-A	essential
YER019W	non_essential
YER020W	non_essential
YER021W	essential
YER022W	essential
YER023C-A	non_essential
YER023W	essential
YER024W	non_essential
YER025W	essential
YER026C	non_essential
YER027C	non_essential
YER028C	non_essential
YER029C	non_essential
YER030W	non_essential
YER031C	non_essential
YER032W	non_essential
YER033C	non_essential
YER034W	non_essential
YER035W	non_essential
YER036C	essential
YER037W	non_essential
YER038C	essential
YER038W-A	non_essential
YER039C	non_essential
YER039C-A	non_essential
YER040W	non_essential
YER041W	non_essential
YER042W	non_essential
YER043C	essential
YER044C	non_essential
YER044C-A	non_essential
YER045C	non_essential
YER046W	non_essential
YER046W-A	non_essential
YER047C	non_essential
YER048C	non_essential
YER048W-A	essential
YER049W	non_essential
YER050C	non_essential
YER051W	non_essential
YER052C	non_essential
YER053C	non_essential
YER053C-A	non_essential
YER054C	non_essential
YER055C	non_essential
YER056C	non_essential
YER056C-A	non_essential
YER057C	non_essential
YER058W	non_essential
YER059W	non_essential
YER060W	essential
YER060W-A	non_essential
YER061C	non_essential
YER062C	non_essential
YER063W	non_essential
YER064C	non_essential
YER065C	non_essential
YER066C-A	non_essential
YER066W	non_essential
YER067C-A	non_essential
YER067W	non_essential
YER068C-A	non_essential
YER068W	non_essential
YER069W	non_essential
YER070W	essential
YER071C	non_essential
YER072W	non_essential
YER073W	non_essential
YER074W	non_essential
YER074W-A	essential
YER075C	non_essential
YER076C	non_essential
YER076W-A	non_essential
YER077C	non_essential
YER078C	non_essential
YER078W-A	non_essential
YER079C-A	non_essential
YER079W	non_essential
YER080W	non_essential
YER081W	non_essential
YER082C	essential
YER083C	non_essential
YER084W	non_essential
YER084W-A	non_essential
YER085C	non_essential
YER086W	non_essential
YER087C-A	non_essential
YER087C-B	non_essential
YER087W	non_essential
YER088C	non_essential
YER088C-A	non_essential
YER088W-B	non_essential
YER089C	non_essential
YER090C-A	non_essential
YER090W	non_essential
YER091C	non_essential
YER091C-A	non_essential
YER092W	non_essential
YER093C	essential
YER093C-A	non_essential
YER094C	essential
YER095W	non_essential
YER096W	non_essential
YER097W	non_essential
YER098W	non_essential
YER099C	non_essential
YER100W	non_essential
YER101C	non_essential
YER102W	non_essential
YER103W	non_essential
YER104W	essential
YER105C	non_essential
YER106W	essential
YER107C	non_essential
YER107W-A	non_essential
YER110C	non_essential
YER111C	essential
YER112W	essential
YER113C	non_essential
YER114C	non_essential
YER115C	non_essential
YER116C	non_essential
YER117W	non_essential
YER118C	non_essential
YER119C	non_essential
YER119C-A	non_essential
YER120W	non_essential
YER121W	non_essential
YER122C	non_essential
YER123W	non_essential
YER124C	non_essential
YER125W	essential
YER126C	essential
YER127W	essential
YER128W	non_essential
YER129W	non_essential
YER130C	non_essential
YER131W	non_essential
YER132C	non_essential
YER133W	essential
YER133W-A	non_essential
YER134C	non_essential
YER135C	non_essential
YER136W	essential
YER137C	non_essential
YER137W-A	non_essential
YER138W-A	non_essential
YER139C	non_essential
YER140W	non_essential
YER141W	non_essential
YER142C	non_essential
YER143W	non_essential
YER144C	non_essential
YER145C	non_essential
YER145C-A	non_essential
YER146W	essential
YER147C	essential
YER147C-A	non_essential
YER148W	essential
YER148W-A	non_essential
YER149C	non_essential
YER150W	non_essential
YER151C	non_essential
YER152C	non_essential
YER152W-A	non_essential
YER153C	non_essential
YER154W	non_essential
YER155C	non_essential
YER156C	non_essential
YER157W	essential
YER158C	non_essential
YER158W-A	non_essential
YER159C	essential
YER161C	non_essential
YER162C	non_essential
YER163C	non_essential
YER164W	non_essential
YER165C-A	non_essential
YER165W	essential
YER166W	non_essential
YER167W	non_essential
YER168C	essential
YER169W	non_essential
YER170W	non_essential
YER171W	essential
YER172C	essential
YER172C-A	non_essential
YER173W	non_essential
YER174C	non_essential
YER175C	non_essential
YER175W-A	non_essential
YER176W	non_essential
YER177W	non_essential
YER178W	non_essential
YER179W	non_essential
YER180C	non_essential
YER180C-A	non_essential
YER181C	non_essential
YER182W	non_essential
YER183C	non_essential
YER184C	non_essential
YER185W	non_essential
YER186C	non_essential
YER187W	non_essential
YER188C-A	non_essential
YER188W	non_essential
YER189W	non_essential
YER190C-A	non_essential
YER190C-B	non_essential
YER190W	non_essential
YFL001W	non_essential
YFL002C	essential
YFL003C	non_essential
YFL004W	non_essential
YFL005W	essential
YFL007W	non_essential
YFL008W	essential
YFL009W	essential
YFL010C	non_essential
YFL010W-A	non_essential
YFL011W	non_essential
YFL012W	non_essential
YFL012W-A	non_essential
YFL013C	non_essential
YFL013W-A	non_essential
YFL014W	non_essential
YFL015C	non_essential
YFL015W-A	non_essential
YFL016C	non_essential
YFL017C	essential
YFL017W-A	essential
YFL018C	non_essential
YFL019C	non_essential
YFL020C	non_essential
YFL021C-A	non_essential
YFL021W	non_essential
YFL022C	essential
YFL023W	essential
YFL024C	essential
YFL025C	non_essential
YFL026W	non_essential
YFL027C	non_essential
YFL028C	non_essential
YFL029C	essential
YFL030W	non_essential
YFL031C-A	non_essential
YFL031W	non_essential
YFL032W	non_essential
YFL033C	non_essential
YFL034C-A	non_essential
YFL034C-B	essential
YFL034W	non_essential
YFL036W	non_essential
YFL037W	essential
YFL038C	essential
YFL039C	essential
YFL040W	non_essential
YFL041W	non_essential
YFL041W-A	non_essential
YFL042C	non_essential
YFL044C	non_essential
YFL045C	essential
YFL046W	non_essential
YFL047W	non_essential
YFL048C	non_essential
YFL049W	non_essential
YFL050C	non_essential
YFL051C	non_essential
YFL052W	non_essential
YFL053W	non_essential
YFL054C	non_essential
YFL055W	non_essential
YFL058W	non_essential
YFL059W	non_essential
YFL060C	non_essential
YFL061W	non_essential
YFL062W	non_essential
YFL063W	non_essential
YFL064C	non_essential
YFL065C	non_essential
YFL066C	non_essential
YFL067W	non_essential
YFL068W	non_essential
YFR001W	non_essential
YFR002W	essential
YFR003C	essential
YFR004W	essential
YFR005C	essential
YFR006W	non_essential
YFR007W	non_essential
YFR008W	non_essential
YFR009W	non_essential
YFR009W-A	non_essential
YFR010W	non_essential
YFR010W-A	non_essential
YFR011C	non_essential
YFR012W	non_essential
YFR012W-A	non_essential
YFR013W	non_essential
YFR014C	non_essential
YFR015C	non_essential
YFR016C	non_essential
YFR017C	non_essential
YFR018C	non_essential
YFR019W	non_essential
YFR020W	non_essential
YFR021W	essential
YFR022W	non_essential
YFR023W	non_essential
YFR024C-A	non_essential
YFR025C	non_essential
YFR026C	non_essential
YFR027W	essential
YFR028C	essential
YFR029W	essential
YFR030W	non_essential
YFR031C	essential
YFR031C-A	non_essential
YFR032C	non_essential
YFR032C-A	non_essential
YFR032C-B	non_essential
YFR033C	non_essential
YFR034C	non_essential
YFR034W-A	non_essential
YFR035C	non_essential
YFR036W	non_essential
YFR036W-A	non_essential
YFR037C	essential
YFR038W	non_essential
YFR039C	non_essential
YFR040W	non_essential
YFR041C	non_essential
YFR042W	essential
YFR043C	non_essential
YFR044C	non_essential
YFR045W	non_essential
YFR046C	non_essential
YFR047C	non_essential
YFR048W	non_essential
YFR049W	non_essential
YFR050C	essential
YFR051C	essential
YFR052C-A	non_essential
YFR052W	essential
YFR053C	non_essential
YFR054C	non_essential
YFR055W	non_essential
YFR056C	non_essential
YFR057W	non_essential
YGL001C	essential
YGL002W	non_essential
YGL003C	essential
YGL004C	non_essential
YGL005C	non_essential
YGL006W	non_essential
YGL006W-A	non_essential
YGL007C-A	non_essential
YGL007W	non_essential
YGL008C	essential
YGL009C	non_essential
YGL010W	non_essential
YGL011C	essential
YGL012W	non_essential
YGL013C	non_essential
YGL014C-A	non_essential
YGL014W	essential
YGL015C	non_essential
YGL016W	non_essential
YGL017W	non_essential
YGL018C	essential
YGL019W	non_essential
YGL020C	non_essential
YGL021W	non_essential
YGL022W	essential
YGL023C	non_essential
YGL024W	non_essential
YGL025C	non_essential
YGL026C	non_essential
YGL027C	non_essential
YGL028C	non_essential
YGL029W	essential
YGL030W	essential
YGL031C	non_essential
YGL032C	non_essential
YGL033W	non_essential
YGL034C	non_essential
YGL035C	non_essential
YGL036W	non_essential
YGL037C	non_essential
YGL038C	non_essential
YGL039W	non_essential
YGL040C	essential
YGL041C	non_essential
YGL041C-B	non_essential
YGL041W-A	non_essential
YGL042C	non_essential
YGL043W	non_essential
YGL044C	essential
YGL045W	non_essential
YGL047W	essential
YGL048C	essential
YGL049C	non_essential
YGL050W	non_essential
YGL051W	non_essential
YGL052W	non_essential
YGL053W	non_essential
YGL054C	non_essential
YGL055W	essential
YGL056C	non_essential
YGL057C	non_essential
YGL058W	non_essential
YGL059W	non_essential
YGL060W	non_essential
YGL061C	essential
YGL062W	non_essential
YGL063C-A	non_essential
YGL063W	non_essential
YGL064C	non_essential
YGL065C	essential
YGL066W	non_essential
YGL067W	non_essential
YGL068W	essential
YGL069C	essential
YGL070C	non_essential
YGL071W	non_essential
YGL072C	non_essential
YGL073W	essential
YGL074C	essential
YGL075C	essential
YGL076C	non_essential
YGL077C	non_essential
YGL078C	non_essential
YGL079W	non_essential
YGL080W	non_essential
YGL081W	non_essential
YGL082W	non_essential
YGL083W	non_essential
YGL084C	non_essential
YGL085W	non_essential
YGL086W	non_essential
YGL087C	non_essential
YGL088W	non_essential
YGL089C	non_essential
YGL090W	non_essential
YGL091C	essential
YGL092W	essential
YGL093W	essential
YGL094C	non_essential
YGL095C	non_essential
YGL096W	non_essential
YGL097W	essential
YGL098W	essential
YGL099W	essential
YGL100W	non_essential
YGL101W	non_essential
YGL102C	essential
YGL103W	essential
YGL104C	non_essential
YGL105W	non_essential
YGL106W	essential
YGL107C	non_essential
YGL108C	non_essential
YGL109W	non_essential
YGL110C	non_essential
YGL111W	essential
YGL112C	essential
YGL113W	essential
YGL114W	non_essential
YGL115W	non_essential
YGL116W	essential
YGL117W	non_essential
YGL118C	non_essential
YGL119W	non_essential
YGL120C	essential
YGL121C	non_essential
YGL122C	essential
YGL123C-A	non_essential
YGL123W	essential
YGL124C	non_essential
YGL125W	non_essential
YGL126W	non_essential
YGL127C	non_essential
YGL128C	essential
YGL129C	non_essential
YGL130W	essential
YGL131C	non_essential
YGL132W	non_essential
YGL133W	non_essential
YGL134W	non_essential
YGL135W	non_essential
YGL136C	non_essential
YGL137W	essential
YGL138C	non_essential
YGL139W	non_essential
YGL140C	non_essential
YGL141W	non_essential
YGL142C	essential
YGL143C	non_essential
YGL144C	non_essential
YGL145W	essential
YGL146C	non_essential
YGL147C	non_essential
YGL148W	non_essential
YGL149W	non_essential
YGL150C	essential
YGL151W	non_essential
YGL152C	non_essential
YGL153W	non_essential
YGL154C	non_essential
YGL155W	essential
YGL156W	non_essential
YGL157W	non_essential
YGL158W	non_essential
YGL159W	non_essential
YGL160W	non_essential
YGL161C	non_essential
YGL162W	non_essential
YGL163C	non_essential
YGL164C	non_essential
YGL165C	non_essential
YGL166W	essential
YGL167C	non_essential
YGL168W	non_essential
YGL169W	essential
YGL170C	non_essential
YGL171W	essential
YGL172W	essential
YGL173C	non_essential
YGL174W	non_essential
YGL175C	non_essential
YGL176C	non_essential
YGL177W	non_essential
YGL178W	non_essential
YGL179C	non_essential
YGL180W	essential
YGL181W	non_essential
YGL182C	non_essential
YGL183C	non_essential
YGL184C	non_essential
YGL185C	non_essential
YGL186C	non_essential
YGL187C	non_essential
YGL188C	non_essential
YGL188C-A	non_essential
YGL189C	essential
YGL190C	non_essential
YGL191W	non_essential
YGL192W	non_essential
YGL193C	non_essential
YGL194C	non_essential
YGL194C-A	non_essential
YGL195W	non_essential
YGL196W	non_essential
YGL197W	non_essential
YGL198W	non_essential
YGL199C	non_essential
YGL200C	non_essential
YGL201C	essential
YGL202W	non_essential
YGL203C	non_essential
YGL204C	non_essential
YGL205W	non_essential
YGL206C	essential
YGL207W	essential
YGL208W	non_essential
YGL209W	non_essential
YGL210W	non_essential
YGL211W	non_essential
YGL212W	non_essential
YGL213C	essential
YGL214W	non_essential
YGL215W	non_essential
YGL216W	non_essential
YGL217C	non_essential
YGL218W	non_essential
YGL219C	non_essential
YGL220W	non_essential
YGL221C	non_essential
YGL222C	non_essential
YGL223C	non_essential
YGL224C	non_essential
YGL225W	essential
YGL226C-A	non_essential
YGL226W	non_essential
YGL227W	non_essential
YGL228W	non_essential
YGL229C	non_essential
YGL230C	non_essential
YGL231C	non_essential
YGL232W	non_essential
YGL233W	essential
YGL234W	non_essential
YGL235W	non_essential
YGL236C	essential
YGL237C	non_essential
YGL238W	essential
YGL239C	essential
YGL240W	non_essential
YGL241W	non_essential
YGL242C	non_essential
YGL243W	non_essential
YGL244W	non_essential
YGL245W	essential
YGL246C	non_essential
YGL247W	essential
YGL248W	non_essential
YGL249W	non_essential
YGL250W	non_essential
YGL251C	non_essential
YGL252C	non_essential
YGL253W	non_essential
YGL254W	non_essential
YGL255W	non_essential
YGL256W	non_essential
YGL257C	non_essential
YGL258W	non_essential
YGL258W-A	non_essential
YGL259W	non_essential
YGL260W	non_essential
YGL261C	non_essential
YGL262W	non_essential
YGL263W	non_essential
YGR001C	non_essential
YGR002C	essential
YGR003W	non_essential
YGR004W	non_essential
YGR005C	essential
YGR006W	non_essential
YGR007W	non_essential
YGR008C	non_essential
YGR009C	essential
YGR010W	non_essential
YGR011W	non_essential
YGR012W	non_essential
YGR013W	essential
YGR014W	non_essential
YGR015C	non_essential
YGR016W	non_essential
YGR017W	non_essential
YGR018C	non_essential
YGR019W	non_essential
YGR020C	non_essential
YGR021W	non_essential
YGR022C	non_essential
YGR023W	non_essential
YGR024C	essential
YGR025W	non_essential
YGR026W	non_essential
YGR027C	non_essential
YGR028W	non_essential
YGR029W	essential
YGR030C	essential
YGR031C-A	non_essential
YGR031W	non_essential
YGR032W	non_essential
YGR033C	non_essential
YGR034W	non_essential
YGR035C	non_essential
YGR035W-A	non_essential
YGR036C	non_essential
YGR037C	non_essential
YGR038W	non_essential
YGR039W	non_essential
YGR040W	non_essential
YGR041W	non_essential
YGR042W	non_essential
YGR043C	non_essential
YGR044C	non_essential
YGR045C	non_essential
YGR046W	essential
YGR047C	essential
YGR048W	essential
YGR049W	non_essential
YGR050C	non_essential
YGR051C	non_essential
YGR052W	non_essential
YGR053C	non_essential
YGR054W	non_essential
YGR055W	non_essential
YGR056W	non_essential
YGR057C	non_essential
YGR058W	non_essential
YGR059W	non_essential
YGR060W	essential
YGR061C	non_essential
YGR062C	non_essential
YGR063C	non_essential
YGR064W	non_essential
YGR065C	essential
YGR066C	non_essential
YGR067C	non_essential
YGR068C	non_essential
YGR068W-A	non_essential
YGR069W	non_essential
YGR070W	non_essential
YGR071C	non_essential
YGR072W	non_essential
YGR073C	essential
YGR074W	essential
YGR075C	essential
YGR076C	non_essential
YGR077C	non_essential
YGR078C	non_essential
YGR079W	non_essential
YGR080W	non_essential
YGR081C	non_essential
YGR082W	essential
YGR083C	essential
YGR084C	non_essential
YGR085C	non_essential
YGR086C	non_essential
YGR087C	non_essential
YGR088W	non_essential
YGR089W	non_essential
YGR090W	essential
YGR091W	essential
YGR092W	non_essential
YGR093W	non_essential
YGR094W	essential
YGR095C	essential
YGR096W	non_essential
YGR097W	non_essential
YGR098C	essential
YGR099W	essential
YGR100W	non_essential
YGR101W	non_essential
YGR102C	non_essential
YGR103W	essential
YGR104C	non_essential
YGR105W	non_essential
YGR106C	non_essential
YGR107W	non_essential
YGR108W	non_essential
YGR109C	non_essential
YGR110W	non_essential
YGR111W	non_essential
YGR112W	non_essential
YGR113W	essential
YGR114C	essential
YGR115C	essential
YGR116W	essential
YGR117C	non_essential
YGR118W	non_essential
YGR119C	essential
YGR120C	essential
YGR121C	non_essential
YGR121W-A	non_essential
YGR122C-A	non_essential
YGR122W	non_essential
YGR123C	non_essential
YGR124W	non_essential
YGR125W	non_essential
YGR126W	non_essential
YGR127W	non_essential
YGR128C	essential
YGR129W	non_essential
YGR130C	non_essential
YGR131W	non_essential
YGR132C	non_essential
YGR133W	non_essential
YGR134W	non_essential
YGR135W	non_essential
YGR136W	non_essential
YGR137W	non_essential
YGR138C	non_essential
YGR139W	non_essential
YGR140W	essential
YGR141W	non_essential
YGR142W	non_essential
YGR143W	non_essential
YGR144W	non_essential
YGR145W	essential
YGR146C	non_essential
YGR146C-A	non_essential
YGR147C	essential
YGR148C	non_essential
YGR149W	non_essential
YGR150C	non_essential
YGR151C	non_essential
YGR152C	non_essential
YGR153W	non_essential
YGR154C	non_essential
YGR155W	essential
YGR156W	essential
YGR157W	non_essential
YGR158C	essential
YGR159C	essential
YGR160W	non_essential
YGR161C	non_essential
YGR161W-C	non_essential
YGR162W	essential
YGR163W	non_essential
YGR164W	non_essential
YGR165W	non_essential
YGR166W	non_essential
YGR167W	non_essential
YGR168C	non_essential
YGR169C	non_essential
YGR169C-A	non_essential
YGR170W	non_essential
YGR171C	non_essential
YGR172C	essential
YGR173W	non_essential
YGR174C	non_essential
YGR174W-A	non_essential
YGR175C	essential
YGR176W	non_essential
YGR177C	non_essential
YGR178C	non_essential
YGR179C	essential
YGR180C	non_essential
YGR181W	non_essential
YGR182C	non_essential
YGR183C	non_essential
YGR184C	non_essential
YGR185C	essential
YGR186W	essential
YGR187C	non_essential
YGR188C	non_essential
YGR189C	non_essential
YGR190C	essential
YGR191W	essential
YGR192C	non_essential
YGR193C	non_essential
YGR194C	non_essential
YGR195W	essential
YGR196C	non_essential
YGR197C	non_essential
YGR198W	essential
YGR199W	non_essential
YGR200C	non_essential
YGR201C	non_essential
YGR202C	non_essential
YGR203W	non_essential
YGR204C-A	non_essential
YGR204W	non_essential
YGR205W	non_essential
YGR206W	non_essential
YGR207C	non_essential
YGR208W	non_essential
YGR209C	non_essential
YGR210C	non_essential
YGR211W	essential
YGR212W	non_essential
YGR213C	non_essential
YGR214W	non_essential
YGR215W	non_essential
YGR216C	essential
YGR217W	non_essential
YGR218W	essential
YGR219W	non_essential
YGR220C	non_essential
YGR221C	non_essential
YGR222W	non_essential
YGR223C	non_essential
YGR224W	non_essential
YGR225W	non_essential
YGR226C	non_essential
YGR227C-A	essential
YGR227W	non_essential
YGR228W	non_essential
YGR229C	non_essential
YGR230W	non_essential
YGR231C	non_essential
YGR232W	non_essential
YGR233C	non_essential
YGR234W	non_essential
YGR235C	non_essential
YGR236C	non_essential
YGR237C	non_essential
YGR238C	non_essential
YGR239C	non_essential
YGR240C	non_essential
YGR240C-A	non_essential
YGR241C	non_essential
YGR242W	non_essential
YGR243W	non_essential
YGR244C	essential
YGR245C	essential
YGR246C	essential
YGR247W	non_essential
YGR248W	non_essential
YGR249W	non_essential
YGR250C	non_essential
YGR251W	essential
YGR252W	essential
YGR253C	essential
YGR254W	non_essential
YGR255C	non_essential
YGR256W	non_essential
YGR257C	non_essential
YGR258C	non_essential
YGR259C	non_essential
YGR260W	non_essential
YGR261C	non_essential
YGR262C	non_essential
YGR263C	non_essential
YGR264C	essential
YGR265W	essential
YGR266W	non_essential
YGR267C	essential
YGR268C	non_essential
YGR269W	non_essential
YGR270C-A	non_essential
YGR270W	non_essential
YGR271C-A	non_essential
YGR271W	non_essential
