gene_id	type
YGR273C	non_essential
YGR274C	essential
YGR275W	non_essential
YGR276C	non_essential
YGR277C	essential
YGR278W	essential
YGR279C	non_essential
YGR280C	essential
YGR281W	non_essential
YGR282C	non_essential
YGR283C	non_essential
YGR284C	non_essential
YGR285C	non_essential
YGR286C	non_essential
YGR287C	non_essential
YGR288W	non_essential
YGR289C	non_essential
YGR290W	non_essential
YGR291C	non_essential
YGR292W	non_essential
YGR293C	non_essential
YGR294W	essential
YGR295C	non_essential
YGR296C-A	non_essential
YGR296C-B	non_essential
YGR296W	non_essential
YHL001W	non_essential
YHL002C-A	non_essential
YHL002W	non_essential
YHL003C	non_essential
YHL004W	non_essential
YHL005C	non_essential
YHL006C	non_essential
YHL006W-A	non_essential
YHL007C	non_essential
YHL008C	non_essential
YHL009C	non_essential
YHL010C	non_essential
YHL011C	non_essential
YHL012W	non_essential
YHL013C	non_essential
YHL014C	non_essential
YHL015W	essential
YHL015W-A	non_essential
YHL016C	non_essential
YHL017W	non_essential
YHL018W	non_essential
YHL019C	non_essential
YHL019W-A	non_essential
YHL020C	non_essential
YHL021C	non_essential
YHL022C	non_essential
YHL023C	non_essential
YHL024W	non_essential
YHL025W	non_essential
YHL026C	non_essential
YHL027W	non_essential
YHL028W	non_essential
YHL029C	non_essential
YHL030W	non_essential
YHL030W-A	non_essential
YHL031C	non_essential
YHL032C	non_essential
YHL033C	non_essential
YHL034C	non_essential
YHL034W-A	non_essential
YHL035C	non_essential
YHL036W	non_essential
YHL037C	non_essential
YHL038C	non_essential
YHL039W	non_essential
YHL040C	non_essential
YHL041W	non_essential
YHL042W	non_essential
YHL043W	non_essential
YHL044W	non_essential
YHL045W	non_essential
YHL046C	non_essential
YHL046W-A	non_essential
YHL047C	non_essential
YHL048C-A	non_essential
YHL048W	non_essential
YHL049C	non_essential
YHL050C	non_essential
YHL050W-A	non_essential
YHR001W	non_essential
YHR001W-A	non_essential
YHR002W	non_essential
YHR003C	non_essential
YHR004C	non_essential
YHR005C	essential
YHR005C-A	essential
YHR006W	non_essential
YHR007C	essential
YHR007C-A	non_essential
YHR008C	non_essential
YHR009C	essential
YHR010W	non_essential
YHR011W	non_essential
YHR012W	non_essential
YHR013C	non_essential
YHR014W	essential
YHR015W	non_essential
YHR016C	non_essential
YHR017W	non_essential
YHR018C	non_essential
YHR019C	essential
YHR020W	essential
YHR021C	non_essential
YHR021W-A	non_essential
YHR022C	non_essential
YHR022C-A	non_essential
YHR023W	essential
YHR024C	essential
YHR025W	non_essential
YHR026W	non_essential
YHR027C	essential
YHR028C	non_essential
YHR028W-A	non_essential
YHR029C	non_essential
YHR030C	non_essential
YHR031C	non_essential
YHR032C-A	non_essential
YHR032W	non_essential
YHR032W-A	non_essential
YHR033W	non_essential
YHR034C	non_essential
YHR035W	non_essential
YHR036W	essential
YHR037W	non_essential
YHR038W	non_essential
YHR039C	non_essential
YHR039C-A	non_essential
YHR040W	essential
YHR041C	non_essential
YHR042W	essential
YHR043C	non_essential
YHR044C	non_essential
YHR045W	non_essential
YHR046C	non_essential
YHR047C	non_essential
YHR048W	non_essential
YHR049C-A	non_essential
YHR049W	non_essential
YHR050W	non_essential
YHR050W-A	non_essential
YHR051W	non_essential
YHR052C-B	non_essential
YHR052W	non_essential
YHR052W-A	non_essential
YHR053C	non_essential
YHR054C	non_essential
YHR054C-B	non_essential
YHR054W-A	non_essential
YHR055C	non_essential
YHR056C	essential
YHR056W-A	non_essential
YHR057C	non_essential
YHR058C	essential
YHR059W	non_essential
YHR060W	non_essential
YHR061C	non_essential
YHR062C	essential
YHR063C	non_essential
YHR063W-A	non_essential
YHR064C	non_essential
YHR065C	essential
YHR066W	non_essential
YHR067W	non_essential
YHR068W	essential
YHR069C	essential
YHR069C-A	non_essential
YHR070C-A	non_essential
YHR070W	essential
YHR071C-A	non_essential
YHR071W	non_essential
YHR072W	essential
YHR072W-A	essential
YHR073C-B	non_essential
YHR073W	non_essential
YHR073W-A	non_essential
YHR074W	essential
YHR075C	non_essential
YHR076W	non_essential
YHR077C	non_essential
YHR078W	non_essential
YHR079C	non_essential
YHR079C-A	non_essential
YHR080C	non_essential
YHR081W	non_essential
YHR082C	essential
YHR083W	essential
YHR084W	essential
YHR085W	essential
YHR086W	essential
YHR086W-A	non_essential
YHR087W	non_essential
YHR088W	essential
YHR089C	non_essential
YHR090C	non_essential
YHR091C	non_essential
YHR092C	non_essential
YHR093W	non_essential
YHR094C	non_essential
YHR095W	non_essential
YHR096C	non_essential
YHR097C	non_essential
YHR098C	essential
YHR099W	essential
YHR100C	non_essential
YHR101C	essential
YHR102W	non_essential
YHR103W	non_essential
YHR104W	non_essential
YHR105W	non_essential
YHR106W	non_essential
YHR107C	essential
YHR108W	non_essential
YHR109W	non_essential
YHR110W	non_essential
YHR111W	non_essential
YHR112C	non_essential
YHR113W	non_essential
YHR114W	non_essential
YHR115C	non_essential
YHR116W	non_essential
YHR117W	non_essential
YHR118C	essential
YHR119W	non_essential
YHR120W	non_essential
YHR121W	non_essential
YHR122W	essential
YHR123W	non_essential
YHR124W	non_essential
YHR125W	non_essential
YHR126C	non_essential
YHR127W	non_essential
YHR128W	essential
YHR129C	essential
YHR130C	non_essential
YHR131C	non_essential
YHR131W-A	non_essential
YHR132C	non_essential
YHR132W-A	non_essential
YHR133C	non_essential
YHR134W	non_essential
YHR135C	non_essential
YHR136C	non_essential
YHR137C-A	non_essential
YHR137W	non_essential
YHR138C	non_essential
YHR139C	non_essential
YHR139C-A	non_essential
YHR140W	non_essential
YHR141C	non_essential
YHR142W	non_essential
YHR143W	non_essential
YHR143W-A	essential
YHR144C	non_essential
YHR145C	non_essential
YHR146W	non_essential
YHR147C	non_essential
YHR148W	essential
YHR149C	non_essential
YHR150W	non_essential
YHR151C	non_essential
YHR152W	non_essential
YHR153C	non_essential
YHR154W	non_essential
YHR155W	non_essential
YHR156C	non_essential
YHR157W	non_essential
YHR158C	non_essential
YHR159W	non_essential
YHR160C	non_essential
YHR161C	non_essential
YHR162W	non_essential
YHR163W	non_essential
YHR164C	essential
YHR165C	essential
YHR165W-A	non_essential
YHR166C	essential
YHR167W	non_essential
YHR168W	non_essential
YHR169W	essential
YHR170W	essential
YHR171W	essential
YHR172W	essential
YHR173C	non_essential
YHR174W	non_essential
YHR175W	non_essential
YHR175W-A	non_essential
YHR176W	non_essential
YHR177W	non_essential
YHR178W	non_essential
YHR179W	non_essential
YHR180C-B	non_essential
YHR180W	non_essential
YHR180W-A	non_essential
YHR181W	non_essential
YHR182C-A	non_essential
YHR182W	non_essential
YHR183W	non_essential
YHR184W	non_essential
YHR185C	non_essential
YHR186C	essential
YHR187W	non_essential
YHR188C	essential
YHR189W	non_essential
YHR190W	essential
YHR191C	non_essential
YHR192W	non_essential
YHR193C	non_essential
YHR193C-A	non_essential
YHR194W	non_essential
YHR195W	non_essential
YHR196W	essential
YHR197W	essential
YHR198C	non_essential
YHR199C	non_essential
YHR199C-A	essential
YHR200W	non_essential
YHR201C	non_essential
YHR202W	non_essential
YHR203C	non_essential
YHR204W	non_essential
YHR205W	non_essential
YHR206W	non_essential
YHR207C	non_essential
YHR208W	non_essential
YHR209W	non_essential
YHR210C	non_essential
YHR211W	non_essential
YHR212C	non_essential
YHR212W-A	non_essential
YHR213W	non_essential
YHR213W-A	non_essential
YHR213W-B	non_essential
YHR214C-D	non_essential
YHR214C-E	non_essential
YHR214W	non_essential
YHR214W-A	non_essential
YHR215W	non_essential
YHR216W	non_essential
YHR217C	non_essential
YHR218W	non_essential
YHR218W-A	non_essential
YHR219C-A	non_essential
YHR219W	non_essential
YIL001W	non_essential
YIL002C	non_essential
YIL002W-A	non_essential
YIL003W	essential
YIL004C	essential
YIL005W	non_essential
YIL006W	non_essential
YIL007C	non_essential
YIL008W	non_essential
YIL009C-A	non_essential
YIL009W	non_essential
YIL010W	non_essential
YIL011W	non_essential
YIL012W	non_essential
YIL013C	non_essential
YIL014C-A	non_essential
YIL014W	non_essential
YIL015W	non_essential
YIL016W	non_essential
YIL017C	non_essential
YIL018W	non_essential
YIL019W	essential
YIL020C	non_essential
YIL020C-A	non_essential
YIL021C-A	non_essential
YIL021W	essential
YIL022W	essential
YIL023C	non_essential
YIL024C	non_essential
YIL025C	non_essential
YIL026C	essential
YIL027C	non_essential
YIL028W	non_essential
YIL029C	non_essential
YIL029W-A	non_essential
YIL030C	non_essential
YIL030W-A	non_essential
YIL031W	essential
YIL032C	non_essential
YIL033C	non_essential
YIL034C	non_essential
YIL035C	non_essential
YIL036W	non_essential
YIL037C	non_essential
YIL038C	non_essential
YIL039W	non_essential
YIL040W	non_essential
YIL041W	non_essential
YIL042C	non_essential
YIL043C	non_essential
YIL044C	non_essential
YIL045W	non_essential
YIL046W	essential
YIL046W-A	non_essential
YIL047C	non_essential
YIL047C-A	non_essential
YIL048W	essential
YIL049W	non_essential
YIL050W	non_essential
YIL051C	essential
YIL052C	non_essential
YIL053W	non_essential
YIL054W	non_essential
YIL055C	non_essential
YIL056W	non_essential
YIL057C	non_essential
YIL058W	non_essential
YIL059C	non_essential
YIL060W	non_essential
YIL061C	essential
YIL062C	essential
YIL063C	essential
YIL064W	non_essential
YIL065C	non_essential
YIL066C	non_essential
YIL066W-A	non_essential
YIL067C	non_essential
YIL068C	essential
YIL068W-A	non_essential
YIL069C	non_essential
YIL070C	non_essential
YIL071C	non_essential
YIL071W-A	non_essential
YIL072W	non_essential
YIL073C	non_essential
YIL074C	non_essential
YIL075C	essential
YIL076W	non_essential
YIL077C	non_essential
YIL078W	essential
YIL079C	non_essential
YIL082W	non_essential
YIL083C	essential
YIL084C	non_essential
YIL085C	non_essential
YIL086C	non_essential
YIL087C	non_essential
YIL088C	non_essential
YIL089W	non_essential
YIL090W	non_essential
YIL091C	essential
YIL092W	non_essential
YIL093C	non_essential
YIL094C	non_essential
YIL095W	non_essential
YIL096C	non_essential
YIL097W	non_essential
YIL098C	non_essential
YIL099W	non_essential
YIL100C-A	non_essential
YIL100W	non_essential
YIL101C	non_essential
YIL102C	non_essential
YIL102C-A	essential
YIL103W	non_essential
YIL104C	essential
YIL105C	non_essential
YIL105W-A	non_essential
YIL106W	essential
YIL107C	non_essential
YIL108W	non_essential
YIL109C	essential
YIL110W	non_essential
YIL111W	non_essential
YIL112W	non_essential
YIL113W	non_essential
YIL114C	non_essential
YIL115C	essential
YIL115W-A	non_essential
YIL116W	non_essential
YIL117C	non_essential
YIL118W	essential
YIL119C	non_essential
YIL120W	non_essential
YIL121W	non_essential
YIL122W	non_essential
YIL123W	non_essential
YIL124W	non_essential
YIL125W	non_essential
YIL126W	essential
YIL127C	non_essential
YIL128W	non_essential
YIL129C	essential
YIL130W	non_essential
YIL131C	non_essential
YIL132C	non_essential
YIL133C	non_essential
YIL134C-A	non_essential
YIL134W	non_essential
YIL135C	non_essential
YIL136W	non_essential
YIL137C	essential
YIL138C	non_essential
YIL139C	non_essential
YIL140W	non_essential
YIL141W	non_essential
YIL142C-A	non_essential
YIL142W	essential
YIL143C	essential
YIL144W	essential
YIL145C	non_essential
YIL146C	non_essential
YIL147C	essential
YIL148W	non_essential
YIL149C	non_essential
YIL150C	essential
YIL151C	non_essential
YIL152W	non_essential
YIL153W	non_essential
YIL154C	non_essential
YIL155C	non_essential
YIL156W	non_essential
YIL156W-A	non_essential
YIL156W-B	non_essential
YIL157C	non_essential
YIL158W	non_essential
YIL159W	non_essential
YIL160C	non_essential
YIL161W	non_essential
YIL162W	non_essential
YIL163C	non_essential
YIL164C	non_essential
YIL165C	non_essential
YIL166C	non_essential
YIL169C	non_essential
YIL171W-A	non_essential
YIL172C	non_essential
YIL173W	non_essential
YIL176C	non_essential
YIL177C	non_essential
YIL177W-A	non_essential
YIR001C	non_essential
YIR002C	non_essential
YIR003W	non_essential
YIR004W	essential
YIR005W	non_essential
YIR006C	essential
YIR007W	non_essential
YIR008C	essential
YIR009W	non_essential
YIR010W	essential
YIR011C	essential
YIR012W	essential
YIR013C	non_essential
YIR014W	non_essential
YIR015W	essential
YIR016W	non_essential
YIR017C	non_essential
YIR017W-A	non_essential
YIR018C-A	non_essential
YIR018W	non_essential
YIR019C	non_essential
YIR020C	non_essential
YIR020C-B	non_essential
YIR020W-A	non_essential
YIR021W	non_essential
YIR021W-A	non_essential
YIR022W	essential
YIR023C-A	non_essential
YIR023W	non_essential
YIR024C	non_essential
YIR025W	non_essential
YIR026C	non_essential
YIR027C	non_essential
YIR028W	non_essential
YIR029W	non_essential
YIR030C	non_essential
YIR030W-A	non_essential
YIR031C	non_essential
YIR032C	non_essential
YIR033W	non_essential
YIR034C	non_essential
YIR035C	non_essential
YIR036C	non_essential
YIR036W-A	non_essential
YIR037W	non_essential
YIR038C	non_essential
YIR039C	non_essential
YIR040C	non_essential
YIR041W	non_essential
YIR042C	non_essential
YJL001W	essential
YJL002C	essential
YJL003W	non_essential
YJL004C	non_essential
YJL005W	essential
YJL006C	non_essential
YJL007C	non_essential
YJL008C	essential
YJL009W	essential
YJL010C	essential
YJL011C	essential
YJL012C	essential
YJL013C	non_essential
YJL014W	essential
YJL015C	essential
YJL016W	non_essential
YJL019W	essential
YJL020C	non_essential
YJL020W-A	non_essential
YJL022W	non_essential
YJL023C	non_essential
YJL024C	non_essential
YJL025W	essential
YJL026C-A	non_essential
YJL026W	essential
YJL027C	non_essential
YJL028W	non_essential
YJL029C	non_essential
YJL030W	non_essential
YJL031C	essential
YJL032W	essential
YJL033W	essential
YJL034W	essential
YJL035C	essential
YJL036W	non_essential
YJL037W	non_essential
YJL038C	non_essential
YJL039C	essential
YJL041W	essential
YJL042W	non_essential
YJL043W	non_essential
YJL044C	non_essential
YJL045W	non_essential
YJL046W	non_essential
YJL047C	non_essential
YJL047C-A	non_essential
YJL048C	non_essential
YJL049W	non_essential
YJL050W	essential
YJL051W	non_essential
YJL052C-A	non_essential
YJL052W	non_essential
YJL053W	non_essential
YJL054W	essential
YJL055W	non_essential
YJL056C	non_essential
YJL057C	non_essential
YJL058C	non_essential
YJL059W	non_essential
YJL060W	non_essential
YJL061W	essential
YJL062W	non_essential
YJL062W-A	non_essential
YJL063C	non_essential
YJL064W	non_essential
YJL065C	non_essential
YJL066C	non_essential
YJL067W	non_essential
YJL068C	non_essential
YJL069C	essential
YJL070C	non_essential
YJL071W	non_essential
YJL072C	essential
YJL073W	non_essential
YJL074C	essential
YJL075C	non_essential
YJL076W	essential
YJL077C	non_essential
YJL077W-A	non_essential
YJL077W-B	non_essential
YJL078C	non_essential
YJL079C	non_essential
YJL080C	non_essential
YJL081C	essential
YJL082W	non_essential
YJL083W	non_essential
YJL084C	non_essential
YJL085W	essential
YJL086C	essential
YJL087C	essential
YJL088W	non_essential
YJL089W	non_essential
YJL090C	essential
YJL091C	essential
YJL092W	non_essential
YJL093C	non_essential
YJL094C	non_essential
YJL095W	non_essential
YJL096W	non_essential
YJL097W	essential
YJL098W	non_essential
YJL099W	non_essential
YJL100W	non_essential
YJL101C	non_essential
YJL102W	non_essential
YJL103C	non_essential
YJL104W	essential
YJL105W	non_essential
YJL106W	non_essential
YJL107C	non_essential
YJL108C	non_essential
YJL109C	essential
YJL110C	non_essential
YJL111W	essential
YJL112W	non_essential
YJL115W	non_essential
YJL116C	non_essential
YJL117W	non_essential
YJL118W	non_essential
YJL119C	non_essential
YJL120W	non_essential
YJL121C	non_essential
YJL122W	non_essential
YJL123C	essential
YJL124C	non_essential
YJL125C	essential
YJL126W	non_essential
YJL127C	essential
YJL127C-B	non_essential
YJL127W-A	non_essential
YJL128C	non_essential
YJL129C	non_essential
YJL130C	non_essential
YJL131C	non_essential
YJL132W	non_essential
YJL133C-A	non_essential
YJL133W	non_essential
YJL134W	non_essential
YJL135W	non_essential
YJL136C	non_essential
YJL136W-A	non_essential
YJL137C	non_essential
YJL138C	non_essential
YJL139C	non_essential
YJL140W	non_essential
YJL141C	non_essential
YJL142C	non_essential
YJL143W	essential
YJL144W	non_essential
YJL145W	non_essential
YJL146W	non_essential
YJL147C	non_essential
YJL148W	non_essential
YJL149W	non_essential
YJL150W	non_essential
YJL151C	non_essential
YJL152W	non_essential
YJL153C	non_essential
YJL154C	non_essential
YJL155C	non_essential
YJL156C	essential
YJL156W-A	non_essential
YJL157C	essential
YJL158C	non_essential
YJL159W	non_essential
YJL160C	non_essential
YJL161W	non_essential
YJL162C	non_essential
YJL163C	non_essential
YJL164C	essential
YJL165C	non_essential
YJL166W	non_essential
YJL167W	essential
YJL168C	non_essential
YJL169W	non_essential
YJL170C	non_essential
YJL171C	non_essential
YJL172W	non_essential
YJL173C	essential
YJL174W	essential
YJL175W	non_essential
YJL176C	non_essential
YJL177W	non_essential
YJL178C	non_essential
YJL179W	non_essential
YJL180C	non_essential
YJL181W	non_essential
YJL182C	non_essential
YJL183W	non_essential
YJL184W	essential
YJL185C	non_essential
YJL186W	non_essential
YJL187C	non_essential
YJL188C	non_essential
YJL189W	non_essential
YJL190C	non_essential
YJL191W	non_essential
YJL192C	non_essential
YJL193W	non_essential
YJL194W	essential
YJL195C	essential
YJL196C	non_essential
YJL197C-A	non_essential
YJL197W	non_essential
YJL198W	essential
YJL199C	non_essential
YJL200C	non_essential
YJL201W	non_essential
YJL202C	essential
YJL203W	essential
YJL204C	non_essential
YJL205C	non_essential
YJL206C	non_essential
YJL207C	non_essential
YJL208C	non_essential
YJL209W	non_essential
YJL210W	non_essential
YJL211C	non_essential
YJL212C	non_essential
YJL213W	non_essential
YJL214W	non_essential
YJL215C	non_essential
YJL216C	non_essential
YJL217W	non_essential
YJL218W	non_essential
YJL219W	non_essential
YJL220W	non_essential
YJL221C	non_essential
YJL222W	non_essential
YJL222W-A	non_essential
YJL222W-B	non_essential
YJL223C	non_essential
YJL225C	non_essential
YJL225W-A	non_essential
YJR001W	non_essential
YJR002W	essential
YJR003C	essential
YJR004C	non_essential
YJR005C-A	non_essential
YJR005W	non_essential
YJR006W	essential
YJR007W	essential
YJR008W	non_essential
YJR009C	non_essential
YJR010C-A	non_essential
YJR010W	non_essential
YJR011C	non_essential
YJR012C	essential
YJR013W	essential
YJR014W	non_essential
YJR015W	non_essential
YJR016C	essential
YJR017C	essential
YJR018W	non_essential
YJR019C	non_essential
YJR020W	non_essential
YJR021C	non_essential
YJR022W	essential
YJR023C	essential
YJR024C	non_essential
YJR025C	non_essential
YJR030C	non_essential
YJR031C	non_essential
YJR032W	non_essential
YJR033C	non_essential
YJR034W	non_essential
YJR035W	non_essential
YJR036C	non_essential
YJR037W	non_essential
YJR038C	non_essential
YJR039W	non_essential
YJR040W	non_essential
YJR041C	essential
YJR042W	essential
YJR043C	non_essential
YJR044C	non_essential
YJR045C	essential
YJR046W	essential
YJR047C	non_essential
YJR048W	non_essential
YJR049C	essential
YJR050W	non_essential
YJR051W	non_essential
YJR052W	non_essential
YJR053W	non_essential
YJR054W	non_essential
YJR055W	non_essential
YJR056C	non_essential
YJR057W	essential
YJR058C	non_essential
YJR059W	non_essential
YJR060W	non_essential
YJR061W	non_essential
YJR062C	non_essential
YJR063W	non_essential
YJR064W	essential
YJR065C	essential
YJR066W	non_essential
YJR067C	essential
YJR068W	essential
YJR069C	non_essential
YJR070C	non_essential
YJR071W	non_essential
YJR072C	essential
YJR073C	non_essential
YJR074W	non_essential
YJR075W	non_essential
YJR076C	essential
YJR077C	non_essential
YJR078W	non_essential
YJR079W	non_essential
YJR080C	non_essential
YJR082C	non_essential
YJR083C	non_essential
YJR084W	non_essential
YJR085C	non_essential
YJR086W	non_essential
YJR087W	non_essential
YJR088C	non_essential
YJR089W	essential
YJR090C	non_essential
YJR091C	non_essential
YJR092W	non_essential
YJR093C	essential
YJR094C	non_essential
YJR094W-A	non_essential
YJR095W	essential
YJR096W	non_essential
YJR097W	non_essential
YJR098C	non_essential
YJR099W	non_essential
YJR100C	non_essential
YJR101W	non_essential
YJR102C	non_essential
YJR103W	non_essential
YJR104C	non_essential
YJR105W	non_essential
YJR106W	non_essential
YJR107C-A	non_essential
YJR107W	non_essential
YJR108W	non_essential
YJR109C	non_essential
YJR110W	non_essential
YJR111C	non_essential
YJR112W	essential
YJR112W-A	non_essential
YJR113C	non_essential
YJR114W	non_essential
YJR115W	non_essential
YJR116W	non_essential
YJR117W	non_essential
YJR118C	non_essential
YJR119C	non_essential
YJR120W	non_essential
YJR121W	non_essential
YJR122W	non_essential
YJR123W	essential
YJR124C	non_essential
YJR125C	non_essential
YJR126C	non_essential
YJR127C	non_essential
YJR128W	non_essential
YJR129C	non_essential
YJR130C	non_essential
YJR131W	non_essential
YJR132W	non_essential
YJR133W	non_essential
YJR134C	non_essential
YJR135C	essential
YJR135W-A	non_essential
YJR136C	essential
YJR137C	non_essential
YJR138W	non_essential
YJR139C	non_essential
YJR140C	non_essential
YJR140W-A	non_essential
YJR141W	essential
YJR142W	non_essential
YJR143C	non_essential
YJR144W	non_essential
YJR145C	non_essential
YJR146W	non_essential
YJR147W	non_essential
YJR148W	non_essential
YJR149W	non_essential
YJR150C	non_essential
YJR151C	non_essential
YJR151W-A	non_essential
YJR152W	non_essential
YJR153W	non_essential
YJR154W	non_essential
YJR155W	non_essential
YJR156C	non_essential
YJR157W	non_essential
YJR158W	non_essential
YJR159W	non_essential
YJR160C	non_essential
YJR161C	non_essential
YJR162C	non_essential
YKL001C	non_essential
YKL002W	non_essential
YKL003C	non_essential
YKL004W	essential
YKL005C	non_essential
YKL006C-A	essential
YKL006W	non_essential
YKL007W	non_essential
YKL008C	non_essential
YKL009W	non_essential
YKL010C	non_essential
YKL011C	non_essential
YKL012W	essential
YKL013C	essential
YKL014C	essential
YKL015W	non_essential
YKL016C	non_essential
YKL017C	non_essential
YKL018C-A	non_essential
YKL018W	essential
YKL019W	essential
YKL020C	non_essential
YKL021C	essential
YKL022C	essential
YKL023C-A	non_essential
YKL023W	non_essential
YKL024C	essential
YKL025C	non_essential
YKL026C	non_essential
YKL027W	non_essential
YKL028W	essential
YKL029C	non_essential
YKL030W	non_essential
YKL031W	non_essential
YKL032C	non_essential
YKL033W	essential
YKL033W-A	non_essential
YKL034W	non_essential
YKL035W	essential
YKL036C	essential
YKL037W	essential
YKL038W	non_essential
YKL039W	non_essential
YKL040C	non_essential
YKL041W	non_essential
YKL042W	essential
YKL043W	non_essential
YKL044W	non_essential
YKL045W	essential
YKL046C	non_essential
YKL047W	non_essential
YKL048C	non_essential
YKL049C	essential
YKL050C	non_essential
YKL051W	non_essential
YKL052C	essential
YKL053C-A	non_essential
YKL053W	non_essential
YKL054C	non_essential
YKL055C	non_essential
YKL056C	non_essential
YKL057C	non_essential
YKL058W	essential
YKL059C	essential
YKL060C	essential
YKL061W	non_essential
YKL062W	non_essential
YKL063C	non_essential
YKL064W	non_essential
YKL065C	non_essential
YKL065W-A	non_essential
YKL066W	non_essential
YKL067W	non_essential
YKL068W	non_essential
YKL068W-A	non_essential
YKL069W	non_essential
YKL070W	non_essential
YKL071W	non_essential
YKL072W	non_essential
YKL073W	non_essential
YKL074C	non_essential
YKL075C	non_essential
YKL076C	non_essential
YKL077W	non_essential
YKL078W	essential
YKL079W	non_essential
YKL080W	non_essential
YKL081W	non_essential
YKL082C	essential
YKL083W	essential
YKL084W	non_essential
YKL085W	non_essential
YKL086W	non_essential
YKL087C	non_essential
YKL088W	essential
YKL089W	essential
YKL090W	non_essential
YKL091C	non_essential
YKL092C	non_essential
YKL093W	non_essential
YKL094W	non_essential
YKL095W	essential
YKL096C-B	non_essential
YKL096W	non_essential
YKL096W-A	non_essential
YKL097C	non_essential
YKL098W	non_essential
YKL099C	essential
YKL100C	non_essential
YKL100W-A	non_essential
YKL101W	essential
YKL102C	non_essential
YKL103C	non_essential
YKL104C	essential
YKL104W-A	non_essential
YKL105C	non_essential
YKL106C-A	non_essential
YKL106W	non_essential
YKL107W	non_essential
YKL108W	essential
YKL109W	non_essential
YKL110C	non_essential
YKL111C	essential
YKL112W	essential
YKL113C	non_essential
YKL114C	non_essential
YKL115C	non_essential
YKL116C	non_essential
YKL117W	non_essential
YKL118W	non_essential
YKL119C	non_essential
YKL120W	non_essential
YKL121W	non_essential
YKL122C	essential
YKL123W	non_essential
YKL124W	non_essential
YKL125W	essential
YKL126W	non_essential
YKL127W	non_essential
YKL128C	non_essential
YKL129C	non_essential
YKL130C	non_essential
YKL131W	non_essential
YKL132C	non_essential
YKL133C	non_essential
YKL134C	non_essential
YKL135C	non_essential
YKL136W	non_essential
YKL137W	non_essential
YKL138C	non_essential
YKL138C-A	essential
YKL139W	essential
YKL140W	non_essential
YKL141W	essential
YKL142W	non_essential
YKL143W	non_essential
YKL144C	essential
YKL145W	essential
YKL145W-A	non_essential
YKL146W	non_essential
YKL147C	non_essential
YKL148C	non_essential
YKL149C	non_essential
YKL150W	non_essential
YKL151C	non_essential
YKL152C	essential
YKL153W	essential
YKL154W	essential
YKL155C	non_essential
YKL156C-A	non_essential
YKL156W	non_essential
YKL157W	non_essential
YKL159C	non_essential
YKL160W	non_essential
YKL161C	non_essential
YKL162C	non_essential
YKL162C-A	non_essential
YKL163W	non_essential
YKL164C	non_essential
YKL165C	essential
YKL165C-A	non_essential
YKL166C	essential
YKL167C	non_essential
YKL168C	non_essential
YKL169C	non_essential
YKL170W	non_essential
YKL171W	non_essential
YKL172W	essential
YKL173W	essential
YKL174C	non_essential
YKL175W	non_essential
YKL176C	non_essential
YKL177W	non_essential
YKL178C	non_essential
YKL179C	non_essential
YKL180W	essential
YKL181W	non_essential
YKL182W	essential
YKL183C-A	non_essential
YKL183W	non_essential
YKL184W	non_essential
YKL185W	non_essential
YKL186C	essential
YKL187C	non_essential
YKL188C	non_essential
YKL189W	essential
YKL190W	non_essential
YKL191W	non_essential
YKL192C	essential
YKL193C	essential
YKL194C	non_essential
YKL195W	essential
YKL196C	essential
YKL197C	non_essential
YKL198C	non_essential
YKL201C	non_essential
YKL202W	non_essential
YKL203C	essential
YKL204W	non_essential
YKL205W	essential
YKL206C	non_essential
YKL207W	non_essential
YKL208W	non_essential
YKL209C	non_essential
YKL210W	essential
YKL211C	non_essential
YKL212W	essential
YKL213C	non_essential
YKL214C	non_essential
YKL215C	non_essential
YKL216W	non_essential
YKL217W	non_essential
YKL218C	non_essential
YKL219W	non_essential
YKL220C	non_essential
YKL221W	non_essential
YKL222C	non_essential
YKL223W	non_essential
YKL224C	non_essential
YKL225W	non_essential
YKR001C	non_essential
YKR002W	essential
YKR003W	non_essential
YKR004C	essential
YKR005C	non_essential
YKR006C	non_essential
YKR007W	non_essential
YKR008W	essential
YKR009C	non_essential
YKR010C	non_essential
YKR011C	non_essential
YKR012C	non_essential
YKR013W	non_essential
YKR014C	non_essential
YKR015C	non_essential
YKR016W	non_essential
YKR017C	non_essential
YKR018C	non_essential
YKR019C	non_essential
YKR020W	non_essential
YKR021W	non_essential
YKR022C	essential
YKR023W	non_essential
YKR024C	non_essential
YKR025W	essential
YKR026C	non_essential
YKR027W	non_essential
YKR028W	non_essential
YKR029C	non_essential
YKR030W	non_essential
YKR031C	non_essential
YKR032W	non_essential
YKR033C	non_essential
YKR034W	non_essential
YKR035C	non_essential
YKR035W-A	non_essential
YKR036C	non_essential
YKR037C	essential
YKR038C	essential
YKR039W	non_essential
YKR040C	non_essential
YKR041W	non_essential
YKR042W	non_essential
YKR043C	non_essential
YKR044W	non_essential
YKR045C	non_essential
YKR046C	non_essential
YKR047W	non_essential
YKR048C	non_essential
YKR049C	non_essential
YKR050W	non_essential
YKR051W	non_essential
YKR052C	non_essential
YKR053C	non_essential
YKR054C	non_essential
YKR055W	non_essential
YKR056W	non_essential
YKR057W	non_essential
YKR058W	non_essential
YKR059W	non_essential
YKR060W	non_essential
YKR061W	non_essential
YKR062W	essential
YKR063C	essential
YKR064W	non_essential
