node1_ID	node1_name	node1_type	node2_ID	node2_name	node2_type	EdgeType	EdgeScore	EdgeDirection	cell	source
ENSG00000126950	TMEM35A	GENE	ENSG00000171862	PTEN	GENE	SL	0.3	child-child		Computational Prediction
ENSG00000126950	TMEM35A	GENE	ENSG00000139618	BRCA2	GENE	SL	0.3	child-child		Computational Prediction
ENSG00000176194	CIDEA	GENE	ENSG00000159593	NAE1	GENE	SL	0.5	child-child	A375	GenomeRNAi
ENSG00000112214	FHL5	GENE	ENSG00000082556	OPRK1	GENE	SL	0.3	child-child		Computational Prediction
ENSG00000112214	FHL5	GENE	ENSG00000106128	GHRHR	GENE	SL	0.3	child-child		Computational Prediction
ENSG00000112214	FHL5	GENE	ENSG00000081800	SLC13A1	GENE	SL	0.3	child-child		Computational Prediction
ENSG00000134285	FKBP11	GENE	ENSG00000198400	NTRK1	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000134285	FKBP11	GENE	ENSG00000165731	RET	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000134285	FKBP11	GENE	ENSG00000134853	PDGFRA	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000134285	FKBP11	GENE	ENSG00000175003	SLC22A1	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000134285	FKBP11	GENE	ENSG00000229314	ORM1	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000134285	FKBP11	GENE	ENSG00000095303	PTGS1	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000134285	FKBP11	GENE	ENSG00000112499	SLC22A2	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000134285	FKBP11	GENE	ENSG00000113721	PDGFRB	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000134285	FKBP11	GENE	ENSG00000157404	KIT	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000108854	SMURF2	GENE	ENSG00000141510	TP53	GENE	SL	0.3	child-child		Computational Prediction
ENSG00000214046	SMIM7	GENE	ENSG00000159593	NAE1	GENE	SL	0.629	child-child	A375;A375;A375;A375	GenomeRNAi
ENSG00000172830	SSH3	GENE	ENSG00000182704	TSKU	GENE	SL	0.2	child-child		Computational Prediction
ENSG00000041357	PSMA4	GENE	ENSG00000099956	SMARCB1	GENE	SL	0.1775	child-child	cancer_D009369	Text Mining
ENSG00000041357	PSMA4	GENE	ENSG00000133703	KRAS	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000041357	PSMA4	GENE	ENSG00000161057	PSMC2	GENE	SL	0.1775	child-child	cancer_D009369	Text Mining
ENSG00000163453	IGFBP7	GENE	ENSG00000161638	ITGA5	GENE	SL	0.3	child-child		Computational Prediction
ENSG00000163453	IGFBP7	GENE	ENSG00000156535	CD109	GENE	SL	0.3	child-child		Computational Prediction
ENSG00000158850	B4GALT3	GENE	ENSG00000143258	USP21	GENE	SL	0.2	child-child		Computational Prediction
ENSG00000102891	MT4	GENE	ENSG00000011422	PLAUR	GENE	SL	0.3	child-child		Computational Prediction
ENSG00000257923	CUX1	GENE	ENSG00000134853	PDGFRA	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000257923	CUX1	GENE	ENSG00000160868	CYP3A4	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000257923	CUX1	GENE	ENSG00000143799	PARP1	GENE	SL	0.56	child-child	pancreatic cancer_D010190	Text Mining
ENSG00000257923	CUX1	GENE	ENSG00000095303	PTGS1	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000257923	CUX1	GENE	ENSG00000121879	PIK3CA	GENE	SL	0.1775	child-child	pancreatic cancer_D010190	Text Mining
ENSG00000257923	CUX1	GENE	ENSG00000174775	HRAS	GENE	SL	0.458	child-child	DLD-1	GenomeRNAi
ENSG00000257923	CUX1	GENE	ENSG00000138109	CYP2C9	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000257923	CUX1	GENE	ENSG00000213281	NRAS	GENE	SL	0.458	child-child	DLD-1	GenomeRNAi
ENSG00000257923	CUX1	GENE	ENSG00000229314	ORM1	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000257923	CUX1	GENE	ENSG00000100197	CYP2D6	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000257923	CUX1	GENE	ENSG00000133703	KRAS	GENE	SL	0.458	child-child	DLD-1	GenomeRNAi
ENSG00000257923	CUX1	GENE	ENSG00000140505	CYP1A2	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000257923	CUX1	GENE	ENSG00000157404	KIT	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000257923	CUX1	GENE	ENSG00000165731	RET	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000257923	CUX1	GENE	ENSG00000165841	CYP2C19	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000257923	CUX1	GENE	ENSG00000160870	CYP3A7	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000257923	CUX1	GENE	ENSG00000113721	PDGFRB	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000257923	CUX1	GENE	ENSG00000112499	SLC22A2	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000257923	CUX1	GENE	ENSG00000204580	DDR1	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000257923	CUX1	GENE	ENSG00000175003	SLC22A1	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000257923	CUX1	GENE	ENSG00000106258	CYP3A5	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000257923	CUX1	GENE	ENSG00000198400	NTRK1	GENE	SL	0.506	child-child	K562;K562	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000188021	UBQLN2	GENE	SL	0.515	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000163584	RPL22L1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000265681	RPL17	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000077514	POLD3	GENE	SL	0.443	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000164949	GEM	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000168124	OR1F1	GENE	SL	0.449	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000153574	RPIA	GENE	SL	0.443	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000119537	KDSR	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000198793	MTOR	GENE	SL	0.461	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000123154	WDR83	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000105221	AKT2	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000181788	SIAH2	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000177971	IMP3	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000076003	MCM6	GENE	SL	0.446	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000113558	SKP1	GENE	SL	0.461	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000051009	FAM160A2	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000128512	DOCK4	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000140506	LMAN1L	GENE	SL	0.44	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000142676	RPL11	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000189409	MMP23B	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000163349	HIPK1	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000198648	STK39	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000174444	RPL4	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000263465	SRSF8	GENE	SL	0.44	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000171109	MFN1	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000011028	MRC2	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000151151	IPMK	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000101210	EEF1A2	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000197958	RPL12	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000099901	RANBP1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000083312	TNPO1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000089154	GCN1	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000176125	UFSP1	GENE	SL	0.44	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000163029	SMC6	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000196177	ACADSB	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000113387	SUB1	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000204220	PFDN6	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000144824	PHLDB2	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000087365	SF3B2	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000248713	C4orf54	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000141510	TP53	GENE	SL	0.56	child-child	cancer_D009369	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000164338	UTP15	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000120137	PANK3	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000142513	ACP4	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000165629	ATP5F1C	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000100664	EIF5	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000172273	HINFP	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000165684	SNAPC4	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000124120	TTPAL	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000147697	GSDMC	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000163634	THOC7	GENE	SL	0.443	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000115652	UXS1	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000117593	DARS2	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000197905	TEAD4	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000120539	MASTL	GENE	SL	0.503	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000197165	SULT1A2	GENE	SL	0.446	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000168959	GRM5	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000165060	FXN	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000248643	RBM14-RBM4	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000105705	SUGP1	GENE	SL	0.467	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000172680	MOS	GENE	SL	0.446	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000030066	NUP160	GENE	SL	0.488	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000137501	SYTL2	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000176845	METRNL	GENE	SL	0.443	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000087095	NLK	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000116221	MRPL37	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000108854	SMURF2	GENE	SL	0.455	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000165632	TAF3	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000125447	GGA3	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000130396	AFDN	GENE	SL	0.4	child-child	BRCA	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000019991	HGF	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000100811	YY1	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000070882	OSBPL3	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000172183	ISG20	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000126603	GLIS2	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000115942	ORC2	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000018699	TTC27	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000160957	RECQL4	GENE	SL	0.4	child-child	BRCA	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000116990	MYCL	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000126787	DLGAP5	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000089057	SLC23A2	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000168883	USP39	GENE	SL	0.815	child-child	Human non-small cell lung-cancer, Lung Adenocarcin;DLD-1	Synlethality;GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000092200	RPGRIP1	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000153944	MSI2	GENE	SL	0.4	child-child	BRCA	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000131732	ZCCHC9	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000131408	NR1H2	GENE	SL	0.446	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000164830	OXR1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000175832	ETV4	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000166037	CEP57	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000178093	TSSK6	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000187514	PTMA	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000177842	ZNF620	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000143248	RGS5	GENE	SL	0.482	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000183207	RUVBL2	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000117000	RLF	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000273611	ZNHIT3	GENE	SL	0.443	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000123444	KBTBD4	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000198862	LTN1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000185621	LMLN	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000042493	CAPG	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000171314	PGAM1	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000169740	ZNF32	GENE	SL	0.446	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000023041	ZDHHC6	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000204435	CSNK2B	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000100347	SAMM50	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000105409	ATP1A3	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000169371	SNUPN	GENE	SL	0.473	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000171174	RBKS	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000161509	GRIN2C	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000083290	ULK2	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000133706	LARS1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000151224	MAT1A	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000278299	TBC1D3C	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000125731	SH2D3A	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000198951	NAGA	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000131023	LATS1	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000105372	RPS19	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000152332	UHMK1	GENE	SL	0.44	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000169302	STK32A	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000151092	NGLY1	GENE	SL	0.455	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000128040	SPINK2	GENE	SL	0.473	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000177414	UBE2U	GENE	SL	0.44	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000176105	YES1	GENE	SL	0.443	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000152926	ZNF117	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000162419	GMEB1	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000027869	SH2D2A	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000165271	NOL6	GENE	SL	0.503	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000136891	TEX10	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000170801	HTRA3	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000119487	MAPKAP1	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000170236	USP50	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000007038	PRSS21	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000184384	MAML2	GENE	SL	0.4	child-child	BRCA	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000175556	LONRF3	GENE	SL	0.443	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000228716	DHFR	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000157764	BRAF	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000215012	RTL10	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000170542	SERPINB9	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000148296	SURF6	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000059758	CDK17	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000100109	TFIP11	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000231500	RPS18	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000078328	RBFOX1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000132109	TRIM21	GENE	SL	0.443	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000112029	FBXO5	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000167601	AXL	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000136718	IMP4	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000141027	NCOR1	GENE	SL	0.449	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000179593	ALOX15B	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000213585	VDAC1	GENE	SL	0.855	child-child	Human lung cancer	Synlethality
ENSG00000133703	KRAS	GENE	ENSG00000170473	PYM1	GENE	SL	0.449	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000185252	ZNF74	GENE	SL	0.458	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000166986	MARS1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000089022	MAPKAPK5	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000167766	ZNF83	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000116353	MECR	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000074660	SCARF1	GENE	SL	0.44	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000143156	NME7	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000117280	RAB29	GENE	SL	0.443	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000161888	SPC24	GENE	SL	0.491	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000132475	H3-3B	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000065833	ME1	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000143257	NR1I3	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000021645	NRXN3	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000135596	MICAL1	GENE	SL	0.44	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000148660	CAMK2G	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000164080	RAD54L2	GENE	SL	0.449	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000003402	CFLAR	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000163545	NUAK2	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000124228	DDX27	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000136758	YME1L1	GENE	SL	0.464	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000184470	TXNRD2	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000110851	PRDM4	GENE	SL	0.464	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000198612	COPS8	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000099875	MKNK2	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000124541	RRP36	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000129636	ITFG1	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000171824	EXOSC10	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000182107	TMEM30B	GENE	SL	0.452	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000149923	PPP4C	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000137815	RTF1	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000117020	AKT3	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000205208	C4orf46	GENE	SL	0.458	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000147133	TAF1	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000115694	STK25	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000143816	WNT9A	GENE	SL	0.449	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000185883	ATP6V0C	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000126226	PCID2	GENE	SL	0.452	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000101367	MAPRE1	GENE	SL	0.6	child-child	COAD	Text Mining
ENSG00000133703	KRAS	GENE	ENSG00000065882	TBC1D1	GENE	SL	0.452	child-child	DLD-1	GenomeRNAi
